year,parameter,variant,country,scenario,uncovered_share,storage_cost_usd_yr_per_100mw_mid
2030,gamma,stylized_g3,DE,L3_W3,0.05425645599731653,5978123.467990461
2030,gamma,stylized_g3,DK,L0_W0,0.24125834564636536,26582498.82794453
2030,gamma,stylized_g3,DK,L3_W3,0.04682858902833148,5159700.940603177
2030,gamma,stylized_g3,DO,L0_W0,0.33096101785295257,36466182.529773064
2030,gamma,stylized_g3,DO,L3_W3,0.03072025388851592,3384840.8882925436
2030,gamma,stylized_g3,DZ,L0_W0,0.34882698463938305,38434703.20369214
2030,gamma,stylized_g3,DZ,L3_W3,0.04461942122974716,4916288.841182254
2030,gamma,stylized_g3,EC,L0_W0,0.49068991367565273,54065545.46422486
2030,gamma,stylized_g3,EC,L3_W3,0.04625754767592516,5096782.055702511
2030,gamma,stylized_g3,EE,L0_W0,0.2948392645106872,32486189.782531347
2030,gamma,stylized_g3,EE,L3_W3,0.04676108252878086,5152262.891401706
2030,gamma,stylized_g3,EG,L0_W0,0.2639280062615289,29080303.515769903
2030,gamma,stylized_g3,EG,L3_W3,0.04397315663470463,4845081.655398756
2030,gamma,stylized_g3,ES,L0_W0,0.25783772357231205,28409259.651922546
2030,gamma,stylized_g3,ES,L3_W3,0.056976845035421796,6277863.310039218
2030,gamma,stylized_g3,ET,L0_W0,0.2794666166816528,30792389.75334314
2030,gamma,stylized_g3,ET,L3_W3,0.04599051157348286,5067359.293720231
2030,gamma,stylized_g3,FI,L0_W0,0.31064814879552405,34228055.527514815
2030,gamma,stylized_g3,FI,L3_W3,0.051459683430381896,5669967.481579353
2030,gamma,stylized_g3,FJ,L0_W0,0.3335572701974694,36752244.65425737
2030,gamma,stylized_g3,FJ,L3_W3,0.05043375641937538,5556928.061141596
2030,gamma,stylized_g3,FR,L0_W0,0.23197112038550208,25559207.161285974
2030,gamma,stylized_g3,FR,L3_W3,0.048369040593857646,5329432.071874081
2030,gamma,stylized_g3,GB,L0_W0,0.2290912808175872,25241898.627425026
2030,gamma,stylized_g3,GB,L3_W3,0.04375455268185564,4820995.279009065
2030,gamma,stylized_g3,GF,L0_W0,0.3122387981895573,34403317.59166964
2030,gamma,stylized_g3,GF,L3_W3,0.08235252031986551,9073824.032972196
2030,gamma,stylized_g3,GH,L0_W0,0.28349802163509147,31236580.884483676
2030,gamma,stylized_g3,GH,L3_W3,0.03868664080735935,4262599.0042481
2030,gamma,stylized_g3,GR,L0_W0,0.3976466015012385,43813780.99075946
2030,gamma,stylized_g3,GR,L3_W3,0.04573833424589355,5039573.711848992
2030,gamma,stylized_g3,GT,L0_W0,0.38109423861493147,41989996.75711507
2030,gamma,stylized_g3,GT,L3_W3,0.03421063919644774,3769421.007618958
2030,gamma,stylized_g3,HN,L0_W0,0.34308729716449965,37802288.8713917
2030,gamma,stylized_g3,HN,L3_W3,0.03692662480685436,4068675.668061564
2030,gamma,stylized_g3,HU,L0_W0,0.3481381699567911,38358807.73386449
2030,gamma,stylized_g3,HU,L3_W3,0.04414873523179069,4864427.381403583
2030,gamma,stylized_g3,ID,L0_W0,0.4071213317595345,44857732.46655803
2030,gamma,stylized_g3,ID,L3_W3,0.04024647488853295,4434465.753659386
2030,gamma,stylized_g3,IE,L0_W0,0.3003960186139128,33098448.019818135
2030,gamma,stylized_g3,IE,L3_W3,0.08369306267667921,9221528.625463448
2030,gamma,stylized_g3,IL,L0_W0,0.4386857347120676,48335583.98809823
2030,gamma,stylized_g3,IL,L3_W3,0.05070132087359517,5586409.038355635
2030,gamma,stylized_g3,IN,L0_W0,0.25307082710941264,27884030.07158009
2030,gamma,stylized_g3,IN,L3_W3,0.04603799022296419,5072590.620084543
2030,gamma,stylized_g3,IR,L0_W0,0.4424416613211256,48749422.16814393
2030,gamma,stylized_g3,IR,L3_W3,0.18710002920071556,20615188.641916055
2030,gamma,stylized_g3,IT,L0_W0,0.3972646716752819,43771698.926722884
2030,gamma,stylized_g3,IT,L3_W3,0.05134729545776677,5657584.269954849
2030,gamma,stylized_g3,JM,L0_W0,0.43753801789123303,48209125.43611358
2030,gamma,stylized_g3,JM,L3_W3,0.03741168269013452,4122120.6611424675
2030,gamma,stylized_g3,JO,L0_W0,0.27929820042412196,30773833.193335135
2030,gamma,stylized_g3,JO,L3_W3,0.055619125896984825,6128266.133164428
2030,gamma,stylized_g3,JP,L0_W0,0.39772521758653057,43822443.12424768
2030,gamma,stylized_g3,JP,L3_W3,0.041245186874076016,4544506.548783078
2030,gamma,stylized_g3,KE,L0_W0,0.3023750566159402,33316503.794130966
2030,gamma,stylized_g3,KE,L3_W3,0.049953210536062366,5503980.212453841
2030,gamma,stylized_g3,KH,L0_W0,0.33914835954505157,37368286.04188625
2030,gamma,stylized_g3,KH,L3_W3,0.039063697540092826,4304144.13765728
2030,gamma,stylized_g3,KR,L0_W0,0.40773299359581233,44925127.02653643
2030,gamma,stylized_g3,KR,L3_W3,0.042831081238555974,4719244.690885843
2030,gamma,stylized_g3,KW,L0_W0,0.29937839301923524,32986323.271945357
2030,gamma,stylized_g3,KW,L3_W3,0.04101148321318605,4518756.445610275
2030,gamma,stylized_g3,KZ,L0_W0,0.43367914546586406,47783944.40683256
2030,gamma,stylized_g3,KZ,L3_W3,0.07557399955489826,8326948.231402785
2030,gamma,stylized_g3,LC,L0_W0,0.21724501133314578,23936644.527957477
2030,gamma,stylized_g3,LC,L3_W3,0.04147430411158198,4569751.307388824
2030,gamma,stylized_g3,LK,L0_W0,0.28194276275995034,31065218.243681237
