year,parameter,variant,country,scenario,uncovered_share,storage_cost_usd_yr_per_100mw_mid
2030,P2_peak_sigma,ci_low,EE,L0_W0,0.3133516638500096,34525936.14828528
2030,P2_peak_sigma,ci_low,EE,L3_W3,0.029203732680590823,3217746.468722444
2030,P2_peak_sigma,ci_low,EG,L0_W0,0.28849371310411026,31787019.719103802
2030,P2_peak_sigma,ci_low,EG,L3_W3,0.02635632146126826,2904010.978256693
2030,P2_peak_sigma,ci_low,ES,L0_W0,0.2748100908642478,30279321.110051937
2030,P2_peak_sigma,ci_low,ES,L3_W3,0.03546496779509662,3907626.334419612
2030,P2_peak_sigma,ci_low,ET,L0_W0,0.2923691284785476,32214023.495378483
2030,P2_peak_sigma,ci_low,ET,L3_W3,0.028107607561138736,3096972.430315393
2030,P2_peak_sigma,ci_low,FI,L0_W0,0.33166744493872263,36544018.58194859
2030,P2_peak_sigma,ci_low,FI,L3_W3,0.03117824284358354,3435303.3534507104
2030,P2_peak_sigma,ci_low,FJ,L0_W0,0.3482226564479364,38368116.68459045
2030,P2_peak_sigma,ci_low,FJ,L3_W3,0.031351099571885886,3454349.176571103
2030,P2_peak_sigma,ci_low,FR,L0_W0,0.2692050034105596,29661737.373128727
2030,P2_peak_sigma,ci_low,FR,L3_W3,0.03130305186229688,3449055.149620809
2030,P2_peak_sigma,ci_low,GB,L0_W0,0.2668678184027279,29404219.99040389
2030,P2_peak_sigma,ci_low,GB,L3_W3,0.02809807596639129,3095922.2133559603
2030,P2_peak_sigma,ci_low,GF,L0_W0,0.31997479512817273,35255690.71477459
2030,P2_peak_sigma,ci_low,GF,L3_W3,0.059025843155480553,6503627.479892063
2030,P2_peak_sigma,ci_low,GH,L0_W0,0.27262561466839536,30038629.59838486
2030,P2_peak_sigma,ci_low,GH,L3_W3,0.023413939856917802,2579811.3932041624
2030,P2_peak_sigma,ci_low,GR,L0_W0,0.40622445051144934,44758911.65825748
2030,P2_peak_sigma,ci_low,GR,L3_W3,0.028120576339139034,3098401.365447436
2030,P2_peak_sigma,ci_low,GT,L0_W0,0.4207633475749829,46360846.76692926
2030,P2_peak_sigma,ci_low,GT,L3_W3,0.03207844453088472,3534490.0167492856
2030,P2_peak_sigma,ci_low,HN,L0_W0,0.3861137018507319,42543054.82946941
2030,P2_peak_sigma,ci_low,HN,L3_W3,0.032597293270875134,3591658.178065007
2030,P2_peak_sigma,ci_low,HU,L0_W0,0.3727363634663798,41069103.40627472
2030,P2_peak_sigma,ci_low,HU,L3_W3,0.028376125992667995,3126558.519336623
2030,P2_peak_sigma,ci_low,ID,L0_W0,0.41037264359516357,45215970.82232698
2030,P2_peak_sigma,ci_low,ID,L3_W3,0.025005724921682928,2755198.588640218
2030,P2_peak_sigma,ci_low,IE,L0_W0,0.31161506441473524,34334592.912762746
2030,P2_peak_sigma,ci_low,IE,L3_W3,0.049961078727235896,5504847.151096266
2030,P2_peak_sigma,ci_low,IL,L0_W0,0.42923197957086906,47293943.607587
2030,P2_peak_sigma,ci_low,IL,L3_W3,0.03145033136693233,3465282.804870882
2030,P2_peak_sigma,ci_low,IN,L0_W0,0.27197946500081466,29967435.0756208
2030,P2_peak_sigma,ci_low,IN,L3_W3,0.02951544201766094,3252091.448852049
2030,P2_peak_sigma,ci_low,IR,L0_W0,0.40034668360695724,44111283.35992446
2030,P2_peak_sigma,ci_low,IR,L3_W3,0.1004269637835041,11065315.232585173
2030,P2_peak_sigma,ci_low,IT,L0_W0,0.4292110660470114,47291639.298809856
2030,P2_peak_sigma,ci_low,IT,L3_W3,0.0310765339073245,3424096.787013997
2030,P2_peak_sigma,ci_low,JM,L0_W0,0.4482164597414534,49385705.11963606
2030,P2_peak_sigma,ci_low,JM,L3_W3,0.03420080570023471,3768337.5263372753
2030,P2_peak_sigma,ci_low,JO,L0_W0,0.2785543716016699,30691876.116376616
2030,P2_peak_sigma,ci_low,JO,L3_W3,0.031964838308663625,3521972.5750792422
2030,P2_peak_sigma,ci_low,JP,L0_W0,0.40766982491140186,44918166.92957147
2030,P2_peak_sigma,ci_low,JP,L3_W3,0.02544132930766174,2803194.6612681146
2030,P2_peak_sigma,ci_low,KE,L0_W0,0.37114800236136875,40894093.47201032
2030,P2_peak_sigma,ci_low,KE,L3_W3,0.030844111648111353,3398487.8721531704
2030,P2_peak_sigma,ci_low,KH,L0_W0,0.35704322610181793,39339990.97087854
2030,P2_peak_sigma,ci_low,KH,L3_W3,0.02471710006330072,2723397.118978701
2030,P2_peak_sigma,ci_low,KR,L0_W0,0.4313644440672209,47528904.32914479
2030,P2_peak_sigma,ci_low,KR,L3_W3,0.026552785801450634,2925657.952079045
2030,P2_peak_sigma,ci_low,KW,L0_W0,0.32977489322729037,36335492.10168865
2030,P2_peak_sigma,ci_low,KW,L3_W3,0.025236694762439667,2780647.4720964865
2030,P2_peak_sigma,ci_low,KZ,L0_W0,0.4268761937914245,47034376.741399646
2030,P2_peak_sigma,ci_low,KZ,L3_W3,0.041708936718306416,4595603.764333017
2030,P2_peak_sigma,ci_low,LC,L0_W0,0.26496988176592445,29195100.18446237
2030,P2_peak_sigma,ci_low,LC,L3_W3,0.03818295879525109,4207101.954143355
2030,P2_peak_sigma,ci_low,LK,L0_W0,0.3081733262795598,33955372.870864175
2030,P2_peak_sigma,ci_low,LK,L3_W3,0.02654847524504933,2925183.0032843063
2030,P2_peak_sigma,ci_low,LY,L0_W0,0.2732012431399806,30102053.904517163
2030,P2_peak_sigma,ci_low,LY,L3_W3,0.025961812550514596,2860542.916542074
2030,P2_peak_sigma,ci_low,MA,L0_W0,0.36922460473881735,40682168.305607624
2030,P2_peak_sigma,ci_low,MA,L3_W3,0.027296852551667403,3007641.2445639474
2030,P2_peak_sigma,ci_low,MG,L0_W0,0.3712051302385968,40900387.976456955
2030,P2_peak_sigma,ci_low,MG,L3_W3,0.03503811229242042,3860594.2374814036
2030,P2_peak_sigma,ci_low,MM,L0_W0,0.36061111850481514,39733111.032142356
2030,P2_peak_sigma,ci_low,MM,L3_W3,0.02803266580128215,3088715.1439686157
2030,P2_peak_sigma,ci_low,MN,L0_W0,0.3072311044758968,33851556.3171842
2030,P2_peak_sigma,ci_low,MN,L3_W3,0.027680738082190244,3049938.793433599
2030,P2_peak_sigma,ci_low,MR,L0_W0,0.28618631047350596,31532783.83947317
2030,P2_peak_sigma,ci_low,MR,L3_W3,0.03544547291517211,3905478.3356784456
2030,P2_peak_sigma,ci_low,MU,L0_W0,0.3108259430206215,34247645.377422825
2030,P2_peak_sigma,ci_low,MU,L3_W3,0.02984700719910379,3288624.1997646787
2030,P2_peak_sigma,ci_low,MX,L0_W0,0.2949671163192602,32500276.84154038
2030,P2_peak_sigma,ci_low,MX,L3_W3,0.0259706400574458,2861515.555196392
2030,P2_peak_sigma,ci_low,MY,L0_W0,0.3782647320771288,41678234.05301757
2030,P2_peak_sigma,ci_low,MY,L3_W3,0.0386237663602314,4255671.327144916
2030,P2_peak_sigma,ci_low,NE,L0_W0,0.417630904019511,46015705.640644714
2030,P2_peak_sigma,ci_low,NE,L3_W3,0.035602886649135815,3922822.6078004395
2030,P2_peak_sigma,ci_low,NG,L0_W0,0.2922868303883722,32204955.668606438
2030,P2_peak_sigma,ci_low,NG,L3_W3,0.027779933109011765,3060868.370510638
2030,P2_peak_sigma,ci_low,NI,L0_W0,0.33566445780959225,36984420.300158635
2030,P2_peak_sigma,ci_low,NI,L3_W3,0.04245676124722206,4678001.099066244
2030,P2_peak_sigma,ci_low,NL,L0_W0,0.2519739838612048,27763176.90779912
2030,P2_peak_sigma,ci_low,NL,L3_W3,0.0324889509885706,3579720.7315710373
2030,P2_peak_sigma,ci_low,NO,L0_W0,0.3563980411245758,39268902.74031227
2030,P2_peak_sigma,ci_low,NO,L3_W3,0.03080837111481836,3394549.8832648452
2030,P2_peak_sigma,ci_low,NP,L0_W0,0.4912742036246509,54129924.115428865
2030,P2_peak_sigma,ci_low,NP,L3_W3,0.030916253925721306,3406436.703953679
2030,P2_peak_sigma,ci_low,NZ,L0_W0,0.3104917163520781,34210819.37664338
2030,P2_peak_sigma,ci_low,NZ,L3_W3,0.0299784866204858,3303110.958991276
2030,P2_peak_sigma,ci_low,OM,L0_W0,0.27553362296765477,30359041.839460354
2030,P2_peak_sigma,ci_low,OM,L3_W3,0.027041468879918575,2979502.3789974474
2030,P2_peak_sigma,ci_low,PA,L0_W0,0.42476320398173795,46801561.79363497
2030,P2_peak_sigma,ci_low,PA,L3_W3,0.03268524785993981,3601349.253225371
2030,P2_peak_sigma,ci_low,PE,L0_W0,0.25247572829249204,27818460.469994195
2030,P2_peak_sigma,ci_low,PE,L3_W3,0.03315700469727719,3653328.700991201
2030,P2_peak_sigma,ci_low,PH,L0_W0,0.31330094887690324,34520348.235006884
2030,P2_peak_sigma,ci_low,PH,L3_W3,0.024030977848360204,2647798.312538996
2030,P2_peak_sigma,ci_low,PK,L0_W0,0.29592978547977994,32606346.34045307
2030,P2_peak_sigma,ci_low,PK,L3_W3,0.0317552528896116,3498879.8852020134
2030,P2_peak_sigma,ci_low,PL,L0_W0,0.32961379976323335,36317742.38692537
2030,P2_peak_sigma,ci_low,PL,L3_W3,0.028378992917380115,3126874.4048766466
2030,P2_peak_sigma,ci_low,PS,L0_W0,0.42495014695135214,46822159.67702568
2030,P2_peak_sigma,ci_low,PS,L3_W3,0.029697452579296586,3272145.866154756
2030,P2_peak_sigma,ci_low,PT,L0_W0,0.39857027433289227,43915553.76839772
2030,P2_peak_sigma,ci_low,PT,L3_W3,0.031499413651617104,3470690.824111047
2030,P2_peak_sigma,ci_low,PY,L0_W0,0.33993705471827207,37455186.61505221
2030,P2_peak_sigma,ci_low,PY,L3_W3,0.04565638513795485,5030544.33688625
2030,P2_peak_sigma,ci_low,RO,L0_W0,0.34322062130291103,37816978.88654355
2030,P2_peak_sigma,ci_low,RO,L3_W3,0.027494184634009662,3029383.828570836
2030,P2_peak_sigma,ci_low,RU,L0_W0,0.35039662306820374,38607650.22271706
2030,P2_peak_sigma,ci_low,RU,L3_W3,0.04777207876798863,5263657.198909681
2030,P2_peak_sigma,ci_low,RW,L0_W0,0.36728412804794275,40468361.3211378
2030,P2_peak_sigma,ci_low,RW,L3_W3,0.024010225610222095,2645511.774659838
2030,P2_peak_sigma,ci_low,SA,L0_W0,0.2903904172541593,31996003.72631216
2030,P2_peak_sigma,ci_low,SA,L3_W3,0.024893174365710286,2742797.463140449
2030,P2_peak_sigma,ci_low,SE,L0_W0,0.35914162939793776,39571198.73701909
2030,P2_peak_sigma,ci_low,SE,L3_W3,0.033913027633976904,3736629.3585285675
2030,P2_peak_sigma,ci_low,SK,L0_W0,0.40932144993939434,45100147.45444486
2030,P2_peak_sigma,ci_low,SK,L3_W3,0.031256166230107824,3443889.163510054
2030,P2_peak_sigma,ci_low,SN,L0_W0,0.29410944590451804,32405776.389199283
2030,P2_peak_sigma,ci_low,SN,L3_W3,0.02962710545759593,3264394.829500887
2030,P2_peak_sigma,ci_low,SR,L0_W0,0.2980661392467224,32841735.59239241
2030,P2_peak_sigma,ci_low,SR,L3_W3,0.04996850069298131,5505664.923410836
2030,P2_peak_sigma,ci_low,SV,L0_W0,0.4478713442877272,49347679.36297424
2030,P2_peak_sigma,ci_low,SV,L3_W3,0.03277526171793934,3611267.2242218177
2030,P2_peak_sigma,ci_low,TH,L0_W0,0.3666925906534668,40403184.12673562
2030,P2_peak_sigma,ci_low,TH,L3_W3,0.023150636196543714,2550799.8818115285
2030,P2_peak_sigma,ci_low,TN,L0_W0,0.31408098420797675,34606294.643279165
2030,P2_peak_sigma,ci_low,TN,L3_W3,0.027029549007363266,2978189.0151120164
2030,P2_peak_sigma,ci_low,TR,L0_W0,0.37871697970343443,41728063.923001975
2030,P2_peak_sigma,ci_low,TR,L3_W3,0.02931132980283782,3229601.8114603637
2030,P2_peak_sigma,ci_low,TW,L0_W0,0.4939949698902799,54429705.521429256
2030,P2_peak_sigma,ci_low,TW,L3_W3,0.023438021783904472,2582464.805230937
2030,P2_peak_sigma,ci_low,UA,L0_W0,0.36951689590550724,40714373.7390617
2030,P2_peak_sigma,ci_low,UA,L3_W3,0.037519226054301344,4133970.0806693193
2030,P2_peak_sigma,ci_low,UG,L0_W0,0.38465427604199703,42382251.33582765
2030,P2_peak_sigma,ci_low,UG,L3_W3,0.03037845924832786,3347181.0278725657
2030,P2_peak_sigma,ci_low,US,L0_W0,0.19398394176352418,21373676.797599424
2030,P2_peak_sigma,ci_low,US,L3_W3,0.030043674538399436,3310293.5405798745
2030,P2_peak_sigma,ci_low,UY,L0_W0,0.30138671787444754,33207605.951169502
2030,P2_peak_sigma,ci_low,UY,L3_W3,0.03841816167130721,4233017.24490911
2030,P2_peak_sigma,ci_low,UZ,L0_W0,0.40305863056300467,44410093.03047675
2030,P2_peak_sigma,ci_low,UZ,L3_W3,0.040715179611118126,4486108.911144331
2030,P2_peak_sigma,ci_low,VN,L0_W0,0.35856095370780994,39507218.31465948
2030,P2_peak_sigma,ci_low,VN,L3_W3,0.029054930573752816,3201351.0490323207
2030,P2_peak_sigma,ci_low,ZA,L0_W0,0.24191744336172516,26655120.00172865
2030,P2_peak_sigma,ci_low,ZA,L3_W3,0.02771034008503188,3053200.4223887934
2030,P2_peak_sigma,ci_low,ZM,L0_W0,0.3407793451626826,37547992.46055093
2030,P2_peak_sigma,ci_low,ZM,L3_W3,0.023622268346317376,2602765.591163428
2030,P2_peak_sigma,ci_mid,AE,L0_W0,0.3350288549325388,36914387.85137828
2030,P2_peak_sigma,ci_mid,AE,L3_W3,0.028008934048371924,3086100.3150712736
2030,P2_peak_sigma,ci_mid,AF,L0_W0,0.3442428256464162,37929608.13337995
2030,P2_peak_sigma,ci_mid,AF,L3_W3,0.042466232870135026,4679044.708166308
2030,P2_peak_sigma,ci_mid,AR,L0_W0,0.29272556452802834,32253296.585982554
2030,P2_peak_sigma,ci_mid,AR,L3_W3,0.038064753266587543,4194077.7484159344
2030,P2_peak_sigma,ci_mid,AT,L0_W0,0.3452225336792529,38037555.02145479
2030,P2_peak_sigma,ci_mid,AT,L3_W3,0.029340307530196442,3232794.656049773
2030,P2_peak_sigma,ci_mid,AU,L0_W0,0.2732065147029406,30102634.739620835
2030,P2_peak_sigma,ci_mid,AU,L3_W3,0.02968254783503594,3270503.6210097107
2030,P2_peak_sigma,ci_mid,BD,L0_W0,0.3824718735772426,42141788.313477024
2030,P2_peak_sigma,ci_mid,BD,L3_W3,0.029311580038303347,3229629.383082606
2030,P2_peak_sigma,ci_mid,BE,L0_W0,0.2709711495380897,29856336.1433361
2030,P2_peak_sigma,ci_mid,BE,L3_W3,0.030929957588481796,3407946.6106816437
2030,P2_peak_sigma,ci_mid,BF,L0_W0,0.37887552746179687,41745533.145007744
2030,P2_peak_sigma,ci_mid,BF,L3_W3,0.033807389001244165,3724989.80747685
2030,P2_peak_sigma,ci_mid,BG,L0_W0,0.3496617776514044,38526682.96175681
2030,P2_peak_sigma,ci_mid,BG,L3_W3,0.028091446400862544,3095191.7498462917
2030,P2_peak_sigma,ci_mid,BH,L0_W0,0.3818967308050948,42078417.52302598
2030,P2_peak_sigma,ci_mid,BH,L3_W3,0.03172586602583478,3495641.960852448
2030,P2_peak_sigma,ci_mid,BI,L0_W0,0.4009635011669159,44179245.991520606
2030,P2_peak_sigma,ci_mid,BI,L3_W3,0.03197476056577602,3523065.836277541
2030,P2_peak_sigma,ci_mid,BO,L0_W0,0.38288976464439384,42187832.6845971
2030,P2_peak_sigma,ci_mid,BO,L3_W3,0.04259431064173545,4693156.664394527
2030,P2_peak_sigma,ci_mid,BR,L0_W0,0.24149104376107072,26608138.13731162
2030,P2_peak_sigma,ci_mid,BR,L3_W3,0.03771766376246731,4155834.485527975
2030,P2_peak_sigma,ci_mid,BY,L0_W0,0.34604970349140984,38128694.834683895
2030,P2_peak_sigma,ci_mid,BY,L3_W3,0.04702147980146158,5180954.169116018
2030,P2_peak_sigma,ci_mid,CA,L0_W0,0.24040348824389823,26488308.320924927
2030,P2_peak_sigma,ci_mid,CA,L3_W3,0.035105998115948854,3868074.081627494
2030,P2_peak_sigma,ci_mid,CH,L0_W0,0.42297628121896874,46604673.79740968
2030,P2_peak_sigma,ci_mid,CH,L3_W3,0.03420533949147661,3768837.071752175
2030,P2_peak_sigma,ci_mid,CL,L0_W0,0.3179999076652867,35038092.25812083
2030,P2_peak_sigma,ci_mid,CL,L3_W3,0.0415514582250934,4578252.356861305
2030,P2_peak_sigma,ci_mid,CN,L0_W0,0.19282250791717073,21245706.86654187
2030,P2_peak_sigma,ci_mid,CN,L3_W3,0.02478125936074115,2730466.364373892
2030,P2_peak_sigma,ci_mid,CO,L0_W0,0.43145758028651565,47539166.33037674
2030,P2_peak_sigma,ci_mid,CO,L3_W3,0.0364919041463205,4020776.966699899
2030,P2_peak_sigma,ci_mid,CR,L0_W0,0.3866154571877287,42598339.593285136
2030,P2_peak_sigma,ci_mid,CR,L3_W3,0.03251583195645723,3582682.549515308
2030,P2_peak_sigma,ci_mid,CU,L0_W0,0.2864647571776951,31563463.852502033
2030,P2_peak_sigma,ci_mid,CU,L3_W3,0.03487091696788183,3842172.2031817087
2030,P2_peak_sigma,ci_mid,CV,L0_W0,0.31498293663465404,34705674.207790285
2030,P2_peak_sigma,ci_mid,CV,L3_W3,0.03763944069214422,4147215.655494921
2030,P2_peak_sigma,ci_mid,CZ,L0_W0,0.3462105251807878,38146414.60457599
2030,P2_peak_sigma,ci_mid,CZ,L3_W3,0.027921191071523674,3076432.5559188174
2030,P2_peak_sigma,ci_mid,DE,L0_W0,0.25855410661481254,28488192.678411677
2030,P2_peak_sigma,ci_mid,DE,L3_W3,0.034280365645022154,3777103.6568244817
2030,P2_peak_sigma,ci_mid,DK,L0_W0,0.27464881071139097,30261550.825410374
2030,P2_peak_sigma,ci_mid,DK,L3_W3,0.030203909855519646,3327948.702386325
2030,P2_peak_sigma,ci_mid,DO,L0_W0,0.36802974864370036,40550515.8205385
2030,P2_peak_sigma,ci_mid,DO,L3_W3,0.03322037192409662,3660310.673897235
2030,P2_peak_sigma,ci_mid,DZ,L0_W0,0.36638883460673477,40369715.461705185
2030,P2_peak_sigma,ci_mid,DZ,L3_W3,0.028436586191872934,3133220.1880560894
2030,P2_peak_sigma,ci_mid,EC,L0_W0,0.5000550757496626,55097424.42032441
2030,P2_peak_sigma,ci_mid,EC,L3_W3,0.039524204528322573,4354884.04653828
2030,P2_peak_sigma,ci_mid,EE,L0_W0,0.3127215062757535,34456503.67773507
2030,P2_peak_sigma,ci_mid,EE,L3_W3,0.030012088005752186,3306813.250748554
2030,P2_peak_sigma,ci_mid,EG,L0_W0,0.2879143127165664,31723179.81304156
2030,P2_peak_sigma,ci_mid,EG,L3_W3,0.026722915284901144,2944403.2799652396
2030,P2_peak_sigma,ci_mid,ES,L0_W0,0.2747519650519145,30272916.650408965
2030,P2_peak_sigma,ci_mid,ES,L3_W3,0.036434390375749734,4014439.943478207
2030,P2_peak_sigma,ci_mid,ET,L0_W0,0.2912029931847991,32085535.54609637
2030,P2_peak_sigma,ci_mid,ET,L3_W3,0.028580368496414987,3149062.5123152914
2030,P2_peak_sigma,ci_mid,FI,L0_W0,0.3308636649284785,36455455.920528546
2030,P2_peak_sigma,ci_mid,FI,L3_W3,0.03185475403702046,3509843.191475581
2030,P2_peak_sigma,ci_mid,FJ,L0_W0,0.34934451107053444,38491725.66943381
2030,P2_peak_sigma,ci_mid,FJ,L3_W3,0.03258589286146759,3590402.0500380066
2030,P2_peak_sigma,ci_mid,FR,L0_W0,0.2674102377943753,29463985.230043955
2030,P2_peak_sigma,ci_mid,FR,L3_W3,0.03237847355961613,3567548.0288285543
2030,P2_peak_sigma,ci_mid,GB,L0_W0,0.2654378035401547,29246657.07457418
2030,P2_peak_sigma,ci_mid,GB,L3_W3,0.029079454235130926,3204053.1325523495
2030,P2_peak_sigma,ci_mid,GF,L0_W0,0.3196235910411276,35216994.09598101
2030,P2_peak_sigma,ci_mid,GF,L3_W3,0.05938382158606344,6543070.514228985
2030,P2_peak_sigma,ci_mid,GH,L0_W0,0.2743701553254248,30230847.819257364
2030,P2_peak_sigma,ci_mid,GH,L3_W3,0.024364667473180227,2684565.140384519
2030,P2_peak_sigma,ci_mid,GR,L0_W0,0.40763727105493225,44914580.057377964
2030,P2_peak_sigma,ci_mid,GR,L3_W3,0.028838185571130187,3177469.4968201364
2030,P2_peak_sigma,ci_mid,GT,L0_W0,0.4203272564152994,46312797.06025444
2030,P2_peak_sigma,ci_mid,GT,L3_W3,0.0320949663729444,3536310.4381154776
2030,P2_peak_sigma,ci_mid,HN,L0_W0,0.3848755520840203,42406632.1302494
2030,P2_peak_sigma,ci_mid,HN,L3_W3,0.032597609991701595,3591693.0752246296
2030,P2_peak_sigma,ci_mid,HU,L0_W0,0.371877467153242,40974467.8811237
2030,P2_peak_sigma,ci_mid,HU,L3_W3,0.029361056304308044,3235080.8122530966
2030,P2_peak_sigma,ci_mid,ID,L0_W0,0.41128805929614165,45316833.80691364
2030,P2_peak_sigma,ci_mid,ID,L3_W3,0.025322744762179217,2790128.6944396677
2030,P2_peak_sigma,ci_mid,IE,L0_W0,0.3098457758821661,34139647.90384581
2030,P2_peak_sigma,ci_mid,IE,L3_W3,0.052318401963601886,5764583.418456887
2030,P2_peak_sigma,ci_mid,IL,L0_W0,0.4327850222922674,47685427.490659185
2030,P2_peak_sigma,ci_mid,IL,L3_W3,0.03219274389859426,3547083.83106909
2030,P2_peak_sigma,ci_mid,IN,L0_W0,0.27169947741691697,29936585.2842867
2030,P2_peak_sigma,ci_mid,IN,L3_W3,0.030620015458279515,3373796.346197489
2030,P2_peak_sigma,ci_mid,IR,L0_W0,0.40026084151473373,44101825.045395255
2030,P2_peak_sigma,ci_mid,IR,L3_W3,0.1002644621168867,11047410.35824467
2030,P2_peak_sigma,ci_mid,IT,L0_W0,0.42992950117685974,47370798.429848336
2030,P2_peak_sigma,ci_mid,IT,L3_W3,0.03204669711149807,3530991.9999806834
2030,P2_peak_sigma,ci_mid,JM,L0_W0,0.44923320403634154,49497732.76350791
2030,P2_peak_sigma,ci_mid,JM,L3_W3,0.03406940244374794,3753859.1591653978
2030,P2_peak_sigma,ci_mid,JO,L0_W0,0.2788494405662225,30724387.615132727
2030,P2_peak_sigma,ci_mid,JO,L3_W3,0.03246334003408128,3576898.847147222
2030,P2_peak_sigma,ci_mid,JP,L0_W0,0.4081422885816296,44970224.25810212
2030,P2_peak_sigma,ci_mid,JP,L3_W3,0.026070058084730407,2872469.7030692426
2030,P2_peak_sigma,ci_mid,KE,L0_W0,0.3686356884662144,40617279.91352202
2030,P2_peak_sigma,ci_mid,KE,L3_W3,0.03175525885098465,3498880.542042264
2030,P2_peak_sigma,ci_mid,KH,L0_W0,0.3557500190139739,39197501.90669798
2030,P2_peak_sigma,ci_mid,KH,L3_W3,0.02537693586257988,2796099.6168507715
2030,P2_peak_sigma,ci_mid,KR,L0_W0,0.43139774911887296,47532573.97006076
2030,P2_peak_sigma,ci_mid,KR,L3_W3,0.027117896115426757,2987923.3390802015
2030,P2_peak_sigma,ci_mid,KW,L0_W0,0.32857968143059035,36203800.42445443
2030,P2_peak_sigma,ci_mid,KW,L3_W3,0.025758111616078452,2838098.595138838
2030,P2_peak_sigma,ci_mid,KZ,L0_W0,0.42847658716968495,47210712.4241628
2030,P2_peak_sigma,ci_mid,KZ,L3_W3,0.04200346485195412,4628055.672873263
2030,P2_peak_sigma,ci_mid,LC,L0_W0,0.26363835522472695,29048388.97898705
2030,P2_peak_sigma,ci_mid,LC,L3_W3,0.03852869032878439,4245195.592149161
2030,P2_peak_sigma,ci_mid,LK,L0_W0,0.3073822057648717,33868205.06699766
2030,P2_peak_sigma,ci_mid,LK,L3_W3,0.027719336318317203,3054191.6517704027
2030,P2_peak_sigma,ci_mid,LY,L0_W0,0.2711808281534371,29879439.101833902
2030,P2_peak_sigma,ci_mid,LY,L3_W3,0.026289617472085667,2896661.35182402
2030,P2_peak_sigma,ci_mid,MA,L0_W0,0.3698911218726822,40755606.97104445
2030,P2_peak_sigma,ci_mid,MA,L3_W3,0.028841501062731773,3177834.8066765773
2030,P2_peak_sigma,ci_mid,MG,L0_W0,0.3729638457747943,41094168.02395916
2030,P2_peak_sigma,ci_mid,MG,L3_W3,0.03593088945519284,3958962.8465317194
2030,P2_peak_sigma,ci_mid,MM,L0_W0,0.35985851853249357,39650187.52610342
2030,P2_peak_sigma,ci_mid,MM,L3_W3,0.02919454563715352,3216734.215360803
2030,P2_peak_sigma,ci_mid,MN,L0_W0,0.30677277249510865,33801056.05652185
2030,P2_peak_sigma,ci_mid,MN,L3_W3,0.028452405591933558,3134963.212457768
2030,P2_peak_sigma,ci_mid,MR,L0_W0,0.28478766183979076,31378676.939805795
2030,P2_peak_sigma,ci_mid,MR,L3_W3,0.03682517845330963,4057498.0337004517
2030,P2_peak_sigma,ci_mid,MU,L0_W0,0.31050717754767315,34212522.93310557
2030,P2_peak_sigma,ci_mid,MU,L3_W3,0.030745754126068184,3387650.573623964
2030,P2_peak_sigma,ci_mid,MX,L0_W0,0.2939617784839918,32389505.99232432
2030,P2_peak_sigma,ci_mid,MX,L3_W3,0.026205751215918803,2887420.740270098
2030,P2_peak_sigma,ci_mid,MY,L0_W0,0.37818873418235177,41669860.39886097
2030,P2_peak_sigma,ci_mid,MY,L3_W3,0.039088789648112195,4306908.854169899
2030,P2_peak_sigma,ci_mid,NE,L0_W0,0.4164439310160131,45884921.73598951
2030,P2_peak_sigma,ci_mid,NE,L3_W3,0.03693337004582973,4069418.876785294
2030,P2_peak_sigma,ci_mid,NG,L0_W0,0.2909481128221368,32057452.13649002
2030,P2_peak_sigma,ci_mid,NG,L3_W3,0.028887453991264366,3182898.0249689254
2030,P2_peak_sigma,ci_mid,NI,L0_W0,0.33499176943019043,36910301.67015181
2030,P2_peak_sigma,ci_mid,NI,L3_W3,0.042647216254190226,4698985.948257445
2030,P2_peak_sigma,ci_mid,NL,L0_W0,0.24939493737815424,27479010.57179433
2030,P2_peak_sigma,ci_mid,NL,L3_W3,0.03335452411555271,3675091.9261792805
2030,P2_peak_sigma,ci_mid,NO,L0_W0,0.35664987059487263,39296649.99432362
2030,P2_peak_sigma,ci_mid,NO,L3_W3,0.03169065825034999,3491762.672664296
2030,P2_peak_sigma,ci_mid,NP,L0_W0,0.494261153782603,54459034.38458935
2030,P2_peak_sigma,ci_mid,NP,L3_W3,0.032256266202871094,3554082.890829959
2030,P2_peak_sigma,ci_mid,NZ,L0_W0,0.3100843510252913,34165934.76014298
2030,P2_peak_sigma,ci_mid,NZ,L3_W3,0.03130009789773578,3448729.6737941685
2030,P2_peak_sigma,ci_mid,OM,L0_W0,0.27477938144476155,30275937.462927468
2030,P2_peak_sigma,ci_mid,OM,L3_W3,0.027665043127905405,3048209.480804999
2030,P2_peak_sigma,ci_mid,PA,L0_W0,0.4260102742693353,46938967.38003906
2030,P2_peak_sigma,ci_mid,PA,L3_W3,0.032530670046399264,3584317.4505067584
2030,P2_peak_sigma,ci_mid,PE,L0_W0,0.2519887870429602,27764807.962511897
2030,P2_peak_sigma,ci_mid,PE,L3_W3,0.0328564397978608,3620211.645226553
2030,P2_peak_sigma,ci_mid,PH,L0_W0,0.31318604914805903,34507688.27126905
2030,P2_peak_sigma,ci_mid,PH,L3_W3,0.024883763762849738,2741760.5773952506
2030,P2_peak_sigma,ci_mid,PK,L0_W0,0.29553260867260817,32562584.322675634
2030,P2_peak_sigma,ci_mid,PK,L3_W3,0.03217307223856771,3544916.354216845
2030,P2_peak_sigma,ci_mid,PL,L0_W0,0.3280997980567744,36150925.57285982
