country,power_scope,workload_scenario,scenario,uncovered_share,n_supply_basis,n_active_basis,migrated_share,top1_label,top1_weight,region,top2_label,top2_weight,top3_label,top3_weight
AE,L3,W0,L3_W0,0.06527464984884641,461,100,0.0,OM:PV,0.04950867953304494,Asia-Pacific,MU:PV,0.04510341148570552,CV:PV,0.043101645596411685
AE,L3,W1,L3_W1,0.051316345457819046,461,100,0.04616061875632901,CL:PV,0.0488170433569585,Asia-Pacific,MU:PV,0.04805432080947388,OM:PV,0.039238559929796434
AE,L3,W2,L3_W2,0.046245365322830724,461,90,0.06497800003216407,CL:PV,0.05779592235899334,Asia-Pacific,MU:PV,0.05266868595034089,CV:PV,0.046390046023308484
AE,L3,W3,L3_W3,0.046138222223676,461,90,0.06527464984884641,CL:PV,0.05790537358458289,Asia-Pacific,MU:PV,0.052754362482848524,CV:PV,0.046044660518093763
AF,L0,W0,L0_W0,0.49749529089856886,1,1,0.0,AF:PV,1.0000000000000002,Asia-Pacific,,,,
AF,L0,W1,L0_W1,0.4721435205244601,1,1,0.05582551720622179,AF:PV,0.9999999999999999,Asia-Pacific,,,,
AF,L0,W2,L0_W2,0.41597590994161204,1,1,0.16271891677599665,AF:PV,0.9999999999999999,Asia-Pacific,,,,
AF,L0,W3,L0_W3,0.31520990091766865,1,1,0.3148198577890291,AF:PV,1.0,Asia-Pacific,,,,
AF,L1,W0,L1_W0,0.23648265430691734,8,5,0.0,PK:WIND,0.41486841246128925,Asia-Pacific,IR:WIND,0.2360786501346685,AE:PV,0.20495902781552403
AF,L1,W1,L1_W1,0.214038696259908,8,5,0.055710247300363815,PK:WIND,0.41258274471188056,Asia-Pacific,IR:WIND,0.23347390415832908,AE:PV,0.21076746749658473
AF,L1,W2,L1_W2,0.17870697406047178,8,5,0.14221294380168722,PK:WIND,0.40154402915068677,Asia-Pacific,IR:WIND,0.2302572863200271,AE:PV,0.22525598799935057
AF,L1,W3,L1_W3,0.1501633313286298,8,5,0.21255359401072407,PK:WIND,0.3804134192752868,Asia-Pacific,IR:WIND,0.23323274492453486,AE:PV,0.23014435170083494
AF,L2,W0,L2_W0,0.1891028897243162,49,14,0.0,IN:WIND,0.18295071644776623,Asia-Pacific,IN:WIND,0.13060523503784527,PK:WIND,0.1293588527016746
AF,L2,W1,L2_W1,0.16744765095014516,49,14,0.05585120980792399,IN:WIND,0.18025046244440088,Asia-Pacific,IN:WIND,0.1335088408255891,PK:WIND,0.12788269761991392
AF,L2,W2,L2_W2,0.13723547817860315,49,15,0.1361047382432005,IN:WIND,0.1749212549587205,Asia-Pacific,IN:WIND,0.13505343636989534,PK:WIND,0.123614824898047
AF,L2,W3,L2_W3,0.12014068792253867,49,15,0.18345100827455682,IN:WIND,0.17180818963344768,Asia-Pacific,IN:WIND,0.1330741888665075,PK:WIND,0.1170006383813287
AF,L3,W0,L3_W0,0.10723982310256877,461,81,0.0,CV:PV,0.10979520775526992,Asia-Pacific,IN:PV,0.055874129287398766,JM:WIND,0.03654014889186418
AF,L3,W1,L3_W1,0.08970019668594137,461,79,0.0551181350097857,CV:PV,0.111357016455811,Asia-Pacific,IN:PV,0.059847655769267656,JM:WIND,0.0382378497674579
AF,L3,W2,L3_W2,0.07621406090674117,461,69,0.10317415834114038,CV:PV,0.1210830014247172,Asia-Pacific,IN:PV,0.0683685969065043,JM:WIND,0.04233562520454908
AF,L3,W3,L3_W3,0.0749672628560065,461,67,0.10709875927027189,CV:PV,0.1250789550504885,Asia-Pacific,IN:PV,0.06750036456086851,JM:WIND,0.04317736280166337
AR,L0,W0,L0_W0,0.26474359559921723,2,2,0.0,AR:WIND,0.584393010540109,Latin America,AR:PV,0.41560698945989,,
AR,L0,W1,L0_W1,0.24116298003698344,2,2,0.05147020079855383,AR:WIND,0.5776407704992639,Latin America,AR:PV,0.42235922950073534,,
AR,L0,W2,L0_W2,0.20193720004063867,2,2,0.13380063711597381,AR:WIND,0.5618704619637369,Latin America,AR:PV,0.43812953803626237,,
AR,L0,W3,L0_W3,0.16084818813225787,2,2,0.2170785621897537,AR:WIND,0.5449873720465499,Latin America,AR:PV,0.45501262795344966,,
AR,L1,W0,L1_W0,0.18573995637627927,17,11,0.0,PE:WIND,0.3030076307025575,Latin America,AR:WIND,0.14311045900326438,UY:WIND,0.12538810898390967
AR,L1,W1,L1_W1,0.163647642734314,17,11,0.05494456428479822,PE:WIND,0.3010073718995062,Latin America,AR:WIND,0.14237137748469986,UY:WIND,0.12396300105303974
AR,L1,W2,L1_W2,0.1327478116667834,17,11,0.1333088753721576,PE:WIND,0.293581258043068,Latin America,AR:WIND,0.1420453418845769,UY:WIND,0.11899281011881471
AR,L1,W3,L1_W3,0.11442353134642128,17,11,0.18051762038085267,PE:WIND,0.2816683050539812,Latin America,AR:WIND,0.14209440943061133,CL:WIND,0.12393067265370526
AR,L2,W0,L2_W0,0.18573995637627927,17,11,0.0,PE:WIND,0.3030076307025575,Latin America,AR:WIND,0.14311045900326438,UY:WIND,0.12538810898390967
AR,L2,W1,L2_W1,0.163647642734314,17,11,0.05494456428479822,PE:WIND,0.3010073718995062,Latin America,AR:WIND,0.14237137748469986,UY:WIND,0.12396300105303974
AR,L2,W2,L2_W2,0.1327478116667834,17,11,0.1333088753721576,PE:WIND,0.293581258043068,Latin America,AR:WIND,0.1420453418845769,UY:WIND,0.11899281011881471
AR,L2,W3,L2_W3,0.11442353134642128,17,11,0.18051762038085267,PE:WIND,0.2816683050539812,Latin America,AR:WIND,0.14209440943061133,CL:WIND,0.12393067265370526
AR,L3,W0,L3_W0,0.06945074818539923,461,72,0.0,US:PV,0.17476719524398096,Latin America,CV:PV,0.06715535819909596,SN:PV,0.058677489466673095
AR,L3,W1,L3_W1,0.05191630803583897,461,74,0.044760480248555265,US:PV,0.17872200827749737,Latin America,CV:PV,0.06682195706839486,SN:PV,0.05828155799347703
AR,L3,W2,L3_W2,0.043132291970389536,461,70,0.06859767246462066,US:PV,0.19229601820378278,Latin America,CV:PV,0.07115885319981818,SN:PV,0.05954980684668634
AR,L3,W3,L3_W3,0.042809947947286875,461,71,0.06943036154171672,US:PV,0.19378294955619274,Latin America,CV:PV,0.07070776626642594,SN:PV,0.06133672198177736
AT,L0,W0,L0_W0,0.44505568214972385,1,1,0.0,AT:WIND,1.0000000000000002,Europe,,,,
AT,L0,W1,L0_W1,0.4218890815826926,1,1,0.06360470346160277,AT:WIND,1.0,Europe,,,,
AT,L0,W2,L0_W2,0.3734758749526393,1,1,0.18106563626038644,AT:WIND,1.0000000000000002,Europe,,,,
AT,L0,W3,L0_W3,0.3008820242886868,1,1,0.3283851235634296,AT:WIND,1.0000000000000002,Europe,,,,
AT,L1,W0,L1_W0,0.17695702438934535,77,31,0.0,GB:WIND,0.11401073467508244,Europe,GB:WIND,0.08358755424961921,EE:WIND,0.06728623915089989
AT,L1,W1,L1_W1,0.1570519572630532,77,32,0.05992717852542368,GB:WIND,0.11312584466821292,Europe,GB:WIND,0.0804423589887175,EE:WIND,0.0673526369005705
AT,L1,W2,L1_W2,0.1309856692609161,77,29,0.14117524385197136,GB:WIND,0.10988340416875894,Europe,GB:WIND,0.07236898352600132,EE:WIND,0.06678274846505339
AT,L1,W3,L1_W3,0.1199979579317432,77,31,0.17580154487161223,GB:WIND,0.11223797762695502,Europe,GB:WIND,0.07055506231087191,FR:WIND,0.06760924989912034
