country,region,continent,tau_ms,phi,reach_km,n_partners,uncovered_share,uncovered_share_baseline,migrated_share
LY,Africa/MENA,EurAfrMENA,500,1.0,31714,39,0.11227833274307802,0.24003481807560745,0.12775648533252937
MA,Africa/MENA,EurAfrMENA,50,0.0,0,0,0.35031987228766476,0.35031987228766476,0.0
MA,Africa/MENA,EurAfrMENA,50,0.2,0,0,0.35031987228766476,0.35031987228766476,0.0
MA,Africa/MENA,EurAfrMENA,50,0.4,0,0,0.35031987228766476,0.35031987228766476,0.0
MA,Africa/MENA,EurAfrMENA,50,0.6,0,0,0.35031987228766476,0.35031987228766476,0.0
MA,Africa/MENA,EurAfrMENA,50,0.8,0,0,0.35031987228766476,0.35031987228766476,0.0
MA,Africa/MENA,EurAfrMENA,50,1.0,0,0,0.35031987228766476,0.35031987228766476,0.0
MA,Africa/MENA,EurAfrMENA,100,0.0,3143,13,0.35031987228766476,0.35031987228766476,0.0
MA,Africa/MENA,EurAfrMENA,100,0.2,3143,13,0.3034589783066711,0.35031987228766476,0.046860893980993586
MA,Africa/MENA,EurAfrMENA,100,0.4,3143,13,0.26561960211397134,0.35031987228766476,0.08470027017369343
MA,Africa/MENA,EurAfrMENA,100,0.6,3143,13,0.23521894077511613,0.35031987228766476,0.1151009315125486
MA,Africa/MENA,EurAfrMENA,100,0.8,3143,13,0.21238867210537413,0.35031987228766476,0.13793120018229063
MA,Africa/MENA,EurAfrMENA,100,1.0,3143,13,0.1996099564571198,0.35031987228766476,0.15070991583054494
MA,Africa/MENA,EurAfrMENA,150,0.0,6714,25,0.35031987228766476,0.35031987228766476,0.0
MA,Africa/MENA,EurAfrMENA,150,0.2,6714,25,0.29889268642279465,0.35031987228766476,0.0514271858648701
MA,Africa/MENA,EurAfrMENA,150,0.4,6714,25,0.25758095284067056,0.35031987228766476,0.0927389194469942
MA,Africa/MENA,EurAfrMENA,150,0.6,6714,25,0.2246185057179088,0.35031987228766476,0.12570136656975595
MA,Africa/MENA,EurAfrMENA,150,0.8,6714,25,0.20009285908468366,0.35031987228766476,0.1502270132029811
MA,Africa/MENA,EurAfrMENA,150,1.0,6714,25,0.18644978007889895,0.35031987228766476,0.16387009220876575
MA,Africa/MENA,EurAfrMENA,200,0.0,10286,31,0.35031987228766476,0.35031987228766476,0.0
MA,Africa/MENA,EurAfrMENA,200,0.2,10286,31,0.28558367877093616,0.35031987228766476,0.06473619351672856
MA,Africa/MENA,EurAfrMENA,200,0.4,10286,31,0.23439409873752434,0.35031987228766476,0.11592577355014037
MA,Africa/MENA,EurAfrMENA,200,0.6,10286,31,0.19456601333258922,0.35031987228766476,0.1557538589550755
MA,Africa/MENA,EurAfrMENA,200,0.8,10286,31,0.1658812893739774,0.35031987228766476,0.18443858291368734
MA,Africa/MENA,EurAfrMENA,200,1.0,10286,31,0.15050435926025355,0.35031987228766476,0.19981551302741118
MA,Africa/MENA,EurAfrMENA,300,0.0,17429,38,0.35031987228766476,0.35031987228766476,0.0
MA,Africa/MENA,EurAfrMENA,300,0.2,17429,38,0.2844620994665394,0.35031987228766476,0.06585777282112541
MA,Africa/MENA,EurAfrMENA,300,0.4,17429,38,0.23214434516693924,0.35031987228766476,0.11817552712072545
MA,Africa/MENA,EurAfrMENA,300,0.6,17429,38,0.191257662351758,0.35031987228766476,0.1590622099359067
MA,Africa/MENA,EurAfrMENA,300,0.8,17429,38,0.16136855842872702,0.35031987228766476,0.1889513138589377
MA,Africa/MENA,EurAfrMENA,300,1.0,17429,38,0.14507617434086195,0.35031987228766476,0.20524369794680278
MA,Africa/MENA,EurAfrMENA,500,0.0,31714,39,0.35031987228766476,0.35031987228766476,0.0
MA,Africa/MENA,EurAfrMENA,500,0.2,31714,39,0.2844620994665394,0.35031987228766476,0.06585777282112541
MA,Africa/MENA,EurAfrMENA,500,0.4,31714,39,0.23214434516693924,0.35031987228766476,0.11817552712072545
MA,Africa/MENA,EurAfrMENA,500,0.6,31714,39,0.191257662351758,0.35031987228766476,0.1590622099359067
MA,Africa/MENA,EurAfrMENA,500,0.8,31714,39,0.16136855842872702,0.35031987228766476,0.1889513138589377
MA,Africa/MENA,EurAfrMENA,500,1.0,31714,39,0.14507617434086195,0.35031987228766476,0.20524369794680278
MG,Africa/MENA,EurAfrMENA,50,0.0,0,0,0.43429897873290185,0.43429897873290185,0.0
MG,Africa/MENA,EurAfrMENA,50,0.2,0,0,0.43429897873290185,0.43429897873290185,0.0
MG,Africa/MENA,EurAfrMENA,50,0.4,0,0,0.43429897873290185,0.43429897873290185,0.0
MG,Africa/MENA,EurAfrMENA,50,0.6,0,0,0.43429897873290185,0.43429897873290185,0.0
MG,Africa/MENA,EurAfrMENA,50,0.8,0,0,0.43429897873290185,0.43429897873290185,0.0
MG,Africa/MENA,EurAfrMENA,50,1.0,0,0,0.43429897873290185,0.43429897873290185,0.0
MG,Africa/MENA,EurAfrMENA,100,0.0,3143,1,0.43429897873290185,0.43429897873290185,0.0
MG,Africa/MENA,EurAfrMENA,100,0.2,3143,1,0.3932875991339817,0.43429897873290185,0.04101137959892005
MG,Africa/MENA,EurAfrMENA,100,0.4,3143,1,0.35888154549885765,0.43429897873290185,0.07541743323404414
MG,Africa/MENA,EurAfrMENA,100,0.6,3143,1,0.3299419051293891,0.43429897873290185,0.10435707360351269
MG,Africa/MENA,EurAfrMENA,100,0.8,3143,1,0.30552529987319077,0.43429897873290185,0.12877367885971105
MG,Africa/MENA,EurAfrMENA,100,1.0,3143,1,0.2852276819423617,0.43429897873290185,0.14907129679054013
MG,Africa/MENA,EurAfrMENA,150,0.0,6714,9,0.43429897873290185,0.43429897873290185,0.0
MG,Africa/MENA,EurAfrMENA,150,0.2,6714,9,0.3913496312244165,0.43429897873290185,0.04294934750848537
MG,Africa/MENA,EurAfrMENA,150,0.4,6714,9,0.35441817241152435,0.43429897873290185,0.07988080632137744
MG,Africa/MENA,EurAfrMENA,150,0.6,6714,9,0.32265865279497785,0.43429897873290185,0.11164032593792404
MG,Africa/MENA,EurAfrMENA,150,0.8,6714,9,0.2947382874179636,0.43429897873290185,0.13956069131493823
MG,Africa/MENA,EurAfrMENA,150,1.0,6714,9,0.27067338946494746,0.43429897873290185,0.1636255892679544
MG,Africa/MENA,EurAfrMENA,200,0.0,10286,32,0.43429897873290185,0.43429897873290185,0.0
MG,Africa/MENA,EurAfrMENA,200,0.2,10286,32,0.36941384060579086,0.43429897873290185,0.06488513812711098
MG,Africa/MENA,EurAfrMENA,200,0.4,10286,32,0.31064805207769713,0.43429897873290185,0.12365092665520472
MG,Africa/MENA,EurAfrMENA,200,0.6,10286,32,0.2575164142241186,0.43429897873290185,0.17678256450878319
MG,Africa/MENA,EurAfrMENA,200,0.8,10286,32,0.20949431375345567,0.43429897873290185,0.2248046649794461
MG,Africa/MENA,EurAfrMENA,200,1.0,10286,32,0.1675974307402488,0.43429897873290185,0.26670154799265305
MG,Africa/MENA,EurAfrMENA,300,0.0,17429,39,0.43429897873290185,0.43429897873290185,0.0
MG,Africa/MENA,EurAfrMENA,300,0.2,17429,39,0.3558800291126509,0.43429897873290185,0.0784189496202509
MG,Africa/MENA,EurAfrMENA,300,0.4,17429,39,0.2824439949936647,0.43429897873290185,0.15185498373923711
MG,Africa/MENA,EurAfrMENA,300,0.6,17429,39,0.21434040374968744,0.43429897873290185,0.21995857498321442
