sender_country,receiver_country,weight,recv_lon,recv_lat,send_lon,send_lat
AE,AT,0.008266039529656852,16.843,48.085,55.368,24.754
AE,BE,0.006185925515585463,3.208,51.542,55.368,24.754
AE,CH,0.016609151279725263,7.299,47.384,55.368,24.754
AE,CN,0.0026659082382525195,108.792,38.61,55.368,24.754
AE,DE,0.005221072360449274,10.674,52.577,55.368,24.754
AE,DK,0.012211458389399276,10.241,55.6,55.368,24.754
AE,EG,0.003686459287232798,32.667,26.551,55.368,24.754
AE,ES,0.016336181717754698,-3.72,40.031,55.368,24.754
AE,FI,0.02334932150723609,24.52,65.563,55.368,24.754
AE,FR,0.008477609229860667,2.152,46.853,55.368,24.754
AE,GB,0.013146189378520983,-2.227,53.821,55.368,24.754
AE,GR,0.007759085861866262,22.79,37.756,55.368,24.754
AE,ID,0.004331295542220488,118.0,-2.0,55.368,24.754
AE,IE,0.008501039617275446,-8.248,52.679,55.368,24.754
AE,IL,0.0015583655818151754,34.764,31.223,55.368,24.754
AE,IN,0.0055741363538370815,76.129,19.557,55.368,24.754
AE,IT,0.006821974389458811,14.277,41.189,55.368,24.754
AE,JP,0.008254918473928766,136.251,35.764,55.368,24.754
AE,KR,0.0065076136577127,127.036,34.738,55.368,24.754
AE,MY,0.002438537416246922,101.67,2.751,55.368,24.754
AE,NL,0.010260892252528681,4.945,52.875,55.368,24.754
AE,NO,0.03485021683906908,8.132,63.44,55.368,24.754
AE,PL,0.004587751916505675,17.38,53.213,55.368,24.754
AE,SE,0.025734333192099394,16.282,63.654,55.368,24.754
AE,TH,0.004536542786660167,101.055,15.311,55.368,24.754
AE,TR,0.004669645511955589,31.238,39.049,55.368,24.754
AE,TW,0.005395073864040991,120.945,23.682,55.368,24.754
AE,ZA,0.012681170570097884,23.274,-30.622,55.368,24.754
AF,AT,0.009119267479454424,16.843,48.085,65.794,31.647
AF,BE,0.006571752071881535,3.208,51.542,65.794,31.647
AF,CH,0.020985474168626804,7.299,47.384,65.794,31.647
AF,CN,0.002419724563713474,108.792,38.61,65.794,31.647
AF,DE,0.005033724388049083,10.674,52.577,65.794,31.647
AF,DK,0.011728499227428671,10.241,55.6,65.794,31.647
AF,EG,0.0038675724965112884,32.667,26.551,65.794,31.647
AF,ES,0.01798496446116824,-3.72,40.031,65.794,31.647
AF,FI,0.022585099612152333,24.52,65.563,65.794,31.647
AF,FR,0.008632009416286926,2.152,46.853,65.794,31.647
AF,GB,0.013160315537719063,-2.227,53.821,65.794,31.647
AF,GR,0.00899688695701662,22.79,37.756,65.794,31.647
AF,ID,0.0032862650235635535,118.0,-2.0,65.794,31.647
AF,IE,0.010558071756518241,-8.248,52.679,65.794,31.647
AF,IL,0.0026323818746539812,34.764,31.223,65.794,31.647
AF,IN,0.005663681039564695,76.129,19.557,65.794,31.647
AF,IT,0.008539901636757373,14.277,41.189,65.794,31.647
AF,JP,0.0073913035882686535,136.251,35.764,65.794,31.647
AF,KR,0.005596506572967835,127.036,34.738,65.794,31.647
AF,MY,0.001567575288483999,101.67,2.751,65.794,31.647
AF,NL,0.009796054797337634,4.945,52.875,65.794,31.647
AF,NO,0.032228056772109215,8.132,63.44,65.794,31.647
AF,PL,0.00528785388534952,17.38,53.213,65.794,31.647
AF,SA,0.002580739627328806,38.795,31.62,65.794,31.647
AF,SE,0.024677049028275406,16.282,63.654,65.794,31.647
AF,TH,0.0034617216000578975,101.055,15.311,65.794,31.647
AF,TR,0.004914411108777919,31.238,39.049,65.794,31.647
AF,TW,0.00454388445977886,120.945,23.682,65.794,31.647
AF,ZA,0.012636568433998635,23.274,-30.622,65.794,31.647
AR,BR,0.009067316013148393,-41.076,-10.964,-66.322,-29.598
AR,CA,0.017752233541191802,-82.375,46.296,-66.322,-29.598
AR,CL,0.007752886132189548,-70.155,-26.329,-66.322,-29.598
AR,ES,0.03288705157578397,-3.72,40.031,-66.322,-29.598
AR,MX,0.02549541136174034,-100.773,21.559,-66.322,-29.598
AR,NZ,0.04168966293871844,175.062,-40.949,-66.322,-29.598
AR,US,0.018679729962279876,-99.818,37.615,-66.322,-29.598
AR,ZA,0.01898514606362754,23.274,-30.622,-66.322,-29.598
AT,AE,0.011998696623574228,55.368,24.754,16.843,48.085
AT,BE,0.003919948081674212,3.208,51.542,16.843,48.085
AT,BH,0.010250593300276082,50.58,26.1,16.843,48.085
AT,BR,0.02166479580383875,-41.076,-10.964,16.843,48.085
AT,CA,0.014882213274449264,-82.375,46.296,16.843,48.085
AT,CH,0.016483300408215315,7.299,47.384,16.843,48.085
AT,CN,0.003336653489276114,108.792,38.61,16.843,48.085
AT,DE,0.003075641621040716,10.674,52.577,16.843,48.085
AT,DK,0.005064433871504165,10.241,55.6,16.843,48.085
AT,EG,0.005975546064671268,32.667,26.551,16.843,48.085
AT,ES,0.009590520043099893,-3.72,40.031,16.843,48.085
AT,FI,0.009779187600614567,24.52,65.563,16.843,48.085
AT,FR,0.005211557562709383,2.152,46.853,16.843,48.085
AT,GB,0.006303007180904882,-2.227,53.821,16.843,48.085
AT,GR,0.00940777775932704,22.79,37.756,16.843,48.085
AT,IE,0.003922746993003596,-8.248,52.679,16.843,48.085
AT,IL,0.01018014428998479,34.764,31.223,16.843,48.085
AT,IN,0.006785629095118949,76.129,19.557,16.843,48.085
AT,IT,0.010251733807557811,14.277,41.189,16.843,48.085
AT,JP,0.004339742040394823,136.251,35.764,16.843,48.085
AT,KR,0.0045423414220818045,127.036,34.738,16.843,48.085
AT,KW,0.010305340133211147,47.71,28.89,16.843,48.085
AT,MX,0.03541614016271942,-100.773,21.559,16.843,48.085
AT,MY,0.0056830527885915645,101.67,2.751,16.843,48.085
AT,NL,0.00426855194925814,4.945,52.875,16.843,48.085
AT,NO,0.015753974366973438,8.132,63.44,16.843,48.085
AT,PL,0.0059087051058646515,17.38,53.213,16.843,48.085
AT,SA,0.014350398819314492,38.795,31.62,16.843,48.085
AT,SE,0.012495120386906278,16.282,63.654,16.843,48.085
AT,TH,0.00650560914573714,101.055,15.311,16.843,48.085
AT,TR,0.006999732567427968,31.238,39.049,16.843,48.085
AT,TW,0.005084662938178081,120.945,23.682,16.843,48.085
AT,US,0.014083731534176443,-99.818,37.615,16.843,48.085
AT,ZA,0.013222547876611243,23.274,-30.622,16.843,48.085
AU,CN,0.010163655322064312,108.792,38.61,144.154,-31.773
AU,ID,0.008500532255206729,118.0,-2.0,144.154,-31.773
AU,IN,0.03666721660209141,76.129,19.557,144.154,-31.773
AU,JP,0.00999133492190055,136.251,35.764,144.154,-31.773
AU,KR,0.008189990762492019,127.036,34.738,144.154,-31.773
AU,MY,0.013054634815574222,101.67,2.751,144.154,-31.773
AU,NZ,0.041581273484881213,175.062,-40.949,144.154,-31.773
AU,TH,0.015022401956442152,101.055,15.311,144.154,-31.773
AU,TW,0.007231926094139524,120.945,23.682,144.154,-31.773
BD,AE,0.00322638281573199,55.368,24.754,92.256,20.982
BD,AT,0.011325340282245,16.843,48.085,92.256,20.982
BD,AU,0.017298543817705576,144.154,-31.773,92.256,20.982
BD,BE,0.006631476677348605,3.208,51.542,92.256,20.982
BD,BH,0.003516974386818765,50.58,26.1,92.256,20.982
BD,CH,0.02623913215676022,7.299,47.384,92.256,20.982
BD,CN,0.0018835766222284462,108.792,38.61,92.256,20.982
BD,DE,0.004851191288613472,10.674,52.577,92.256,20.982
BD,DK,0.011385430582293382,10.241,55.6,92.256,20.982
BD,EG,0.005384782573345407,32.667,26.551,92.256,20.982
BD,ES,0.020000616318355702,-3.72,40.031,92.256,20.982
BD,FI,0.02214298969551213,24.52,65.563,92.256,20.982
BD,FR,0.009609178446680708,2.152,46.853,92.256,20.982
BD,GB,0.012842212645156748,-2.227,53.821,92.256,20.982
BD,GR,0.012490203501614772,22.79,37.756,92.256,20.982
BD,IE,0.008636686631830131,-8.248,52.679,92.256,20.982
BD,IL,0.006972806107218273,34.764,31.223,92.256,20.982
BD,IN,0.005211088384487643,76.129,19.557,92.256,20.982
BD,IT,0.012699937391082395,14.277,41.189,92.256,20.982
BD,JP,0.004558850588658426,136.251,35.764,92.256,20.982
BD,KR,0.0029074255365684615,127.036,34.738,92.256,20.982
BD,KW,0.003828659689726277,47.71,28.89,92.256,20.982
BD,NL,0.00867450556564189,4.945,52.875,92.256,20.982
BD,NO,0.033849912180751264,8.132,63.44,92.256,20.982
BD,PL,0.007097611727333047,17.38,53.213,92.256,20.982
BD,SA,0.00810040962783939,38.795,31.62,92.256,20.982
BD,SE,0.025037271098425982,16.282,63.654,92.256,20.982
BD,TH,0.002296814133908468,101.055,15.311,92.256,20.982
BD,TR,0.007238403988668284,31.238,39.049,92.256,20.982
BD,TW,0.002161959857936358,120.945,23.682,92.256,20.982
BD,ZA,0.017733366490852175,23.274,-30.622,92.256,20.982
BE,AE,0.00560760517414788,55.368,24.754,3.208,51.542
BE,AT,0.0032485083314237806,16.843,48.085,3.208,51.542
BE,BH,0.004858271258954647,50.58,26.1,3.208,51.542
BE,BR,0.0169987292012242,-41.076,-10.964,3.208,51.542
BE,CA,0.011397921160064379,-82.375,46.296,3.208,51.542
BE,CH,0.005095092779950188,7.299,47.384,3.208,51.542
BE,CN,0.0022380331561476846,108.792,38.61,3.208,51.542
BE,DK,0.0031691999696915156,10.241,55.6,3.208,51.542
BE,EG,0.002715925932438176,32.667,26.551,3.208,51.542
BE,ES,0.005381582832104319,-3.72,40.031,3.208,51.542
BE,FI,0.00844560634354638,24.52,65.563,3.208,51.542
BE,GB,0.002307878462968539,-2.227,53.821,3.208,51.542
BE,GR,0.004121112294876326,22.79,37.756,3.208,51.542
BE,IE,0.002540606528639369,-8.248,52.679,3.208,51.542
BE,IL,0.0036641836413649604,34.764,31.223,3.208,51.542
BE,IN,0.005282475190493442,76.129,19.557,3.208,51.542
BE,IT,0.0030419895913725544,14.277,41.189,3.208,51.542
