phi,50,100,150,200,300,500
0.0,41.8,41.8,41.8,41.8,41.8,41.8
0.2,41.8,37.3,36.7,35.3,34.6,34.6
0.4,41.8,32.2,31.3,29.5,27.8,27.8
0.6,41.8,28.8,26.8,24.8,22.4,22.4
0.8,41.8,25.7,23.4,21.0,16.7,16.7
1.0,41.8,22.9,20.9,17.6,12.9,12.7
