country,region,continent,dist_ring,dist_km,grace_h,phi,uncovered_share,uncovered_share_baseline,uncovered_share_temporal_only,migrated_share,deferred_share
LK,Asia-Pacific,Asia,D1,500.0,0,0.2,0.2813254557897936,0.2813254557897936,0.2813254557897936,0.0,0.0
LK,Asia-Pacific,Asia,D2,3000.0,0,0.2,0.26201800264441927,0.2813254557897936,0.2813254557897936,0.04137537594877141,0.0
LK,Asia-Pacific,Asia,D3,,0,0.2,0.17340361712767047,0.2813254557897936,0.2813254557897936,0.23272501577695442,0.0
LK,Asia-Pacific,Asia,D0,0.0,1,0.2,0.27214282391297784,0.2813254557897936,0.27214282391297784,0.0,0.015575284199432523
LK,Asia-Pacific,Asia,D1,500.0,1,0.2,0.27214282391297784,0.2813254557897936,0.27214282391297784,0.0,0.015575284199432523
LK,Asia-Pacific,Asia,D2,3000.0,1,0.2,0.2575021316904175,0.2813254557897936,0.27214282391297784,0.03525272565163877,0.015575284199432523
LK,Asia-Pacific,Asia,D3,,1,0.2,0.17575917171142252,0.2813254557897936,0.27214282391297784,0.223107161681131,0.015575284199432523
LK,Asia-Pacific,Asia,D0,0.0,3,0.2,0.26081521183050627,0.2813254557897936,0.26081521183050627,0.0,0.036523509433606424
LK,Asia-Pacific,Asia,D1,500.0,3,0.2,0.26081521183050627,0.2813254557897936,0.26081521183050627,0.0,0.036523509433606424
LK,Asia-Pacific,Asia,D2,3000.0,3,0.2,0.24857300335432425,0.2813254557897936,0.26081521183050627,0.029522301146954935,0.036523509433606424
LK,Asia-Pacific,Asia,D3,,3,0.2,0.17193229932620485,0.2813254557897936,0.26081521183050627,0.21177676978155405,0.036523509433606424
LK,Asia-Pacific,Asia,D0,0.0,6,0.2,0.2534085125661953,0.2813254557897936,0.2534085125661953,0.0,0.054150137180180184
LK,Asia-Pacific,Asia,D1,500.0,6,0.2,0.2534085125661953,0.2813254557897936,0.2534085125661953,0.0,0.054150137180180184
LK,Asia-Pacific,Asia,D2,3000.0,6,0.2,0.24025881453493012,0.2813254557897936,0.2534085125661953,0.028239617818191756,0.054150137180180184
LK,Asia-Pacific,Asia,D3,,6,0.2,0.1681020663102682,0.2813254557897936,0.2534085125661953,0.20519507141934976,0.054150137180180184
LK,Asia-Pacific,Asia,D0,0.0,12,0.2,0.24821596874607096,0.2813254557897936,0.24821596874607096,0.0,0.06353968340753013
LK,Asia-Pacific,Asia,D1,500.0,12,0.2,0.24821596874607096,0.2813254557897936,0.24821596874607096,0.0,0.06353968340753013
LK,Asia-Pacific,Asia,D2,3000.0,12,0.2,0.22925476945797338,0.2813254557897936,0.24821596874607096,0.03549698301387083,0.06353968340753013
LK,Asia-Pacific,Asia,D3,,12,0.2,0.160024172225725,0.2813254557897936,0.24821596874607096,0.20269981221000066,0.06353968340753013
LK,Asia-Pacific,Asia,D0,0.0,24,0.2,0.24616378034127032,0.2813254557897936,0.24616378034127032,0.0,0.04364813232865126
LK,Asia-Pacific,Asia,D1,500.0,24,0.2,0.24616378034127032,0.2813254557897936,0.24616378034127032,0.0,0.04364813232865126
LK,Asia-Pacific,Asia,D2,3000.0,24,0.2,0.228761997442731,0.2813254557897936,0.24616378034127032,0.03217582305474294,0.04364813232865126
LK,Asia-Pacific,Asia,D3,,24,0.2,0.15905944066776864,0.2813254557897936,0.24616378034127032,0.20008632273887283,0.04364813232865126
LK,Asia-Pacific,Asia,D0,0.0,168,0.2,0.24362166446180902,0.2813254557897936,0.24362166446180902,0.0,0.04925610941219185
LK,Asia-Pacific,Asia,D1,500.0,168,0.2,0.24362166446180902,0.2813254557897936,0.24362166446180902,0.0,0.04925610941219185
LK,Asia-Pacific,Asia,D2,3000.0,168,0.2,0.2267131386675288,0.2813254557897936,0.24362166446180902,0.03105923971826242,0.04925610941219185
LK,Asia-Pacific,Asia,D3,,168,0.2,0.15841911303791226,0.2813254557897936,0.24362166446180902,0.19602418139404995,0.04925610941219185
LY,Africa/MENA,EurAfrMENA,D0,0.0,0,0.2,0.24003481807560745,0.24003481807560745,0.24003481807560745,0.0,0.0
LY,Africa/MENA,EurAfrMENA,D1,500.0,0,0.2,0.24003481807560745,0.24003481807560745,0.24003481807560745,0.0,0.0
LY,Africa/MENA,EurAfrMENA,D2,3000.0,0,0.2,0.18426980996136225,0.24003481807560745,0.24003481807560745,0.13849648772385553,0.0
LY,Africa/MENA,EurAfrMENA,D3,,0,0.2,0.15338005152419193,0.24003481807560745,0.24003481807560745,0.21302826189627197,0.0
LY,Africa/MENA,EurAfrMENA,D0,0.0,1,0.2,0.23144015606449775,0.24003481807560745,0.23144015606449775,0.0,0.01401669965145771
LY,Africa/MENA,EurAfrMENA,D1,500.0,1,0.2,0.23144015606449775,0.24003481807560745,0.23144015606449775,0.0,0.01401669965145771
LY,Africa/MENA,EurAfrMENA,D2,3000.0,1,0.2,0.18139222711041883,0.24003481807560745,0.23144015606449775,0.13391797346888187,0.01401669965145771
LY,Africa/MENA,EurAfrMENA,D3,,1,0.2,0.15366711283883863,0.24003481807560745,0.23144015606449775,0.20451018288370526,0.01401669965145771
LY,Africa/MENA,EurAfrMENA,D0,0.0,3,0.2,0.2188093805782269,0.24003481807560745,0.2188093805782269,0.0,0.0327627366019676
LY,Africa/MENA,EurAfrMENA,D1,500.0,3,0.2,0.2188093805782269,0.24003481807560745,0.2188093805782269,0.0,0.0327627366019676
LY,Africa/MENA,EurAfrMENA,D2,3000.0,3,0.2,0.17082079297944708,0.24003481807560745,0.2188093805782269,0.1290066497995328,0.0327627366019676
LY,Africa/MENA,EurAfrMENA,D3,,3,0.2,0.14642223127934795,0.24003481807560745,0.2188093805782269,0.1926851092938197,0.0327627366019676
LY,Africa/MENA,EurAfrMENA,D0,0.0,6,0.2,0.2035694955681932,0.24003481807560745,0.2035694955681932,0.0,0.05035707716081576
LY,Africa/MENA,EurAfrMENA,D1,500.0,6,0.2,0.2035694955681932,0.24003481807560745,0.2035694955681932,0.0,0.05035707716081576
LY,Africa/MENA,EurAfrMENA,D2,3000.0,6,0.2,0.1593817022365797,0.24003481807560745,0.2035694955681932,0.12287980403331364,0.05035707716081576
LY,Africa/MENA,EurAfrMENA,D3,,6,0.2,0.1381571279807664,0.24003481807560745,0.2035694955681932,0.17964893538304713,0.05035707716081576
LY,Africa/MENA,EurAfrMENA,D0,0.0,12,0.2,0.1950795406853115,0.24003481807560745,0.1950795406853115,0.0,0.058733552670483774
LY,Africa/MENA,EurAfrMENA,D1,500.0,12,0.2,0.1950795406853115,0.24003481807560745,0.1950795406853115,0.0,0.058733552670483774
LY,Africa/MENA,EurAfrMENA,D2,3000.0,12,0.2,0.15246731969837926,0.24003481807560745,0.1950795406853115,0.11921627733269277,0.058733552670483774
LY,Africa/MENA,EurAfrMENA,D3,,12,0.2,0.13313559943786632,0.24003481807560745,0.1950795406853115,0.1730590958348706,0.058733552670483774
LY,Africa/MENA,EurAfrMENA,D0,0.0,24,0.2,0.18834967883651746,0.24003481807560745,0.18834967883651746,0.0,0.05410542457341088
LY,Africa/MENA,EurAfrMENA,D1,500.0,24,0.2,0.18834967883651746,0.24003481807560745,0.18834967883651746,0.0,0.05410542457341088
LY,Africa/MENA,EurAfrMENA,D2,3000.0,24,0.2,0.15195755911960546,0.24003481807560745,0.18834967883651746,0.10823466573240703,0.05410542457341088
LY,Africa/MENA,EurAfrMENA,D3,,24,0.2,0.13122054698714397,0.24003481807560745,0.18834967883651746,0.16610700954255175,0.05410542457341088
LY,Africa/MENA,EurAfrMENA,D0,0.0,168,0.2,0.17550684793375912,0.24003481807560745,0.17550684793375912,0.0,0.07003356635284429
LY,Africa/MENA,EurAfrMENA,D1,500.0,168,0.2,0.17550684793375912,0.24003481807560745,0.17550684793375912,0.0,0.07003356635284429
LY,Africa/MENA,EurAfrMENA,D2,3000.0,168,0.2,0.14246102213641235,0.24003481807560745,0.17550684793375912,0.09793939016764948,0.07003356635284429
LY,Africa/MENA,EurAfrMENA,D3,,168,0.2,0.12340086255356154,0.24003481807560745,0.17550684793375912,0.15273484736807647,0.07003356635284429
MA,Africa/MENA,EurAfrMENA,D0,0.0,0,0.2,0.35031987228766476,0.35031987228766476,0.35031987228766476,0.0,0.0
MA,Africa/MENA,EurAfrMENA,D1,500.0,0,0.2,0.35031987228766476,0.35031987228766476,0.35031987228766476,0.0,0.0
MA,Africa/MENA,EurAfrMENA,D2,3000.0,0,0.2,0.2606560099025623,0.35031987228766476,0.35031987228766476,0.18311488146973057,0.0
MA,Africa/MENA,EurAfrMENA,D3,,0,0.2,0.21795656771428035,0.35031987228766476,0.35031987228766476,0.2604017500770215,0.0
MA,Africa/MENA,EurAfrMENA,D0,0.0,1,0.2,0.3436436563202311,0.35031987228766476,0.3436436563202311,0.0,0.014972952619694028
MA,Africa/MENA,EurAfrMENA,D1,500.0,1,0.2,0.3436436563202311,0.35031987228766476,0.3436436563202311,0.0,0.014972952619694028
MA,Africa/MENA,EurAfrMENA,D2,3000.0,1,0.2,0.25950372194935856,0.35031987228766476,0.3436436563202311,0.17914748786465934,0.014972952619694028
MA,Africa/MENA,EurAfrMENA,D3,,1,0.2,0.22028363070800436,0.35031987228766476,0.3436436563202311,0.2523895877610289,0.014972952619694028
MA,Africa/MENA,EurAfrMENA,D0,0.0,3,0.2,0.3338736791834897,0.35031987228766476,0.3338736791834897,0.0,0.03762518973267679
MA,Africa/MENA,EurAfrMENA,D1,500.0,3,0.2,0.3338736791834897,0.35031987228766476,0.3338736791834897,0.0,0.03762518973267679
MA,Africa/MENA,EurAfrMENA,D2,3000.0,3,0.2,0.24970911619351968,0.35031987228766476,0.3338736791834897,0.17957877326452887,0.03762518973267679
MA,Africa/MENA,EurAfrMENA,D3,,3,0.2,0.21639368033511233,0.35031987228766476,0.3338736791834897,0.24292771902686955,0.03762518973267679
MA,Africa/MENA,EurAfrMENA,D0,0.0,6,0.2,0.32128372027461893,0.35031987228766476,0.32128372027461893,0.0,0.06352163156420505
MA,Africa/MENA,EurAfrMENA,D1,500.0,6,0.2,0.32128372027461893,0.35031987228766476,0.32128372027461893,0.0,0.06352163156420505
MA,Africa/MENA,EurAfrMENA,D2,3000.0,6,0.2,0.2361868194447013,0.35031987228766476,0.32128372027461893,0.17932950349707263,0.06352163156420505
MA,Africa/MENA,EurAfrMENA,D3,,6,0.2,0.2076234964935468,0.35031987228766476,0.32128372027461893,0.23430097795521249,0.06352163156420505
MA,Africa/MENA,EurAfrMENA,D0,0.0,12,0.2,0.29940902087513743,0.35031987228766476,0.29940902087513743,0.0,0.08430790955357431
MA,Africa/MENA,EurAfrMENA,D1,500.0,12,0.2,0.29940902087513743,0.35031987228766476,0.29940902087513743,0.0,0.08430790955357431
MA,Africa/MENA,EurAfrMENA,D2,3000.0,12,0.2,0.21583296634295615,0.35031987228766476,0.29940902087513743,0.16681258038075808,0.08430790955357431
MA,Africa/MENA,EurAfrMENA,D3,,12,0.2,0.18789555795461435,0.35031987228766476,0.29940902087513743,0.22148196877003257,0.08430790955357431
MA,Africa/MENA,EurAfrMENA,D0,0.0,24,0.2,0.29045193388779605,0.35031987228766476,0.29045193388779605,0.0,0.06909791619012842
MA,Africa/MENA,EurAfrMENA,D1,500.0,24,0.2,0.29045193388779605,0.35031987228766476,0.29045193388779605,0.0,0.06909791619012842
MA,Africa/MENA,EurAfrMENA,D2,3000.0,24,0.2,0.2129756322368176,0.35031987228766476,0.29045193388779605,0.1555718306025756,0.06909791619012842
MA,Africa/MENA,EurAfrMENA,D3,,24,0.2,0.1836990202616882,0.35031987228766476,0.29045193388779605,0.2137511940500142,0.06909791619012842
MA,Africa/MENA,EurAfrMENA,D0,0.0,168,0.2,0.27949601741780616,0.35031987228766476,0.27949601741780616,0.0,0.08299224466956137
MA,Africa/MENA,EurAfrMENA,D1,500.0,168,0.2,0.27949601741780616,0.35031987228766476,0.27949601741780616,0.0,0.08299224466956137
MA,Africa/MENA,EurAfrMENA,D2,3000.0,168,0.2,0.20717071091051598,0.35031987228766476,0.27949601741780616,0.14680020012218384,0.08299224466956137
MA,Africa/MENA,EurAfrMENA,D3,,168,0.2,0.17850425333419528,0.35031987228766476,0.27949601741780616,0.20422506420976408,0.08299224466956137
MG,Africa/MENA,EurAfrMENA,D0,0.0,0,0.2,0.43429897873290185,0.43429897873290185,0.43429897873290185,0.0,0.0
MG,Africa/MENA,EurAfrMENA,D1,500.0,0,0.2,0.43429897873290185,0.43429897873290185,0.43429897873290185,0.0,0.0
MG,Africa/MENA,EurAfrMENA,D2,3000.0,0,0.2,0.4146959246770402,0.43429897873290185,0.43429897873290185,0.04221756222685907,0.0
MG,Africa/MENA,EurAfrMENA,D3,,0,0.2,0.27415831540700486,0.43429897873290185,0.43429897873290185,0.28686793562663715,0.0
MG,Africa/MENA,EurAfrMENA,D0,0.0,1,0.2,0.425468848527671,0.43429897873290185,0.425468848527671,0.0,0.019219076282156196
MG,Africa/MENA,EurAfrMENA,D1,500.0,1,0.2,0.425468848527671,0.43429897873290185,0.425468848527671,0.0,0.019219076282156196
MG,Africa/MENA,EurAfrMENA,D2,3000.0,1,0.2,0.41002509823540156,0.43429897873290185,0.425468848527671,0.034359564810496825,0.019219076282156196
MG,Africa/MENA,EurAfrMENA,D3,,1,0.2,0.2776510367467,0.43429897873290185,0.425468848527671,0.27647885349737994,0.019219076282156196
MG,Africa/MENA,EurAfrMENA,D0,0.0,3,0.2,0.41607562812534676,0.43429897873290185,0.41607562812534676,0.0,0.04581170114150554
MG,Africa/MENA,EurAfrMENA,D1,500.0,3,0.2,0.41607562812534676,0.43429897873290185,0.41607562812534676,0.0,0.04581170114150554
MG,Africa/MENA,EurAfrMENA,D2,3000.0,3,0.2,0.40195201004553327,0.43429897873290185,0.41607562812534676,0.03138041025855683,0.04581170114150554
MG,Africa/MENA,EurAfrMENA,D3,,3,0.2,0.2748191022354486,0.43429897873290185,0.41607562812534676,0.2679008336611826,0.04581170114150554
MG,Africa/MENA,EurAfrMENA,D0,0.0,6,0.2,0.4095902908785349,0.43429897873290185,0.4095902908785349,0.0,0.07098910939288676
MG,Africa/MENA,EurAfrMENA,D1,500.0,6,0.2,0.4095902908785349,0.43429897873290185,0.4095902908785349,0.0,0.07098910939288676
MG,Africa/MENA,EurAfrMENA,D2,3000.0,6,0.2,0.39510630000029645,0.43429897873290185,0.4095902908785349,0.03181285639786728,0.07098910939288676
MG,Africa/MENA,EurAfrMENA,D3,,6,0.2,0.27011220322434165,0.43429897873290185,0.4095902908785349,0.2634944525154338,0.07098910939288676
MG,Africa/MENA,EurAfrMENA,D0,0.0,12,0.2,0.3746562726754633,0.43429897873290185,0.3746562726754633,0.0,0.08369895984819618
MG,Africa/MENA,EurAfrMENA,D1,500.0,12,0.2,0.3746562726754633,0.43429897873290185,0.3746562726754633,0.0,0.08369895984819618
MG,Africa/MENA,EurAfrMENA,D2,3000.0,12,0.2,0.35968989687294134,0.43429897873290185,0.3746562726754633,0.030776220898430292,0.08369895984819618
MG,Africa/MENA,EurAfrMENA,D3,,12,0.2,0.23758870390406275,0.43429897873290185,0.3746562726754633,0.2453477826307847,0.08369895984819618
MG,Africa/MENA,EurAfrMENA,D0,0.0,24,0.2,0.3518050155842752,0.43429897873290185,0.3518050155842752,0.0,0.08442988527044534
MG,Africa/MENA,EurAfrMENA,D1,500.0,24,0.2,0.3518050155842752,0.43429897873290185,0.3518050155842752,0.0,0.08442988527044534
MG,Africa/MENA,EurAfrMENA,D2,3000.0,24,0.2,0.33695060875671934,0.43429897873290185,0.3518050155842752,0.03051730042817312,0.08442988527044534
MG,Africa/MENA,EurAfrMENA,D3,,24,0.2,0.2260145273251664,0.43429897873290185,0.3518050155842752,0.22990885300400093,0.08442988527044534
MG,Africa/MENA,EurAfrMENA,D0,0.0,168,0.2,0.34953061635467864,0.43429897873290185,0.34953061635467864,0.0,0.08971240651796954
MG,Africa/MENA,EurAfrMENA,D1,500.0,168,0.2,0.34953061635467864,0.43429897873290185,0.34953061635467864,0.0,0.08971240651796954
MG,Africa/MENA,EurAfrMENA,D2,3000.0,168,0.2,0.3349570106865035,0.43429897873290185,0.34953061635467864,0.029944219524498203,0.08971240651796954
MG,Africa/MENA,EurAfrMENA,D3,,168,0.2,0.2260938367669112,0.43429897873290185,0.34953061635467864,0.22693611649488202,0.08971240651796954
MM,Asia-Pacific,Asia,D0,0.0,0,0.2,0.5325311739342563,0.5325311739342563,0.5325311739342563,0.0,0.0
MM,Asia-Pacific,Asia,D1,500.0,0,0.2,0.5325311739342563,0.5325311739342563,0.5325311739342563,0.0,0.0
MM,Asia-Pacific,Asia,D2,3000.0,0,0.2,0.504273440918808,0.5325311739342563,0.5325311739342563,0.06703536818442926,0.0
MM,Asia-Pacific,Asia,D3,,0,0.2,0.3468318023474577,0.5325311739342563,0.5325311739342563,0.33714215139749176,0.0
MM,Asia-Pacific,Asia,D0,0.0,1,0.2,0.526009509804756,0.5325311739342563,0.526009509804756,0.0,0.01659937666324033
MM,Asia-Pacific,Asia,D1,500.0,1,0.2,0.526009509804756,0.5325311739342563,0.526009509804756,0.0,0.01659937666324033
MM,Asia-Pacific,Asia,D2,3000.0,1,0.2,0.5007813239319171,0.5325311739342563,0.526009509804756,0.06057372921415429,0.01659937666324033
MM,Asia-Pacific,Asia,D3,,1,0.2,0.34909197608051695,0.5325311739342563,0.526009509804756,0.32976021588245574,0.01659937666324033
MM,Asia-Pacific,Asia,D0,0.0,3,0.2,0.5170831704152995,0.5325311739342563,0.5170831704152995,0.0,0.04325173417888263
