year,lambda,lambda_inf,lambda_train,country,region,continent,perturbation,scenario,uncovered_share,annual_unmet_mwh_per_100mw,storage_cost_usd_yr_per_100mw_mid,storage_cost_usd_yr_per_100mw_low
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L2_W0,0.1710975048430653,149881.4142425252,21619549.982860453,15368113.843238154
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L2_W1,0.1496390170901122,131083.7789709383,18908096.949357193,13440695.421832222
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L2_W2,0.12090979956202884,105916.98441633725,15277928.555688512,10860214.27452557
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L2_W3,0.10622955387202844,93057.08919189691,13422961.087011844,9541622.941369865
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L3_W0,0.05297365315510204,46404.920163869385,6693648.415340174,4758135.620543016
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L3_W1,0.0397942865062291,34859.79497945669,5028329.12112195,3574354.4354963265
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L3_W2,0.03625093398300609,31755.818169113336,4580597.945538888,3256087.696226438
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L3_W3,0.036184952478667855,31698.018371313043,4572260.650192043,3250161.1850762716
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L0_W0,0.513141944137587,449512.34306452615,64839624.164948136,46090817.17749326
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L0_W1,0.48794505508515906,427439.86825459934,61655793.96952122,43827612.580744006
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L0_W2,0.4311138771658953,377655.75639732426,54474716.181523554,38722991.02060109
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L0_W3,0.3288254838006295,288051.1238093514,41549752.51793752,29535366.24769053
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L1_W0,0.23468061509295382,205580.21882142752,29653788.888764087,21079199.330567244
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L1_W1,0.21156301820302095,185329.20394584636,26732694.031747073,19002758.408109363
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L1_W2,0.17500682597041442,153305.97955008305,22113524.243848644,15719252.173338195
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L1_W3,0.14272083896545473,125023.45493373835,18033929.334268056,12819299.165323079
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L2_W0,0.1593746821487956,139612.22156234493,20138276.767266583,14315160.593599139
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L2_W1,0.1381435952422788,121013.78943223621,17455557.66515632,12408167.49691835
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L2_W2,0.11121112651305944,97420.94682544007,14052422.976621538,9989071.754465913
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L2_W3,0.09872810063739194,86485.81615835534,12475091.956488477,8867836.450997833
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L3_W0,0.05197222305259623,45527.6673940743,6567109.643338071,4668186.372975255
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L3_W1,0.0388227042349824,34008.68890984458,4905561.863382304,3487086.143850072
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L3_W2,0.03549143871198645,31090.50031170013,4484629.591186694,3187869.2274700603
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L3_W3,0.03545646270934827,31059.861333389086,4480210.091101464,3184727.655120318
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L0_W0,0.5050318644806068,442407.91328501154,63814850.17616387,45362363.37823697
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L0_W1,0.47969793931959875,420215.39484396856,60613704.36294568,43086850.089322835
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L0_W2,0.42297943229467855,370529.9826901384,53446863.45136598,37992348.71844088
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L0_W3,0.3226951274333782,282680.9316316393,40775132.53726567,28984732.767453916
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L1_W0,0.2408524816873532,210986.77395812143,30433654.02149968,21633561.29239134
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L1_W1,0.21791723391134227,190895.49690633581,27535600.446039513,19573499.112244956
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L1_W2,0.1811462039754843,158684.07468252425,22889284.181236546,16270695.984252486
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L1_W3,0.14840052798896353,129998.86251833204,18751603.860518336,13329453.34663352
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L2_W0,0.16840446742154594,147522.31346127423,21279262.979881335,15126223.082084322
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L2_W1,0.1472009290105443,128948.0138132368,18600024.852413513,13221704.413161412
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L2_W2,0.1197948382471179,104940.27830447529,15137044.199141163,10760067.563244924
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L2_W3,0.10608877347901223,92933.76556761471,13405172.348676866,9528977.93460163
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L3_W0,0.06459787346398231,56587.73715444851,8162462.424113281,5802232.3255745005
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L3_W1,0.05066572211287295,44383.172570876704,6402022.710042875,4550835.420391924
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L3_W2,0.044917692175462334,39347.898345705005,5675712.758014,4034542.8038894697
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L3_W3,0.04368656649885656,38269.43225299835,5520150.097266992,3923962.1173343677
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L0_W0,0.5096744818865757,446474.8461326403,64401482.3374669,45779366.96277768
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L0_W1,0.48451191590075887,424432.43832906475,61221989.13839095,43519245.29114538
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L0_W2,0.4283243280265143,375212.1113512265,54122234.144431256,38472431.50025837
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L0_W3,0.3274325287680876,286830.89520084474,41373741.41258832,29410249.919791706
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L1_W0,0.24008133946930485,210311.25337511103,30336213.98143432,21564296.685597893
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L1_W1,0.21696492476729484,190061.27409615027,27415268.503398076,19487961.948198635
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L1_W2,0.17990854392844313,157599.8844813162,22732895.85007217,16159528.375352507
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L1_W3,0.14656788575069477,128393.4679176086,18520034.729762785,13164843.964530174
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L2_W0,0.1664850632572015,145840.9154133085,21036730.779856462,14953820.674837727
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L2_W1,0.14508513875949786,127094.58155332014,18332677.68608456,13031662.451554088
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L2_W2,0.11705834648222747,102543.11151843127,14791266.389330324,10514273.698439626
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L2_W3,0.10325927491158275,90455.12482254648,13047642.379078055,9274830.12488681
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L3_W0,0.05253323207992724,46019.11130201626,6637997.65960893,4718576.649601529
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L3_W1,0.03936656499824506,34485.110938462676,4974283.058152844,3535936.149771299
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L3_W2,0.03593396760800916,31478.15562461603,4540546.687085893,3227617.5245550326
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L3_W3,0.035880848170505096,31431.62299736246,4533834.617642015,3222846.294468421
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L0_W0,0.49749529089856886,435805.87482714636,62862543.30643001,44685422.350353874
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L0_W1,0.4721435205244601,413597.7239794271,59659142.60657895,42408306.19021878
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L0_W2,0.41597590994161204,364394.89710885216,52561911.904544294,37363286.775519446
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L0_W3,0.31520990091766865,276123.87320387777,39829313.7835799,28312403.773870047
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L1_W0,0.23648265430691734,207158.8051728596,29881491.08052366,21241059.924709592
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L1_W1,0.214038696259908,187497.8979236794,27045515.92556389,19225125.77841289
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L1_W2,0.17870697406047178,156547.30927697328,22581067.804173235,16051602.41501471
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L1_W3,0.1501633313286298,131543.0782438797,18974348.283044104,13487789.743368702
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L2_W0,0.1891028897243162,165654.131398501,23894675.612295493,16985371.820788365
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L2_W1,0.16744765095014516,146684.14223232717,21158361.500068136,15040281.066313494
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L2_W2,0.13723547817860315,120218.27888445636,17340809.748367988,12326599.700647127
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L2_W3,0.12014068792253867,105243.24262014388,15180745.095604694,10791132.055911772
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L3_W0,0.10723982310256877,93942.08503785025,13550616.754146477,9632366.126441473
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L3_W1,0.08970019668594137,78577.37229688464,11334343.463996595,8056942.944286738
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L3_W2,0.07621406090674117,66763.51735430525,9630261.415450701,6845607.512187849
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L3_W3,0.0749672628560065,65671.32226186169,9472718.423803248,6733619.120534839
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L0_W0,0.5108385324301589,447494.5544088192,64548569.514060475,45883922.90758516
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L0_W1,0.4855837651327652,425371.3782563023,61357425.93547754,43615519.64088162
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L0_W2,0.42908583294025127,375879.18965566007,54218456.433352605,38540830.47672053
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L0_W3,0.3247074086428608,284443.68997114606,41029400.50118416,29165477.46469718
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L1_W0,0.22371841094396422,195977.32798691266,28268625.962286692,20094565.44307127
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L1_W1,0.2007228636196471,175833.22853081088,25362953.052460764,18029087.109580543
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L1_W2,0.16518625180615795,144703.15658219435,20872615.47548716,14837160.398237864
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L1_W3,0.1361377405796603,119256.66074778241,17202101.747277156,12228000.037221113
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L2_W0,0.17037163610250958,149245.5532257984,21527830.61189806,15302915.736168504
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L2_W1,0.1484393368904688,130032.85911605066,18756507.678295474,13332939.193005217
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L2_W2,0.11907819821567374,104312.50163693019,15046490.95002314,10695698.38616103
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L2_W3,0.10354234304222827,90703.09250499198,13083410.320899645,9300255.529314207
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L3_W0,0.08374013659115885,73356.35965385515,10581241.791133566,7521605.610564824
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L3_W1,0.06671546458332901,58442.74697499621,8430037.144679597,5992436.04260357
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L3_W2,0.05698009600224652,49914.56409796796,7199894.789106769,5117997.500690353
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L3_W3,0.05647402710707931,49471.24774580148,7135948.90173761,5072541.9903917955
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L0_W0,0.5135726604330612,449889.6505393615,64894048.64347561,46129504.45741037
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L0_W1,0.48821066966414245,427672.5466257888,61689356.514292255,43851470.29329209
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L0_W2,0.43118016358533157,377713.82330075046,54483092.0053528,38728944.91946765
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L0_W3,0.3282007466160853,287503.8540356907,41470811.93490685,29479251.857343428
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L1_W0,0.23896843227038184,209336.3466688545,30195589.179012626,21464334.47664753
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L1_W1,0.21590106166270848,189129.33001653262,27280840.817935206,19392404.91877322
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L1_W2,0.1788552998914083,156677.24270487367,22599809.969458595,16064925.159012737
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L1_W3,0.14708397614966368,128845.56310710538,18585246.914980896,13211199.61426353
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L2_W0,0.18686442140491338,163693.23315070412,23611827.082384042,16784310.817598294
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L2_W1,0.16466108729438064,144243.11246987747,20806256.702914722,14789989.704481548
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L2_W2,0.13271530473029386,116258.60694373741,16769649.368872352,11920594.129680347
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L2_W3,0.11370744420884459,99607.72112694786,14367852.855313389,10213292.993536022
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L3_W0,0.0854958545214318,74894.36856077425,10803090.91502439,7679305.590198062
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L3_W1,0.06864789045151018,60135.55203552292,8674214.742030507,6166008.069636144
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L3_W2,0.05857197008983662,51309.045798696876,7401040.921744068,5260980.896179519
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L3_W3,0.05789438584051697,50715.48199629286,7315422.685761015,5200119.740480722
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L0_W0,0.5130361234424092,449419.64413555054,64826252.86645542,46081312.27856471
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L0_W1,0.4878070674300157,427318.9910686937,61638358.11614552,43815218.41991068
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L0_W2,0.4311122290828458,377654.3126765729,54474507.93293514,38722842.98847197
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L0_W3,0.3264528232607998,285972.6731764606,41249947.71844462,29322251.992629316
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L1_W0,0.22725342291495623,199073.99847350165,28715303.24181202,20412083.02731216
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L1_W1,0.2043734668960495,179031.15700093936,25824236.225901347,18356987.196725056
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L1_W2,0.16834407205396135,147469.40711927012,21271631.537976757,15120798.322176248
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L1_W3,0.1385632631089255,121381.41848341875,17508586.085573625,12445862.398178844
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L2_W0,0.17469121715428537,153029.506227154,22073644.523910053,15690903.93868305
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L2_W1,0.15263977173334958,133712.44003841424,19287266.505659465,13710225.588360343
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L2_W2,0.12249561487672066,107306.15863200731,15478309.113493916,11002653.466218568
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L2_W3,0.10608633309651345,92931.62779254578,13404863.986661546,9528758.737506403
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L3_W0,0.08383235191197443,73437.1402748896,10592893.940820886,7529888.463957015
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L3_W1,0.06683809251256037,58550.16904100288,8445532.172779182,6003450.580650263
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L3_W2,0.05709297731374125,50013.448126837335,7214158.2534292275,5128136.589787042
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L3_W3,0.0565284426889796,49518.915795546134,7142824.749481964,5077429.641198023
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L0_W0,0.5040457619092836,441544.08743253245,63690248.16137411,45273790.86169967
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L0_W1,0.47890570308396163,419521.39590155036,60513598.92359225,43015690.80110774
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L0_W2,0.4234683923276659,370958.31167903537,53508647.4959813,38036267.497143336
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L0_W3,0.32290691252533704,282866.4553721952,40801893.29210793,29003755.472703233
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L1_W0,0.23631127367252408,207008.67573713107,29859835.754838116,21225666.37994517
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L1_W1,0.21346305521082437,186993.63636468214,26972779.035307866,19173421.241965834
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L1_W2,0.17753087201523682,155517.04388534743,22432457.82312632,15945963.994752448
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L1_W3,0.1472088390270187,128954.94298766839,18601024.346805267,13222414.897126636
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L2_W0,0.1872127584284954,163998.376383362,23655842.27535322,16815598.725853495
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L2_W1,0.16533169487156224,144830.56470748852,20890993.380092215,14850224.209945071
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L2_W2,0.13454508917704774,117861.49811909384,17000857.39461616,12084946.822678957
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L2_W3,0.11615051399206662,101747.85025705036,14676554.430701239,10432731.462787628
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L3_W0,0.10388726278793074,91005.24220222732,13126993.713241512,9331236.49495481
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L3_W1,0.08631007657541374,75607.62708006243,10905974.439885587,7752439.6620873455
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L3_W2,0.07339723117897752,64295.97451278431,9274332.255943375,6592597.627718785
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L3_W3,0.07015999679259027,61460.15719030907,8865281.576408753,6301826.662748392
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P_mix,L0_W0,0.512658207215308,449088.5895206098,64778500.10250574,46047367.542745054
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P_mix,L0_W1,0.48732678860179646,426898.2668151737,61577671.01178407,43772079.393918805
