year,perturbation,scenario,mean_uncovered_share,global_annual_unmet_gwh,global_storage_cost_musd_yr_mid,global_storage_cost_usd_yr_low,global_fleet_gw,ai_share,capex_year_used
2025,P3_burst,L0_W3,0.2581935508029775,186144.12406430504,26850.241669805433,19086.316367693023,82.3,0.2,2025
2025,P3_burst,L1_W0,0.2676124547961697,192934.66406038895,27829.73882492566,19782.585429766434,82.3,0.2,2025
2025,P3_burst,L1_W1,0.24479051951436548,176481.23546284277,25456.424403309065,18095.53059994259,82.3,0.2,2025
2025,P3_burst,L1_W2,0.20669371884986745,149015.42321737428,21494.635654105423,15279.319320388195,82.3,0.2,2025
2025,P3_burst,L1_W3,0.1669336931529837,120350.51221125727,17359.883661118412,12340.158265132368,82.3,0.2,2025
2025,P3_burst,L2_W0,0.1828936179912262,131856.78810353854,19019.59916371725,13519.956032039972,82.3,0.2,2025
2025,P3_burst,L2_W1,0.16121315942496778,116226.30486111167,16764.989975355104,11917.28203067411,82.3,0.2,2025
2025,P3_burst,L2_W2,0.1311932294991926,94583.49642098391,13643.136734207483,9698.133341183633,82.3,0.2,2025
2025,P3_burst,L2_W3,0.11204875647702674,80781.32688459948,11652.251502227104,8282.925766643364,82.3,0.2,2025
2025,P3_burst,L3_W0,0.0795349741714355,57340.58055894809,8271.05584575333,5879.425239752368,82.3,0.2,2025
2025,P3_burst,L3_W1,0.06306255018475276,45464.81943059714,6558.044178519886,4661.742247381606,82.3,0.2,2025
2025,P3_burst,L3_W2,0.05320856380658735,38360.60765923154,5533.301636183461,3933.3108016243878,82.3,0.2,2025
2025,P3_burst,L3_W3,0.050346551228350286,36297.245414976685,5235.6732517846285,3721.7436368107606,82.3,0.2,2025
2025,P_mix,L0_W0,0.4021403134443732,289922.254697094,41819.65261166473,29727.222940821914,82.3,0.2,2025
2025,P_mix,L0_W1,0.37829949724337647,272734.2659386178,39340.38202333525,27964.8498720094,82.3,0.2,2025
2025,P_mix,L0_W2,0.3308810915304127,238548.06117666798,34409.21449792517,24459.562112982956,82.3,0.2,2025
2025,P_mix,L0_W3,0.25993046552868954,187396.34926197768,27030.86810296061,19214.713470779232,82.3,0.2,2025
2025,P_mix,L1_W0,0.26771662745737945,193009.76713214282,27840.572020101026,19790.28613477061,82.3,0.2,2025
2025,P_mix,L1_W1,0.24484737875965923,176522.22802201883,25462.337349130343,18099.733778297476,82.3,0.2,2025
2025,P_mix,L1_W2,0.2064850785110472,148865.00438238244,21472.938584205836,15263.89610202584,82.3,0.2,2025
2025,P_mix,L1_W3,0.1668033466894917,120256.53918909567,17346.32858185838,12330.522726863186,82.3,0.2,2025
2025,P_mix,L2_W0,0.17982717171107954,129646.03979075937,18700.71116890346,13293.27661403981,82.3,0.2,2025
2025,P_mix,L2_W1,0.15810182549416313,113983.19488636593,16441.43399303966,11687.284404690841,82.3,0.2,2025
2025,P_mix,L2_W2,0.12801325078745118,92290.89712871135,13312.442196526146,9463.0613204222,82.3,0.2,2025
2025,P_mix,L2_W3,0.10979266797094221,79154.80438831485,11417.634791513581,8116.150032521702,82.3,0.2,2025
2025,P_mix,L3_W0,0.06476015619725592,46688.70509009927,6734.582792881353,4787.2335515662635,82.3,0.2,2025
2025,P_mix,L3_W1,0.04895842542101181,35296.47889042762,5091.318316197669,3619.1298874176205,82.3,0.2,2025
2025,P_mix,L3_W2,0.04183762461938786,30162.751794098436,4350.807091918312,3092.742390640728,82.3,0.2,2025
2025,P_mix,L3_W3,0.04137218163840838,29827.191607847246,4302.404424679153,3058.335675374338,82.3,0.2,2025
2030,P0_baseline,L0_W0,0.39691898053187524,761465.2490115707,95776.6053284336,64181.90477967572,219.0,0.44,2030
2030,P0_baseline,L0_W1,0.3731154523634992,715799.6084322315,90032.81066345732,60332.86794027884,219.0,0.44,2030
2030,P0_baseline,L0_W2,0.3260837650370104,625572.1381976022,78684.05795588136,52727.831583561274,219.0,0.44,2030
2030,P0_baseline,L0_W3,0.25628077163110835,491659.28352798347,61840.58591727614,41440.66897392598,219.0,0.44,2030
2030,P0_baseline,L1_W0,0.26802314498297747,514186.3222611433,64674.02224383843,43339.41386979156,219.0,0.44,2030
2030,P0_baseline,L1_W1,0.2453820691101548,470750.77666368545,59210.727479812114,39678.34587593628,219.0,0.44,2030
2030,P0_baseline,L1_W2,0.20759397692521298,398256.58909240563,50092.4555683458,33568.0013135029,219.0,0.44,2030
2030,P0_baseline,L1_W3,0.1686808193405142,323604.0310556161,40702.70521909654,27275.73337652757,219.0,0.44,2030
2030,P0_baseline,L2_W0,0.18572478965082817,356301.8654577348,44815.41763071522,30031.74791142921,219.0,0.44,2030
2030,P0_baseline,L2_W1,0.16426273876445263,315128.2085552765,39636.62176026158,26561.328571643346,219.0,0.44,2030
2030,P0_baseline,L2_W2,0.13434528033795912,257733.3596115543,32417.53487178768,21723.66758247603,219.0,0.44,2030
2030,P0_baseline,L2_W3,0.11586919172471781,222288.09217236764,27959.252114051254,18736.079136877182,219.0,0.44,2030
2030,P0_baseline,L3_W0,0.08041316685893446,154267.8358288542,19403.70837176214,13002.830480559087,219.0,0.44,2030
2030,P0_baseline,L3_W1,0.06381448848405734,122424.26728735495,15398.444966233103,10318.819770118214,219.0,0.44,2030
2030,P0_baseline,L3_W2,0.054140655014635414,103865.59820627717,13064.147601636783,8754.55832372206,219.0,0.44,2030
2030,P0_baseline,L3_W3,0.05326023794767382,102176.57088833538,12851.702840658603,8612.194649698687,219.0,0.44,2030
2030,P1_flatten,L0_W0,0.4003018627104958,767955.1054983234,96592.89526967089,64728.91772820779,219.0,0.44,2030
2030,P1_flatten,L0_W1,0.3763201455372221,721947.6200044284,90806.10357297525,60851.06767929949,219.0,0.44,2030
2030,P1_flatten,L0_W2,0.3283613424195732,629941.5337514061,79233.63769576274,53096.11645242823,219.0,0.44,2030
2030,P1_flatten,L0_W3,0.2548944053321806,488999.62296546856,61506.05553610082,41216.493174450996,219.0,0.44,2030
2030,P1_flatten,L1_W0,0.24556001041234332,471092.1463754559,59253.664740833236,39707.11903185371,219.0,0.44,2030
2030,P1_flatten,L1_W1,0.22259573064691146,427036.5535022608,53712.380832469295,35993.788882552835,219.0,0.44,2030
2030,P1_flatten,L1_W2,0.18582679043861614,356497.5478490587,44840.03043502624,30048.241465958865,219.0,0.44,2030
2030,P1_flatten,L1_W3,0.14770425800276127,283361.7567228174,35641.05804439737,23883.81782595196,219.0,0.44,2030
2030,P1_flatten,L2_W0,0.14461134097092637,277428.180972264,34894.73673349737,23383.692318820347,219.0,0.44,2030
2030,P1_flatten,L2_W1,0.1231323752190773,236222.07391528663,29711.859303647205,19910.537840786044,219.0,0.44,2030
2030,P1_flatten,L2_W2,0.09711433452852648,186308.02393290633,23433.70245839175,15703.413737229706,219.0,0.44,2030
2030,P1_flatten,L2_W3,0.08326431850722905,159737.59919700853,20091.69166191446,13463.862460833874,219.0,0.44,2030
2030,P1_flatten,L3_W0,0.04421112316343157,84816.38712165366,10668.150181874973,7148.950380945579,219.0,0.44,2030
2030,P1_flatten,L3_W1,0.030560627823302912,58628.730841337245,7374.283753574674,4941.661651790973,219.0,0.44,2030
2030,P1_flatten,L3_W2,0.02723372976475386,52246.2765298944,6571.502788314194,4403.701350372897,219.0,0.44,2030
2030,P1_flatten,L3_W3,0.02713439333779743,52055.70555496409,6547.532894643212,4387.638623698735,219.0,0.44,2030
2030,P2_sharpen,L0_W0,0.42090344569446275,807478.0063580852,101564.0601153337,68060.19917918736,219.0,0.44,2030
2030,P2_sharpen,L0_W1,0.3973487972695756,762289.8266338446,95880.32016715237,64251.40626054426,219.0,0.44,2030
2030,P2_sharpen,L0_W2,0.3497158778165107,670908.9286383067,84386.49006362852,56549.150508960054,219.0,0.44,2030
2030,P2_sharpen,L0_W3,0.27845165792634397,534192.7986322152,67190.42387069148,45025.70718795907,219.0,0.44,2030
2030,P2_sharpen,L1_W0,0.28987039561359934,556098.9617609534,69945.76686627127,46872.12011073101,219.0,0.44,2030
2030,P2_sharpen,L1_W1,0.2669046628455668,512040.5813894492,64404.13234817726,43158.55501052294,219.0,0.44,2030
2030,P2_sharpen,L1_W2,0.22640932326270607,434352.70212010585,54632.601262232936,36610.44782339618,219.0,0.44,2030
2030,P2_sharpen,L1_W3,0.18327157539460123,351595.52110001876,44223.45668873688,29635.06251335045,219.0,0.44,2030
2030,P2_sharpen,L2_W0,0.19799510308299695,379841.7255585447,47776.24597224281,32015.86085877411,219.0,0.44,2030
2030,P2_sharpen,L2_W1,0.17593350830700286,337517.87967648654,42452.780077654446,28448.495112486922,219.0,0.44,2030
2030,P2_sharpen,L2_W2,0.14295451160464367,274249.65324281255,34494.943576469755,23115.782569378705,219.0,0.44,2030
2030,P2_sharpen,L2_W3,0.12108977686073964,232303.47152071737,29218.980035064844,19580.249142668672,219.0,0.44,2030
2030,P2_sharpen,L3_W0,0.05094475769066486,97734.46094407908,12292.97713189014,8237.780875947108,219.0,0.44,2030
2030,P2_sharpen,L3_W1,0.036416417001496906,69862.71103235173,8787.28649850478,5888.544320241545,219.0,0.44,2030
2030,P2_sharpen,L3_W2,0.031478637095059395,60389.87654864574,7595.799518809797,5090.103995333682,219.0,0.44,2030
2030,P2_sharpen,L3_W3,0.031223415554791658,59900.24933693452,7534.214525568148,5048.834604353095,219.0,0.44,2030
2030,P2_emp,L0_W0,0.404803648337072,776591.5111157725,97679.1767688626,65456.857662035734,219.0,0.44,2030
2030,P2_emp,L0_W1,0.38087175239813303,730679.6046706743,91904.40694295644,61587.06371997773,219.0,0.44,2030
2030,P2_emp,L0_W2,0.33307186446190623,638978.3876582993,80370.28732117207,53857.809120232756,219.0,0.44,2030
2030,P2_emp,L0_W3,0.260049796801406,498889.9321756894,62750.052216229175,42050.12134697223,219.0,0.44,2030
2030,P2_emp,L1_W0,0.2540628500141964,487404.33398123493,61305.40112196167,41082.0304582403,219.0,0.44,2030
2030,P2_emp,L1_W1,0.2310458592276194,443247.6181766342,55751.398036848084,37360.176922792845,219.0,0.44,2030
2030,P2_emp,L1_W2,0.19354491007307578,371304.29728059156,46702.413778641414,31296.26346478907,219.0,0.44,2030
2030,P2_emp,L1_W3,0.1547352060893244,296850.2087700035,37337.62679772103,25020.7240026179,219.0,0.44,2030
2030,P2_emp,L2_W0,0.15528339336154628,297901.8731605249,37469.90446291939,25109.366030419213,219.0,0.44,2030
2030,P2_emp,L2_W1,0.13358884943271637,256282.1923057004,32235.00798891454,21601.35250379766,219.0,0.44,2030
2030,P2_emp,L2_W2,0.10598994291564913,203335.34608709792,25575.387999365554,17138.601975395228,219.0,0.44,2030
2030,P2_emp,L2_W3,0.09088084148598358,174349.44154037032,21929.559718346532,14695.45625339975,219.0,0.44,2030
2030,P2_emp,L3_W0,0.0449981006049571,86326.15612457388,10858.047948210986,7276.204842669886,219.0,0.44,2030
2030,P2_emp,L3_W1,0.031197758947928207,59851.02867606339,7528.023582755751,5044.685924195564,219.0,0.44,2030
2030,P2_emp,L3_W2,0.027690373134153852,53122.31943548612,6681.690897001419,4477.540704726341,219.0,0.44,2030
2030,P2_emp,L3_W3,0.02758070904659992,52911.93546335916,6655.2289373887015,4459.807992585175,219.0,0.44,2030
2030,P3_burst,L0_W0,0.40627751763393744,779419.040929651,98034.82163563721,65695.18271956347,219.0,0.44,2030
2030,P3_burst,L0_W1,0.3823781595636485,733569.5564332858,92267.90320197173,61830.65015952512,219.0,0.44,2030
