country,region,continent,dist_ring,dist_km,grace_h,phi,uncovered_share,uncovered_share_baseline,uncovered_share_temporal_only,migrated_share,deferred_share
CN,Asia-Pacific,Asia,D2,3000.0,1,0.4,0.09548464254938088,0.11943467542819217,0.10759335628938319,0.036044384385527525,0.018272502222287827
CN,Asia-Pacific,Asia,D3,,1,0.4,0.07031730905395131,0.11943467542819217,0.10759335628938319,0.10721456203882027,0.018272502222287827
CN,Asia-Pacific,Asia,D0,0.0,3,0.4,0.09719727198869242,0.11943467542819217,0.09719727198869242,0.0,0.03556105356726554
CN,Asia-Pacific,Asia,D1,500.0,3,0.4,0.09719727198869242,0.11943467542819217,0.09719727198869242,0.0,0.03556105356726554
CN,Asia-Pacific,Asia,D2,3000.0,3,0.4,0.08755290621350906,0.11943467542819217,0.09719727198869242,0.03136962627100524,0.03556105356726554
CN,Asia-Pacific,Asia,D3,,3,0.4,0.06598381179133751,0.11943467542819217,0.09719727198869242,0.09680899186548245,0.03556105356726554
CN,Asia-Pacific,Asia,D0,0.0,6,0.4,0.08984645233953813,0.11943467542819217,0.08984645233953813,0.0,0.0466548626907776
CN,Asia-Pacific,Asia,D1,500.0,6,0.4,0.08984645233953813,0.11943467542819217,0.08984645233953813,0.0,0.0466548626907776
CN,Asia-Pacific,Asia,D2,3000.0,6,0.4,0.08169904154652866,0.11943467542819217,0.08984645233953813,0.029243119526371947,0.0466548626907776
CN,Asia-Pacific,Asia,D3,,6,0.4,0.06340743262410443,0.11943467542819217,0.08984645233953813,0.08944744546679233,0.0466548626907776
CN,Asia-Pacific,Asia,D0,0.0,12,0.4,0.0813428090934733,0.11943467542819217,0.0813428090934733,0.0,0.055682875707705054
CN,Asia-Pacific,Asia,D1,500.0,12,0.4,0.0813428090934733,0.11943467542819217,0.0813428090934733,0.0,0.055682875707705054
CN,Asia-Pacific,Asia,D2,3000.0,12,0.4,0.07183011266168765,0.11943467542819217,0.0813428090934733,0.030477216125057542,0.055682875707705054
CN,Asia-Pacific,Asia,D3,,12,0.4,0.058821625610332745,0.11943467542819217,0.0813428090934733,0.08096450864633851,0.055682875707705054
CN,Asia-Pacific,Asia,D0,0.0,24,0.4,0.07165463787593163,0.11943467542819217,0.07165463787593163,0.0,0.054935028603555175
CN,Asia-Pacific,Asia,D1,500.0,24,0.4,0.07165463787593163,0.11943467542819217,0.07165463787593163,0.0,0.054935028603555175
CN,Asia-Pacific,Asia,D2,3000.0,24,0.4,0.06457662264551092,0.11943467542819217,0.07165463787593163,0.026205139690578506,0.054935028603555175
CN,Asia-Pacific,Asia,D3,,24,0.4,0.0528847196368558,0.11943467542819217,0.07165463787593163,0.07133275419754843,0.054935028603555175
CN,Asia-Pacific,Asia,D0,0.0,168,0.4,0.04852264392093225,0.11943467542819217,0.04852264392093225,0.0,0.08069558524417976
CN,Asia-Pacific,Asia,D1,500.0,168,0.4,0.04852264392093225,0.11943467542819217,0.04852264392093225,0.0,0.08069558524417976
CN,Asia-Pacific,Asia,D2,3000.0,168,0.4,0.043373916077486266,0.11943467542819217,0.04852264392093225,0.01849231071022054,0.08069558524417976
CN,Asia-Pacific,Asia,D3,,168,0.4,0.03478806041914207,0.11943467542819217,0.04852264392093225,0.04828081068626985,0.08069558524417976
CO,Latin America,Americas,D0,0.0,0,0.4,0.46542910477483995,0.46542910477483995,0.46542910477483995,0.0,0.0
CO,Latin America,Americas,D1,500.0,0,0.4,0.46542910477483995,0.46542910477483995,0.46542910477483995,0.0,0.0
CO,Latin America,Americas,D2,3000.0,0,0.4,0.46542910477483995,0.46542910477483995,0.46542910477483995,0.0,0.0
CO,Latin America,Americas,D3,,0,0.4,0.29050636980910377,0.46542910477483995,0.46542910477483995,0.30086466623665997,0.0
CO,Latin America,Americas,D0,0.0,1,0.4,0.45017685214498343,0.46542910477483995,0.45017685214498343,0.0,0.03461781804395164
CO,Latin America,Americas,D1,500.0,1,0.4,0.45017685214498343,0.46542910477483995,0.45017685214498343,0.0,0.03461781804395164
CO,Latin America,Americas,D2,3000.0,1,0.4,0.45017685214498343,0.46542910477483995,0.45017685214498343,0.0,0.03461781804395164
CO,Latin America,Americas,D3,,1,0.4,0.29638137228190653,0.46542910477483995,0.45017685214498343,0.28373980574363306,0.03461781804395164
CO,Latin America,Americas,D0,0.0,3,0.4,0.4329760507320759,0.46542910477483995,0.4329760507320759,0.0,0.08656802685949495
CO,Latin America,Americas,D1,500.0,3,0.4,0.4329760507320759,0.46542910477483995,0.4329760507320759,0.0,0.08656802685949495
CO,Latin America,Americas,D2,3000.0,3,0.4,0.4329760507320759,0.46542910477483995,0.4329760507320759,0.0,0.08656802685949495
CO,Latin America,Americas,D3,,3,0.4,0.28912411767219337,0.46542910477483995,0.4329760507320759,0.2702020597311258,0.08656802685949495
CO,Latin America,Americas,D0,0.0,6,0.4,0.4187475833852947,0.46542910477483995,0.4187475833852947,0.0,0.1378193122374523
CO,Latin America,Americas,D1,500.0,6,0.4,0.4187475833852947,0.46542910477483995,0.4187475833852947,0.0,0.1378193122374523
CO,Latin America,Americas,D2,3000.0,6,0.4,0.4187475833852947,0.46542910477483995,0.4187475833852947,0.0,0.1378193122374523
CO,Latin America,Americas,D3,,6,0.4,0.27676536256714046,0.46542910477483995,0.4187475833852947,0.26214775281090097,0.1378193122374523
CO,Latin America,Americas,D0,0.0,12,0.4,0.33041118503482697,0.46542910477483995,0.33041118503482697,0.0,0.17300177967797767
CO,Latin America,Americas,D1,500.0,12,0.4,0.33041118503482697,0.46542910477483995,0.33041118503482697,0.0,0.17300177967797767
CO,Latin America,Americas,D2,3000.0,12,0.4,0.33041118503482697,0.46542910477483995,0.33041118503482697,0.0,0.17300177967797767
CO,Latin America,Americas,D3,,12,0.4,0.19692822067253482,0.46542910477483995,0.33041118503482697,0.21471511975795973,0.17300177967797767
CO,Latin America,Americas,D0,0.0,24,0.4,0.30166832282474276,0.46542910477483995,0.30166832282474276,0.0,0.16695734017114125
CO,Latin America,Americas,D1,500.0,24,0.4,0.30166832282474276,0.46542910477483995,0.30166832282474276,0.0,0.16695734017114125
CO,Latin America,Americas,D2,3000.0,24,0.4,0.30166832282474276,0.46542910477483995,0.30166832282474276,0.0,0.16695734017114125
CO,Latin America,Americas,D3,,24,0.4,0.18900042932325067,0.46542910477483995,0.30166832282474276,0.19358962547501246,0.16695734017114125
CO,Latin America,Americas,D0,0.0,168,0.4,0.30166201877279847,0.46542910477483995,0.30166201877279847,0.0,0.17263870856869676
CO,Latin America,Americas,D1,500.0,168,0.4,0.30166201877279847,0.46542910477483995,0.30166201877279847,0.0,0.17263870856869676
CO,Latin America,Americas,D2,3000.0,168,0.4,0.30166201877279847,0.46542910477483995,0.30166201877279847,0.0,0.17263870856869676
CO,Latin America,Americas,D3,,168,0.4,0.19142070841802653,0.46542910477483995,0.30166201877279847,0.18980209350126706,0.17263870856869676
CR,North America,Americas,D0,0.0,0,0.4,0.49597137817348,0.49597137817348,0.49597137817348,0.0,0.0
CR,North America,Americas,D1,500.0,0,0.4,0.49597137817348,0.49597137817348,0.49597137817348,0.0,0.0
CR,North America,Americas,D2,3000.0,0,0.4,0.4709794374785943,0.49597137817348,0.49597137817348,0.058290282696003455,0.0
CR,North America,Americas,D3,,0,0.4,0.32194171718567954,0.49597137817348,0.49597137817348,0.3202405527805185,0.0
CR,North America,Americas,D0,0.0,1,0.4,0.48155575516135707,0.49597137817348,0.48155575516135707,0.0,0.03454516453317246
CR,North America,Americas,D1,500.0,1,0.4,0.48155575516135707,0.49597137817348,0.48155575516135707,0.0,0.03454516453317246
CR,North America,Americas,D2,3000.0,1,0.4,0.46103702259867874,0.49597137817348,0.48155575516135707,0.04955839335056492,0.03454516453317246
CR,North America,Americas,D3,,1,0.4,0.3261303023221857,0.49597137817348,0.48155575516135707,0.3033631618713012,0.03454516453317246
CR,North America,Americas,D0,0.0,3,0.4,0.46522258767546915,0.49597137817348,0.46522258767546915,0.0,0.08773288430299829
CR,North America,Americas,D1,500.0,3,0.4,0.46522258767546915,0.49597137817348,0.46522258767546915,0.0,0.08773288430299829
CR,North America,Americas,D2,3000.0,3,0.4,0.4432975497214349,0.49597137817348,0.46522258767546915,0.05212403094973404,0.08773288430299829
CR,North America,Americas,D3,,3,0.4,0.31930169848373036,0.49597137817348,0.46522258767546915,0.2895942879482179,0.08773288430299829
CR,North America,Americas,D0,0.0,6,0.4,0.4501111665591232,0.49597137817348,0.4501111665591232,0.0,0.14187406794050345
CR,North America,Americas,D1,500.0,6,0.4,0.4501111665591232,0.49597137817348,0.4501111665591232,0.0,0.14187406794050345
CR,North America,Americas,D2,3000.0,6,0.4,0.419746776162733,0.49597137817348,0.4501111665591232,0.06924918214412568,0.14187406794050345
CR,North America,Americas,D3,,6,0.4,0.30606906001828443,0.49597137817348,0.4501111665591232,0.2805630987442968,0.14187406794050345
CR,North America,Americas,D0,0.0,12,0.4,0.3640553639042904,0.49597137817348,0.3640553639042904,0.0,0.18395155951906908
CR,North America,Americas,D1,500.0,12,0.4,0.3640553639042904,0.49597137817348,0.3640553639042904,0.0,0.18395155951906908
CR,North America,Americas,D2,3000.0,12,0.4,0.33499306518812993,0.49597137817348,0.3640553639042904,0.057784681115291066,0.18395155951906908
CR,North America,Americas,D3,,12,0.4,0.2301935458623818,0.49597137817348,0.3640553639042904,0.23547536962279494,0.18395155951906908
CR,North America,Americas,D0,0.0,24,0.4,0.34578808694944296,0.49597137817348,0.34578808694944296,0.0,0.15395254055890872
CR,North America,Americas,D1,500.0,24,0.4,0.34578808694944296,0.49597137817348,0.34578808694944296,0.0,0.15395254055890872
CR,North America,Americas,D2,3000.0,24,0.4,0.3238560701644366,0.49597137817348,0.34578808694944296,0.04456426767889506,0.15395254055890872
CR,North America,Americas,D3,,24,0.4,0.22472036426325043,0.49597137817348,0.34578808694944296,0.22092854623938948,0.15395254055890872
CR,North America,Americas,D0,0.0,168,0.4,0.34578482915659997,0.49597137817348,0.34578482915659997,0.0,0.16079131566739008
CR,North America,Americas,D1,500.0,168,0.4,0.34578482915659997,0.49597137817348,0.34578482915659997,0.0,0.16079131566739008
CR,North America,Americas,D2,3000.0,168,0.4,0.3241455971328988,0.49597137817348,0.34578482915659997,0.04398529470443831,0.16079131566739008
CR,North America,Americas,D3,,168,0.4,0.22754737627794275,0.49597137817348,0.34578482915659997,0.21636588538651993,0.16079131566739008
CU,North America,Americas,D0,0.0,0,0.4,0.2848706646712883,0.2848706646712883,0.2848706646712883,0.0,0.0
CU,North America,Americas,D1,500.0,0,0.4,0.2848706646712883,0.2848706646712883,0.2848706646712883,0.0,0.0
CU,North America,Americas,D2,3000.0,0,0.4,0.2323778494576294,0.2848706646712883,0.2848706646712883,0.1138824772868557,0.0
CU,North America,Americas,D3,,0,0.4,0.1729243520453447,0.2848706646712883,0.2848706646712883,0.23299531657996356,0.0
CU,North America,Americas,D0,0.0,1,0.4,0.26968188504564555,0.2848706646712883,0.26968188504564555,0.0,0.025905862774205774
CU,North America,Americas,D1,500.0,1,0.4,0.26968188504564555,0.2848706646712883,0.26968188504564555,0.0,0.025905862774205774
CU,North America,Americas,D2,3000.0,1,0.4,0.22490042219427722,0.2848706646712883,0.26968188504564555,0.10655158157551449,0.025905862774205774
CU,North America,Americas,D3,,1,0.4,0.174600677064639,0.2848706646712883,0.26968188504564555,0.21823016813841237,0.025905862774205774
CU,North America,Americas,D0,0.0,3,0.4,0.25265621386410564,0.2848706646712883,0.25265621386410564,0.0,0.05676300033015162
CU,North America,Americas,D1,500.0,3,0.4,0.25265621386410564,0.2848706646712883,0.25265621386410564,0.0,0.05676300033015162
CU,North America,Americas,D2,3000.0,3,0.4,0.20630145810544867,0.2848706646712883,0.25265621386410564,0.10472070450820353,0.05676300033015162
CU,North America,Americas,D3,,3,0.4,0.1657163331567459,0.2848706646712883,0.25265621386410564,0.20116236676803756,0.05676300033015162
CU,North America,Americas,D0,0.0,6,0.4,0.23916591371387388,0.2848706646712883,0.23916591371387388,0.0,0.07794922971700081
CU,North America,Americas,D1,500.0,6,0.4,0.23916591371387388,0.2848706646712883,0.23916591371387388,0.0,0.07794922971700081
CU,North America,Americas,D2,3000.0,6,0.4,0.19205586613782624,0.2848706646712883,0.23916591371387388,0.10055564520310593,0.07794922971700081
CU,North America,Americas,D3,,6,0.4,0.15522922067981293,0.2848706646712883,0.23916591371387388,0.18675863376978918,0.07794922971700081
CU,North America,Americas,D0,0.0,12,0.4,0.2206813795995062,0.2848706646712883,0.2206813795995062,0.0,0.09152519138599219
CU,North America,Americas,D1,500.0,12,0.4,0.2206813795995062,0.2848706646712883,0.2206813795995062,0.0,0.09152519138599219
CU,North America,Americas,D2,3000.0,12,0.4,0.17881369694140692,0.2848706646712883,0.2206813795995062,0.0878607074710083,0.09152519138599219
CU,North America,Americas,D3,,12,0.4,0.14242152452332027,0.2848706646712883,0.2206813795995062,0.17174310789404823,0.09152519138599219
CU,North America,Americas,D0,0.0,24,0.4,0.20403911756849727,0.2848706646712883,0.20403911756849727,0.0,0.09569963552929153
CU,North America,Americas,D1,500.0,24,0.4,0.20403911756849727,0.2848706646712883,0.20403911756849727,0.0,0.09569963552929153
CU,North America,Americas,D2,3000.0,24,0.4,0.16593565471070923,0.2848706646712883,0.20403911756849727,0.08113124396210332,0.09569963552929153
CU,North America,Americas,D3,,24,0.4,0.1330786644329621,0.2848706646712883,0.20403911756849727,0.1616365805466237,0.09569963552929153
CU,North America,Americas,D0,0.0,168,0.4,0.16444620211585478,0.2848706646712883,0.16444620211585478,0.0,0.13511349393026098
CU,North America,Americas,D1,500.0,168,0.4,0.16444620211585478,0.2848706646712883,0.16444620211585478,0.0,0.13511349393026098
CU,North America,Americas,D2,3000.0,168,0.4,0.1338784131739224,0.2848706646712883,0.16444620211585478,0.0654131286758496,0.13511349393026098
CU,North America,Americas,D3,,168,0.4,0.11032515800090656,0.2848706646712883,0.16444620211585478,0.12822448673059667,0.13511349393026098
CV,Africa/MENA,EurAfrMENA,D0,0.0,0,0.4,0.44658761159373195,0.44658761159373195,0.44658761159373195,0.0,0.0
CV,Africa/MENA,EurAfrMENA,D1,500.0,0,0.4,0.44658761159373195,0.44658761159373195,0.44658761159373195,0.0,0.0
CV,Africa/MENA,EurAfrMENA,D2,3000.0,0,0.4,0.44658761159373195,0.44658761159373195,0.44658761159373195,0.0,0.0
CV,Africa/MENA,EurAfrMENA,D3,,0,0.4,0.28173260412600487,0.44658761159373195,0.44658761159373195,0.2913743638124741,0.0
CV,Africa/MENA,EurAfrMENA,D0,0.0,1,0.4,0.4284092090860883,0.44658761159373195,0.4284092090860883,0.0,0.04113316304490468
CV,Africa/MENA,EurAfrMENA,D1,500.0,1,0.4,0.4284092090860883,0.44658761159373195,0.4284092090860883,0.0,0.04113316304490468
CV,Africa/MENA,EurAfrMENA,D2,3000.0,1,0.4,0.4284092090860883,0.44658761159373195,0.4284092090860883,0.0,0.04113316304490468
CV,Africa/MENA,EurAfrMENA,D3,,1,0.4,0.2863642597284563,0.44658761159373195,0.4284092090860883,0.2712525174607485,0.04113316304490468
