country,power_scope,workload_scenario,scenario,uncovered_share,n_supply_basis,n_active_basis,migrated_share,top1_label,top1_weight,top2_label,top2_weight,region,continent,top3_label,top3_weight
AF,L3,W0,L3_W0,0.10929168874013072,210,57,0.0,CV:PV,0.11505517437978774,CN:PV,0.10480729443657587,Asia-Pacific,Asia,AE:PV,0.051210990353327865
AF,L3,W1,L3_W1,0.09213094051389258,210,61,0.05563935624298998,CV:PV,0.11280367948509536,CN:PV,0.10621160466696764,Asia-Pacific,Asia,AE:PV,0.049458605185591045
AF,L3,W2,L3_W2,0.07843495691886497,210,58,0.10578059335714034,CV:PV,0.1173153498264814,CN:PV,0.09803157629518747,Asia-Pacific,Asia,AE:PV,0.054676859679603375
AF,L3,W3,L3_W3,0.07727272420111114,210,57,0.10922678210393144,CV:PV,0.1198835155948869,CN:PV,0.09606562086626634,Asia-Pacific,Asia,AE:PV,0.056318430491198716
AR,L0,W0,L0_W0,0.26474359569305195,2,2,0.0,AR:WIND,0.5843930103399694,AR:PV,0.4156069896600206,Latin America,Americas,,
AR,L0,W1,L0_W1,0.24116298008859124,2,2,0.051470200865028154,AR:WIND,0.5776407702304176,AR:PV,0.42235922976957213,Latin America,Americas,,
AR,L0,W2,L0_W2,0.20193720011984384,2,2,0.1338006371347124,AR:WIND,0.5618704617581493,AR:PV,0.43812953824184053,Latin America,Americas,,
AR,L0,W3,L0_W3,0.16084818822572644,2,2,0.21707856225353006,AR:WIND,0.5449873718228473,AR:PV,0.45501262817714244,Latin America,Americas,,
AR,L1,W0,L1_W0,0.15308013088246775,22,12,0.0,BR:WIND,0.30677075826812933,CO:PV,0.10967570114217402,Latin America,Americas,GF:WIND,0.10503570165542771
AR,L1,W1,L1_W1,0.1316949599255337,22,12,0.054379742797319164,BR:WIND,0.30458781601131235,CO:PV,0.1125465778539702,Latin America,Americas,GF:WIND,0.10626594916063459
AR,L1,W2,L1_W2,0.10502674974167962,22,13,0.12450474928504983,BR:WIND,0.30295999791464306,CO:PV,0.12257314080012206,Latin America,Americas,GF:WIND,0.10956489802191953
AR,L1,W3,L1_W3,0.09464392678814464,22,13,0.15265235241339425,BR:WIND,0.29932747072800037,CO:PV,0.1295945692208163,Latin America,Americas,GF:WIND,0.11060805010286151
AR,L2,W0,L2_W0,0.12602460985269007,48,19,0.0,BR:WIND,0.16973446934374872,US:PV,0.16455847104700444,Latin America,Americas,US:WIND,0.13495875251285297
AR,L2,W1,L2_W1,0.10559756156677279,48,19,0.05275944355979966,US:PV,0.17020230538985723,BR:WIND,0.16540412202838448,Latin America,Americas,US:WIND,0.13237207452659722
AR,L2,W2,L2_W2,0.08349555800327632,48,19,0.11278949576786802,US:PV,0.185065174183417,BR:WIND,0.15703758880723254,Latin America,Americas,US:WIND,0.12200538877230536
AR,L2,W3,L2_W3,0.07867812237106205,48,19,0.12601293793925775,US:PV,0.18878795126512957,BR:WIND,0.1516139150663031,Latin America,Americas,US:WIND,0.11969978162827921
AR,L3,W0,L3_W0,0.07623959017569981,210,52,0.0,US:PV,0.17700445645711774,FJ:PV,0.1446776781701244,Latin America,Americas,CV:PV,0.05851961173270456
AR,L3,W1,L3_W1,0.057757259026263115,210,54,0.045932285545393046,US:PV,0.17546338329298328,FJ:PV,0.14672480858704476,Latin America,Americas,CV:PV,0.0578194235870078
AR,L3,W2,L3_W2,0.04667493883223178,210,56,0.07455640092971158,US:PV,0.17335515407722527,FJ:PV,0.15762080847708365,Latin America,Americas,CV:PV,0.06009893296191562
AR,L3,W3,L3_W3,0.045934063230423004,210,57,0.07621565986801955,US:PV,0.1707375838619878,FJ:PV,0.16104098593074093,Latin America,Americas,CV:PV,0.06075731235654413
AT,L0,W0,L0_W0,0.32367039052665797,2,2,0.0,AT:WIND,0.5893506602834415,AT:PV,0.41064933971655754,Europe,EurAfrMENA,,
