country,power_scope,workload_scenario,scenario,uncovered_share,n_supply_basis,n_active_basis,migrated_share,top1_label,top1_weight,top2_label,top2_weight,region,continent,top3_label,top3_weight
EC,L3,W1,L3_W1,0.06565588282856184,210,54,0.04600216856421778,US:PV,0.13774061297310491,FJ:PV,0.12652378906216036,Latin America,Americas,NZ:PV,0.06590079155901249
EC,L3,W2,L3_W2,0.051287908615502545,210,57,0.08211947185865753,FJ:PV,0.13515597851089353,US:PV,0.11890399864699207,Latin America,Americas,NZ:PV,0.06811266446242606
EC,L3,W3,L3_W3,0.050162619846819766,210,54,0.08491270306784889,FJ:PV,0.13739116022632453,US:PV,0.11568466977593943,Latin America,Americas,NZ:PV,0.0698158243508831
EE,L0,W0,L0_W0,0.29718632868058364,2,2,0.0,EE:WIND,0.6848291199865533,EE:PV,0.31517088001344173,Europe,EurAfrMENA,,
EE,L0,W1,L0_W1,0.2737002807959632,2,2,0.05544985562059828,EE:WIND,0.6853070875264512,EE:PV,0.3146929124735437,Europe,EurAfrMENA,,
EE,L0,W2,L0_W2,0.23274633399175432,2,2,0.15064161378274454,EE:WIND,0.6856574480972233,EE:PV,0.31434255190277166,Europe,EurAfrMENA,,
EE,L0,W3,L0_W3,0.18988878839093018,2,2,0.2504589788420949,EE:WIND,0.6842699664714524,EE:PV,0.31573003352854256,Europe,EurAfrMENA,,
EE,L1,W0,L1_W0,0.17237077604350248,52,22,0.0,ES:WIND,0.12472110308862579,DE:WIND,0.10857003984172145,Europe,EurAfrMENA,PT:PV,0.10806498094918636
EE,L1,W1,L1_W1,0.15248172154244818,52,22,0.060845575837672396,ES:WIND,0.1244005117625767,PT:PV,0.11265075037671464,Europe,EurAfrMENA,DE:WIND,0.1060182083030083
EE,L1,W2,L1_W2,0.12688446722837585,52,22,0.14114590721023018,ES:WIND,0.12479883046316877,PT:PV,0.11441369009242632,Europe,EurAfrMENA,DE:WIND,0.09967002826491263
EE,L1,W3,L1_W3,0.11694851353060626,52,22,0.17175392349712656,ES:WIND,0.12736300226821023,PT:PV,0.11753598730843651,Europe,EurAfrMENA,DE:WIND,0.1034505779181571
EE,L2,W0,L2_W0,0.129966652313944,94,29,0.0,CV:PV,0.19761571934016073,MU:PV,0.12387377083778166,Europe,EurAfrMENA,ET:WIND,0.08489992184066607
EE,L2,W1,L2_W1,0.11033851767292685,94,29,0.05466324025735051,CV:PV,0.20309021182488826,MU:PV,0.13093255816920824,Europe,EurAfrMENA,ET:WIND,0.08704908922250978
EE,L2,W2,L2_W2,0.0888787360079398,94,31,0.1146808523382281,CV:PV,0.2201840811011278,MU:PV,0.1496257181816938,Europe,EurAfrMENA,ET:WIND,0.08689597955611005
EE,L2,W3,L2_W3,0.08328514942258075,94,29,0.12991450155840834,CV:PV,0.22727517335266215,MU:PV,0.15885730880987856,Europe,EurAfrMENA,ET:WIND,0.08820883755517382
EE,L3,W0,L3_W0,0.07857894718416301,210,60,0.0,CL:PV,0.22456994672792333,OM:PV,0.0800884551801874,Europe,EurAfrMENA,IN:PV,0.07310226389437754
EE,L3,W1,L3_W1,0.06183551672794598,210,57,0.04916915439738406,CL:PV,0.2306416003850432,OM:PV,0.08474298567926924,Europe,EurAfrMENA,IN:PV,0.07445565205434738
EE,L3,W2,L3_W2,0.05286104102240527,210,51,0.07723195150817441,CL:PV,0.252405168278071,OM:PV,0.09299977910378646,Europe,EurAfrMENA,ET:PV,0.06726562007629763
EE,L3,W3,L3_W3,0.05240562162693109,210,52,0.07857729553470275,CL:PV,0.2549869887337844,OM:PV,0.0958687688686783,Europe,EurAfrMENA,ET:PV,0.06776537802481547
EG,L0,W0,L0_W0,0.26169091055387833,2,2,0.0,EG:WIND,0.8135190544428702,EG:PV,0.18648094555713265,Africa/MENA,EurAfrMENA,,
EG,L0,W1,L0_W1,0.23868480254193075,2,2,0.05054368571635751,EG:WIND,0.8150257933356099,EG:PV,0.18497420666439326,Africa/MENA,EurAfrMENA,,
EG,L0,W2,L0_W2,0.20264223780614346,2,2,0.1290977859896671,EG:WIND,0.8266782752947283,EG:PV,0.17332172470527454,Africa/MENA,EurAfrMENA,,
EG,L0,W3,L0_W3,0.16527412583632525,2,2,0.2095919798406675,EG:WIND,0.8340397825377645,EG:PV,0.16596021746223877,Africa/MENA,EurAfrMENA,,
EG,L1,W0,L1_W0,0.1335772168256208,42,23,0.0,EG:WIND,0.13787656921434338,CV:PV,0.13718569916536488,Africa/MENA,EurAfrMENA,ET:WIND,0.08783738163190032
EG,L1,W1,L1_W1,0.1125401328347125,42,23,0.052097702194589805,CV:PV,0.13921565550289758,EG:WIND,0.13530916402882998,Africa/MENA,EurAfrMENA,ET:WIND,0.09022201162438556
EG,L1,W2,L1_W2,0.0881562610073407,42,23,0.11403737543847514,CV:PV,0.15164360453999456,EG:WIND,0.12719744663819257,Africa/MENA,EurAfrMENA,ET:WIND,0.09858307727979407
EG,L1,W3,L1_W3,0.08058203652183814,42,22,0.13322663572218038,CV:PV,0.16436471189927337,EG:WIND,0.1270292720033966,Africa/MENA,EurAfrMENA,ET:WIND,0.10362355504221835
EG,L2,W0,L2_W0,0.1241542902261562,94,33,0.0,CV:PV,0.10849760076268615,EG:WIND,0.10482102513940031,Africa/MENA,EurAfrMENA,ET:WIND,0.0675231027132773
EG,L2,W1,L2_W1,0.1032688570574019,94,33,0.05152076366842254,CV:PV,0.11086929667636924,EG:WIND,0.10169329521116474,Africa/MENA,EurAfrMENA,ET:WIND,0.07038864730282741
EG,L2,W2,L2_W2,0.0802822766922039,94,36,0.10990098885359798,CV:PV,0.12115937688697385,EG:WIND,0.09213635580797372,Africa/MENA,EurAfrMENA,ET:WIND,0.07865686423193669
EG,L2,W3,L2_W3,0.07473302236105923,94,35,0.1240882312174871,CV:PV,0.12721417123921835,EG:WIND,0.09021877640508534,Africa/MENA,EurAfrMENA,ET:WIND,0.08291713803604156
EG,L3,W0,L3_W0,0.0762385964345221,210,68,0.0,US:PV,0.12488922441214317,MX:PV,0.1071772003434483,Africa/MENA,EurAfrMENA,FJ:PV,0.06668917798993812
EG,L3,W1,L3_W1,0.05902938782301967,210,66,0.04586943123944971,US:PV,0.11809973111000842,MX:PV,0.11198565654974091,Africa/MENA,EurAfrMENA,FJ:PV,0.06485893123965597
EG,L3,W2,L3_W2,0.04902926883418479,210,60,0.07460949834065941,MX:PV,0.12032313596739203,US:PV,0.10993556274848429,Africa/MENA,EurAfrMENA,FJ:PV,0.059634001914455385
EG,L3,W3,L3_W3,0.04842329148458287,210,57,0.0762385964345221,MX:PV,0.1219767029976338,US:PV,0.10935048322871266,Africa/MENA,EurAfrMENA,FJ:PV,0.06013445459275919
ES,L0,W0,L0_W0,0.2551789712976459,2,2,0.0,ES:WIND,0.566327807752797,ES:PV,0.4336721922472004,Europe,EurAfrMENA,,
ES,L0,W1,L0_W1,0.2318725689663834,2,2,0.052578200528800634,ES:WIND,0.560776417309702,ES:PV,0.4392235826902955,Europe,EurAfrMENA,,
ES,L0,W2,L0_W2,0.19304489832377542,2,2,0.13925217024925826,ES:WIND,0.546915841146944,ES:PV,0.4530841588530534,Europe,EurAfrMENA,,
ES,L0,W3,L0_W3,0.15606768737691393,2,2,0.22376827449679576,ES:WIND,0.5297065485487178,ES:PV,0.4702934514512799,Europe,EurAfrMENA,,
ES,L1,W0,L1_W0,0.1857479478021625,52,29,0.0,ES:WIND,0.1505369467447226,DE:WIND,0.1336837225078433,Europe,EurAfrMENA,PT:PV,0.08340092707668684
ES,L1,W1,L1_W1,0.1652560941714905,52,28,0.06053144069330211,ES:WIND,0.1492733454665038,DE:WIND,0.13108273499034792,Europe,EurAfrMENA,PT:PV,0.09086341470280705
ES,L1,W2,L1_W2,0.13725334150156404,52,28,0.1435724438645477,ES:WIND,0.15150556194348377,DE:WIND,0.1246739542391312,Europe,EurAfrMENA,PT:PV,0.10130952626140999
ES,L1,W3,L1_W3,0.1233975763991472,52,32,0.18391737943444605,ES:WIND,0.15877944087313361,DE:WIND,0.11628164193297602,Europe,EurAfrMENA,PT:PV,0.10902954597855534
ES,L2,W0,L2_W0,0.15668280927710873,94,33,0.0,CV:PV,0.1406111179499256,ET:WIND,0.10744495829039576,Europe,EurAfrMENA,EG:PV,0.0967242524494007
ES,L2,W1,L2_W1,0.1365920513818856,94,33,0.05962601325503328,CV:PV,0.14497789414760187,ET:WIND,0.10912475816020642,Europe,EurAfrMENA,EG:PV,0.09578999552050611
ES,L2,W2,L2_W2,0.11154096854306379,94,31,0.13226202543049287,CV:PV,0.16412401374450616,ET:WIND,0.11256152035817796,Europe,EurAfrMENA,EG:PV,0.09458550281235506
ES,L2,W3,L2_W3,0.10254208641921761,94,31,0.15626035267418598,CV:PV,0.178346013609411,ET:WIND,0.11732749304814843,Europe,EurAfrMENA,EG:PV,0.08826045833778975
ES,L3,W0,L3_W0,0.09329634827748877,210,49,0.0,MX:PV,0.1837286310895635,CL:PV,0.1247150290889441,Europe,EurAfrMENA,EG:PV,0.09074916280572277
ES,L3,W1,L3_W1,0.07637298779442148,210,51,0.05439515247316389,MX:PV,0.1942919281193578,CL:PV,0.12305764053074937,Europe,EurAfrMENA,EG:PV,0.08648385974662874
ES,L3,W2,L3_W2,0.06579309841126957,210,42,0.09146679675985644,MX:PV,0.21545424275294506,CL:PV,0.11472207673353295,Europe,EurAfrMENA,EG:PV,0.08767096726488115
ES,L3,W3,L3_W3,0.06520725137330864,210,42,0.09326867308502486,MX:PV,0.2138636009647985,CL:PV,0.11539703874693352,Europe,EurAfrMENA,EG:PV,0.08817202490761085
ET,L0,W0,L0_W0,0.2801948328212608,2,2,0.0,ET:WIND,0.6572420962923594,ET:PV,0.34275790370764464,Africa/MENA,EurAfrMENA,,
ET,L0,W1,L0_W1,0.2563272338642742,2,2,0.05322321617965318,ET:WIND,0.6532056747120445,ET:PV,0.34679432528795934,Africa/MENA,EurAfrMENA,,
ET,L0,W2,L0_W2,0.21464687604593735,2,2,0.1428359968292008,ET:WIND,0.6451029653351723,ET:PV,0.3548970346648314,Africa/MENA,EurAfrMENA,,
ET,L0,W3,L0_W3,0.17045997699384077,2,2,0.23419258110236546,ET:WIND,0.636345385783234,ET:PV,0.36365461421676964,Africa/MENA,EurAfrMENA,,
ET,L1,W0,L1_W0,0.14686459407458705,42,17,0.0,CV:PV,0.2562088795203668,ZA:WIND,0.10976878254000395,Africa/MENA,EurAfrMENA,EG:WIND,0.08553070503970825
ET,L1,W1,L1_W1,0.12481711041709832,42,17,0.052449184227792184,CV:PV,0.2595765758192094,ZA:WIND,0.10777403410553722,Africa/MENA,EurAfrMENA,EG:WIND,0.08531361723821362
ET,L1,W2,L1_W2,0.09678916466907116,42,17,0.11986468981807898,CV:PV,0.267006351902055,ZA:WIND,0.10249160506900755,Africa/MENA,EurAfrMENA,MU:PV,0.08751189906533671
ET,L1,W3,L1_W3,0.08586554562867275,42,18,0.14627242965984968,CV:PV,0.2760536612510525,MU:PV,0.09889456941996551,Africa/MENA,EurAfrMENA,ZA:WIND,0.09678994430177774
ET,L2,W0,L2_W0,0.14315496981964887,94,35,0.0,CV:PV,0.2051283556115157,ZA:WIND,0.10215461694378061,Africa/MENA,EurAfrMENA,ET:WIND,0.06019527490291856
ET,L2,W1,L2_W1,0.12129504223829417,94,35,0.05310385609133223,CV:PV,0.20921726650078626,ZA:WIND,0.10082746002406423,Africa/MENA,EurAfrMENA,ET:WIND,0.06110390488597665
ET,L2,W2,L2_W2,0.09407614903663426,94,33,0.11919744393095145,CV:PV,0.2196042407223929,ZA:WIND,0.09713894373330494,Africa/MENA,EurAfrMENA,MU:PV,0.06379949470930288
ET,L2,W3,L2_W3,0.08418247749594385,94,33,0.14288770028983303,CV:PV,0.22852556073203664,ZA:WIND,0.09420255264071921,Africa/MENA,EurAfrMENA,MU:PV,0.07345971085021345
ET,L3,W0,L3_W0,0.0830499345045672,210,53,0.0,PE:PV,0.11095980428964237,US:PV,0.10507144385259343,Africa/MENA,EurAfrMENA,BR:WIND,0.07692028823959271
ET,L3,W1,L3_W1,0.06402210193673101,210,52,0.04505636063387535,PE:PV,0.11256218153404281,US:PV,0.11009852402944485,Africa/MENA,EurAfrMENA,BR:WIND,0.07779824795556789
ET,L3,W2,L3_W2,0.05041348665760179,210,54,0.07948899199120302,PE:PV,0.12820015872161197,US:PV,0.11474223225390767,Africa/MENA,EurAfrMENA,BR:WIND,0.08335827323697699
ET,L3,W3,L3_W3,0.049032363411744655,210,54,0.08304993450456721,PE:PV,0.13161658790069533,US:PV,0.11508386101323732,Africa/MENA,EurAfrMENA,BR:WIND,0.08314293127329593
FI,L0,W0,L0_W0,0.30765327814873555,2,2,0.0,FI:WIND,0.6741262365327843,FI:PV,0.3258737634672245,Europe,EurAfrMENA,,
FI,L0,W1,L0_W1,0.2841491286367228,2,2,0.05069591547358675,FI:WIND,0.6719258266092205,FI:PV,0.32807417339078837,Europe,EurAfrMENA,,
FI,L0,W2,L0_W2,0.2423516915138377,2,2,0.13746911285990418,FI:WIND,0.6705798981453867,FI:PV,0.32942010185462234,Europe,EurAfrMENA,,
FI,L0,W3,L0_W3,0.1920836693377157,2,2,0.23998402620299986,FI:WIND,0.6690356163916762,FI:PV,0.3309643836083325,Europe,EurAfrMENA,,
FI,L1,W0,L1_W0,0.15969079581207293,52,26,0.0,ES:WIND,0.12000991718741781,PT:PV,0.1177465185770995,Europe,EurAfrMENA,DE:WIND,0.09048124919832519
FI,L1,W1,L1_W1,0.1392096711516775,52,24,0.057311126719807516,PT:PV,0.12352919374432482,ES:WIND,0.11880080776349362,Europe,EurAfrMENA,DE:WIND,0.09009200427205462
FI,L1,W2,L1_W2,0.11400835866110845,52,22,0.1313221409285062,PT:PV,0.12508494378678814,ES:WIND,0.1200612939420241,Europe,EurAfrMENA,DE:WIND,0.09120701236902824
FI,L1,W3,L1_W3,0.10478778526444589,52,23,0.15917953365410073,PT:PV,0.12512712566057396,ES:WIND,0.12075550505418353,Europe,EurAfrMENA,DE:WIND,0.08919289458111793
FI,L2,W0,L2_W0,0.12592134768966318,94,31,0.0,CV:PV,0.19704429751477673,MU:PV,0.09161464179686699,Europe,EurAfrMENA,ET:WIND,0.08301036524888242
FI,L2,W1,L2_W1,0.1065231827645175,94,30,0.054004830410611784,CV:PV,0.2023903766553919,MU:PV,0.09479666877629202,Europe,EurAfrMENA,ET:WIND,0.08346113414177077
FI,L2,W2,L2_W2,0.08647618633007678,94,32,0.11165759253202556,CV:PV,0.2173562483223089,MU:PV,0.10145300586959642,Europe,EurAfrMENA,ET:WIND,0.08560953623497754
FI,L2,W3,L2_W3,0.08125067914179254,94,27,0.12584310558350598,CV:PV,0.22582822748823095,MU:PV,0.10832933854986394,Europe,EurAfrMENA,ET:WIND,0.08868183004645178
FI,L3,W0,L3_W0,0.0817608413758748,210,55,0.0,CL:PV,0.15385739188015846,OM:PV,0.10701247617797605,Europe,EurAfrMENA,ET:PV,0.06954374837100637
FI,L3,W1,L3_W1,0.06650987102570262,210,53,0.051288361765578154,CL:PV,0.17524848840739282,OM:PV,0.10858708440901839,Europe,EurAfrMENA,ET:PV,0.07179682566852799
FI,L3,W2,L3_W2,0.05881123686078505,210,51,0.07996357821229218,CL:PV,0.19763676003151393,OM:PV,0.11498433334658582,Europe,EurAfrMENA,ET:PV,0.06753952554447168
FI,L3,W3,L3_W3,0.05802010509876105,210,51,0.0817110778562745,CL:PV,0.19933934332428038,OM:PV,0.11669357203181963,Europe,EurAfrMENA,ET:PV,0.06617216269304604
FJ,L0,W0,L0_W0,0.3262021346527142,2,2,0.0,FJ:PV,0.5825778161947974,FJ:WIND,0.4174221838052031,Asia-Pacific,Oceania,,
FJ,L0,W1,L0_W1,0.302827580320173,2,2,0.05350591572361363,FJ:PV,0.5904322552800882,FJ:WIND,0.4095677447199122,Asia-Pacific,Oceania,,
FJ,L0,W2,L0_W2,0.2580825773635705,2,2,0.14727215843834696,FJ:PV,0.605913130603258,FJ:WIND,0.3940868693967426,Asia-Pacific,Oceania,,
FJ,L0,W3,L0_W3,0.20174357871996354,2,2,0.2535528468121282,FJ:PV,0.6225680788422375,FJ:WIND,0.37743192115776314,Asia-Pacific,Oceania,,
FJ,L1,W0,L1_W0,0.1968326289084061,6,6,0.0,AU:WIND,0.3619363734492123,NZ:WIND,0.21497174860859955,Asia-Pacific,Oceania,FJ:PV,0.1464533176635125
FJ,L1,W1,L1_W1,0.17425829153728858,6,6,0.05260226334682406,AU:WIND,0.3607032285438643,NZ:WIND,0.21135865939604273,Asia-Pacific,Oceania,FJ:PV,0.15142362353355093
FJ,L1,W2,L1_W2,0.1408315845578572,6,6,0.13104546258334474,AU:WIND,0.35492442783975986,NZ:WIND,0.20464159000244517,Asia-Pacific,Oceania,FJ:PV,0.16249723679763076
FJ,L1,W3,L1_W3,0.11750912019617475,6,6,0.1868596109036659,AU:WIND,0.3450519482796289,NZ:WIND,0.20377920126063914,Asia-Pacific,Oceania,FJ:PV,0.17382560515586956
FJ,L2,W0,L2_W0,0.1968326289084061,6,6,0.0,AU:WIND,0.3619363734492123,NZ:WIND,0.21497174860859955,Asia-Pacific,Oceania,FJ:PV,0.1464533176635125
FJ,L2,W1,L2_W1,0.17425829153728858,6,6,0.05260226334682406,AU:WIND,0.3607032285438643,NZ:WIND,0.21135865939604273,Asia-Pacific,Oceania,FJ:PV,0.15142362353355093
FJ,L2,W2,L2_W2,0.1408315845578572,6,6,0.13104546258334474,AU:WIND,0.35492442783975986,NZ:WIND,0.20464159000244517,Asia-Pacific,Oceania,FJ:PV,0.16249723679763076
FJ,L2,W3,L2_W3,0.11750912019617475,6,6,0.1868596109036659,AU:WIND,0.3450519482796289,NZ:WIND,0.20377920126063914,Asia-Pacific,Oceania,FJ:PV,0.17382560515586956
FJ,L3,W0,L3_W0,0.08920120211295188,210,46,0.0,FJ:PV,0.1711573212012387,MX:PV,0.11839352218102123,Asia-Pacific,Oceania,ET:PV,0.08003711047717439
FJ,L3,W1,L3_W1,0.07083767825631578,210,45,0.048887138395857434,FJ:PV,0.17112599276095306,MX:PV,0.11166889622167868,Asia-Pacific,Oceania,ET:PV,0.08215803883613139
FJ,L3,W2,L3_W2,0.057611473986983824,210,45,0.08552261084390772,FJ:PV,0.18618037469137264,MX:PV,0.10318816085600242,Asia-Pacific,Oceania,ET:PV,0.08456926391350952
FJ,L3,W3,L3_W3,0.05612816398878748,210,44,0.08920120211295188,FJ:PV,0.19478930785685122,MX:PV,0.10133101166844644,Asia-Pacific,Oceania,ET:PV,0.08441661374937537
FR,L0,W0,L0_W0,0.2339220976665752,2,2,0.0,FR:WIND,0.6263347349934235,FR:PV,0.373665265006579,Europe,EurAfrMENA,,
FR,L0,W1,L0_W1,0.21108617635062504,2,2,0.05363044881274964,FR:WIND,0.6204346837634765,FR:PV,0.37956531623652595,Europe,EurAfrMENA,,
FR,L0,W2,L0_W2,0.17438173565499496,2,2,0.13884608391416492,FR:WIND,0.6072685437150952,FR:PV,0.3927314562849071,Europe,EurAfrMENA,,
FR,L0,W3,L0_W3,0.14245515863359803,2,2,0.2140940707404904,FR:WIND,0.5917292112692053,FR:PV,0.4082707887307971,Europe,EurAfrMENA,,
FR,L1,W0,L1_W0,0.17608775233477025,52,28,0.0,PT:PV,0.12164214346243206,DE:WIND,0.12027548914129038,Europe,EurAfrMENA,ES:WIND,0.10564356979895399
FR,L1,W1,L1_W1,0.15600340230984575,52,28,0.05981121813183947,PT:PV,0.12822586945441206,DE:WIND,0.11612813715508144,Europe,EurAfrMENA,ES:WIND,0.10459357224181538
FR,L1,W2,L1_W2,0.12913524703883345,52,29,0.1393706881391079,PT:PV,0.14539197302056867,DE:WIND,0.10657192700086916,Europe,EurAfrMENA,ES:WIND,0.10652884344339693
FR,L1,W3,L1_W3,0.11708061204589401,52,29,0.17480959956147654,PT:PV,0.14941954482253636,ES:WIND,0.10906417520025478,Europe,EurAfrMENA,DE:WIND,0.10721038522786674
FR,L2,W0,L2_W0,0.1433645160127188,94,39,0.0,CV:PV,0.1594874351500981,ZA:WIND,0.09049579865943357,Europe,EurAfrMENA,ET:WIND,0.08246515984224526
FR,L2,W1,L2_W1,0.12330634128401846,94,38,0.056354155404068934,CV:PV,0.16660919754892115,ZA:WIND,0.09035302831591298,Europe,EurAfrMENA,ET:WIND,0.08497201482873681
FR,L2,W2,L2_W2,0.09970228883057448,94,34,0.12173548419411262,CV:PV,0.18846440284943827,ZA:WIND,0.09084020522371095,Europe,EurAfrMENA,ET:WIND,0.08756630040532906
FR,L2,W3,L2_W3,0.09170333909281919,94,33,0.14306403297831496,CV:PV,0.20442287666183212,ET:WIND,0.09158523186433586,Europe,EurAfrMENA,ZA:WIND,0.09003714195216272
FR,L3,W0,L3_W0,0.07712851353102176,210,57,0.0,CL:PV,0.1566110485677511,MX:PV,0.08409758678504288,Europe,EurAfrMENA,US:PV,0.08039063299175006
FR,L3,W1,L3_W1,0.061737129045467264,210,54,0.0497596139539256,CL:PV,0.1723162710125281,MX:PV,0.09515475348648217,Europe,EurAfrMENA,EG:PV,0.0663827629774838
FR,L3,W2,L3_W2,0.05445665448387583,210,49,0.076544602747221,CL:PV,0.19716356943475472,MX:PV,0.10879537482584864,Europe,EurAfrMENA,EG:PV,0.05956520662972579
FR,L3,W3,L3_W3,0.05428451071232407,210,49,0.07712851353102178,CL:PV,0.19763059493992957,MX:PV,0.1093569115396004,Europe,EurAfrMENA,EG:PV,0.06070961115421087
GB,L0,W0,L0_W0,0.23156440272158613,2,2,0.0,GB:WIND,0.7217564963926478,GB:PV,0.27824350360735206,Europe,EurAfrMENA,,
GB,L0,W1,L0_W1,0.20906867358552456,2,2,0.054666038847786314,GB:WIND,0.7174224574845264,GB:PV,0.2825775425154734,Europe,EurAfrMENA,,
GB,L0,W2,L0_W2,0.17504131905714423,2,2,0.13920074267238983,GB:WIND,0.7086190604252486,GB:PV,0.29138093957475125,Europe,EurAfrMENA,,
GB,L0,W3,L0_W3,0.1471795562989565,2,2,0.21183137876379105,GB:WIND,0.6988833046051597,GB:PV,0.3011166953948401,Europe,EurAfrMENA,,
GB,L1,W0,L1_W0,0.17042192349294846,52,31,0.0,ES:WIND,0.12946486961986886,DE:WIND,0.12638560513280464,Europe,EurAfrMENA,PT:PV,0.10070698016155781
GB,L1,W1,L1_W1,0.1503571291453562,52,30,0.059282119783039655,ES:WIND,0.12799519735265572,DE:WIND,0.12348342252647433,Europe,EurAfrMENA,PT:PV,0.10628759909044054
GB,L1,W2,L1_W2,0.1245831981302526,52,31,0.13665486820290812,ES:WIND,0.13066386751024955,PT:PV,0.11620898237368986,Europe,EurAfrMENA,DE:WIND,0.11452884643973212
GB,L1,W3,L1_W3,0.11364120654401648,52,30,0.16940674019308458,ES:WIND,0.13310409755051925,PT:PV,0.12096986120478015,Europe,EurAfrMENA,DE:WIND,0.1147394990744373
GB,L2,W0,L2_W0,0.13794566052508886,94,37,0.0,CV:PV,0.15026760522051583,ET:WIND,0.1024910071852969,Europe,EurAfrMENA,EG:PV,0.07946379521036329
GB,L2,W1,L2_W1,0.11846103729629663,94,36,0.05611999165391637,CV:PV,0.15897345033418764,ET:WIND,0.10471833289991844,Europe,EurAfrMENA,EG:PV,0.07780329272694142
GB,L2,W2,L2_W2,0.09605749534569764,94,32,0.11935753590383599,CV:PV,0.18578092616809394,ET:WIND,0.10793043643148136,Europe,EurAfrMENA,CV:WIND,0.07204753312159519
GB,L2,W3,L2_W3,0.08926680865755157,94,31,0.13771110457485708,CV:PV,0.19781099375717576,ET:WIND,0.11321824315836022,Europe,EurAfrMENA,CV:WIND,0.07488913774546907
GB,L3,W0,L3_W0,0.06837862416487654,210,54,0.0,MX:PV,0.20997494455433324,CL:PV,0.1402637343103951,Europe,EurAfrMENA,EG:PV,0.10706361061383428
GB,L3,W1,L3_W1,0.05496914697299609,210,47,0.04813577554065257,MX:PV,0.2116572007005129,CL:PV,0.13771566957044934,Europe,EurAfrMENA,EG:PV,0.11113801256961926
GB,L3,W2,L3_W2,0.050033004139217706,210,45,0.06802407455222864,MX:PV,0.21096505480220695,CL:PV,0.13445551535176628,Europe,EurAfrMENA,EG:PV,0.10879554807300355
GB,L3,W3,L3_W3,0.04992311201744648,210,45,0.0683703368364291,MX:PV,0.21105214919457285,CL:PV,0.13444952325965318,Europe,EurAfrMENA,EG:PV,0.10901402852364389
GF,L0,W0,L0_W0,0.3107654985215623,2,2,0.0,GF:WIND,0.5883533017049174,GF:PV,0.4116466982950859,Latin America,Americas,,
GF,L0,W1,L0_W1,0.28800244856484486,2,2,0.05900716012409162,GF:WIND,0.5819074836725089,GF:PV,0.4180925163274942,Latin America,Americas,,
GF,L0,W2,L0_W2,0.24594460909111482,2,2,0.16126150009442186,GF:WIND,0.5676320500352987,GF:PV,0.43236794996470435,Latin America,Americas,,
GF,L0,W3,L0_W3,0.19988562153294748,2,2,0.26568142536438066,GF:WIND,0.5511606850728941,GF:PV,0.4488393149271089,Latin America,Americas,,
GF,L1,W0,L1_W0,0.19035704175443857,22,14,0.0,BR:WIND,0.2979925103654252,PE:WIND,0.12540449455584793,Latin America,Americas,PY:PV,0.09785124951788553
GF,L1,W1,L1_W1,0.1696177073033945,22,13,0.060012116806346896,BR:WIND,0.29494759377815677,PE:WIND,0.12053051729788362,Latin America,Americas,PY:PV,0.10184510024323702
GF,L1,W2,L1_W2,0.14058295760451123,22,13,0.14547382292039715,BR:WIND,0.2856368536075685,PY:PV,0.11279811206053178,Latin America,Americas,PE:WIND,0.10739062640367064
GF,L1,W3,L1_W3,0.1258411961687534,22,13,0.18866565143234165,BR:WIND,0.2758120966582021,PY:PV,0.11666917576212493,Latin America,Americas,SR:WIND,0.10065961825918546
GF,L2,W0,L2_W0,0.17197154259446737,48,18,0.0,BR:WIND,0.16673007972728474,US:WIND,0.15261616721053467,Latin America,Americas,BR:PV,0.14624814176307033
GF,L2,W1,L2_W1,0.1517514783245778,48,19,0.06035300104610577,BR:WIND,0.16235288645146828,US:WIND,0.15104368294852666,Latin America,Americas,BR:PV,0.1439331677538025
GF,L2,W2,L2_W2,0.12465779448495562,48,16,0.14149993846952527,BR:WIND,0.14413004865815368,US:WIND,0.14344011511702998,Latin America,Americas,CA:WIND,0.14171558523305988
GF,L2,W3,L2_W3,0.11421614851971403,48,17,0.1716901492671522,CA:WIND,0.1441691776564839,US:WIND,0.13884789881806095,Latin America,Americas,BR:PV,0.13657104831752753
GF,L3,W0,L3_W0,0.1386234438487816,210,41,0.0,FJ:PV,0.1526665830027135,MX:PV,0.12812410736899107,Latin America,Americas,NE:PV,0.08137037490450168
GF,L3,W1,L3_W1,0.11935116994102013,210,40,0.057990157647899186,FJ:PV,0.1527610733679036,MX:PV,0.12357143467636647,Latin America,Americas,NE:PV,0.08284980983671206
GF,L3,W2,L3_W2,0.09846607927073228,210,40,0.12460983328617123,FJ:PV,0.15853212440156822,MX:PV,0.11261627459238552,Latin America,Americas,NE:PV,0.08335576038719057
GF,L3,W3,L3_W3,0.09394799035163989,210,39,0.1385655064048796,FJ:PV,0.1651681234314479,MX:PV,0.10931796615144446,Latin America,Americas,NE:PV,0.08528385996200177
GH,L0,W0,L0_W0,0.2745373040806182,2,2,0.0,GH:WIND,0.591952757982566,GH:PV,0.4080472420174396,Africa/MENA,EurAfrMENA,,
GH,L0,W1,L0_W1,0.2518574724026249,2,2,0.052546807657966293,GH:WIND,0.5815653306599501,GH:PV,0.41843466934005513,Africa/MENA,EurAfrMENA,,
GH,L0,W2,L0_W2,0.21162002922501438,2,2,0.1418971878803281,GH:WIND,0.5583056779743532,GH:PV,0.4416943220256519,Africa/MENA,EurAfrMENA,,
