parameter,variant,country,corner,uncovered_pct,lcoe_elec,lcoe_gen,lcoe_store,lcoe_anc
P3_gamma,stylized_3.0,NE,global,17.22586811389489,115.61702173279427,67.0013732106183,45.31564852217598,3.300000000000004
P3_gamma,stylized_3.0,NG,national,27.735692939430205,211.9793356928531,170.62584520279273,38.05349049006039,3.300000000000007
P3_gamma,stylized_3.0,NG,global,13.810070561789885,198.99786825675596,166.04588753256317,29.651980724192782,3.3000000000000065
P3_gamma,stylized_3.0,NI,national,30.64958690291147,108.70795493047466,59.44471793307984,45.963236997394816,3.2999999999999883
P3_gamma,stylized_3.0,NI,global,14.46833017534463,96.49412059410251,59.60584604453564,33.5882745495669,3.299999999999989
P3_gamma,stylized_3.0,NL,national,20.96336609488558,87.97471587142418,46.880136978103145,37.79457889332098,3.3000000000000584
P3_gamma,stylized_3.0,NL,global,11.637620146880895,80.6936729989648,47.48356054198119,29.91011245698356,3.3000000000000567
P3_gamma,stylized_3.0,NO,national,34.73731701647967,136.4186281881537,81.70586719744746,51.41276099070619,3.300000000000031
P3_gamma,stylized_3.0,NO,global,17.312659547201324,126.69052403431901,82.30485557777769,41.0856684565413,3.3000000000000314
P3_gamma,stylized_3.0,NP,national,49.73882000689365,346.93769322035337,289.1787912664427,54.45890195391063,3.3000000000000034
P3_gamma,stylized_3.0,NP,global,14.109139118145203,213.70613157413226,171.25118023431364,39.154951339818645,3.300000000000005
P3_gamma,stylized_3.0,NZ,national,27.707010061190246,105.04036842120993,59.8045009939088,41.93586742730115,3.299999999999984
P3_gamma,stylized_3.0,NZ,global,13.61709930086622,96.05846966224117,60.36101349993087,32.39745616231031,3.299999999999984
P3_gamma,stylized_3.0,OM,national,26.17281479713126,97.16587869627546,52.219106737094066,41.64677195918137,3.3000000000000114
P3_gamma,stylized_3.0,OM,global,12.104408928176227,86.13567852789822,52.61213377083768,30.223544757060523,3.3000000000000105
P3_gamma,stylized_3.0,PA,national,41.8138833390508,162.53149522613347,116.34604908953655,42.885446136596926,3.2999999999999927
P3_gamma,stylized_3.0,PA,global,13.26200529321459,143.80151714239213,107.4462219596662,33.05529518272591,3.2999999999999927
P3_gamma,stylized_3.0,PE,national,23.22785837372554,84.32773320128241,45.418938162604626,35.608795038677776,3.299999999999992
P3_gamma,stylized_3.0,PE,global,11.232058426078485,76.54041037853445,45.83318645572927,27.40722392280518,3.2999999999999936
P3_gamma,stylized_3.0,PH,national,28.595399170989193,96.72908370812577,45.36907345102593,48.060010257099876,3.2999999999999723
P3_gamma,stylized_3.0,PH,global,13.526282139558846,85.77613322287601,45.24975026525341,37.22638295762264,3.299999999999971
P3_gamma,stylized_3.0,PK,national,27.320066168422102,103.77626457714793,56.98428012470098,43.49198445244696,3.300000000000001
P3_gamma,stylized_3.0,PK,global,12.684891528598238,93.12788743599249,57.796034802908935,32.03185263308356,3.3000000000000007
P3_gamma,stylized_3.0,PL,national,29.170993316774013,127.79369370475276,72.47977542080115,52.01391828395161,3.2999999999999914
P3_gamma,stylized_3.0,PL,global,13.847056310202783,116.39329514429079,73.61245908426586,39.48083606002494,3.2999999999999914
P3_gamma,stylized_3.0,PS,national,42.91408144340994,263.01063949143145,208.89690158788963,50.81373790354181,3.2999999999999905
P3_gamma,stylized_3.0,PS,global,15.808054037519762,230.2168375581883,188.8320513967674,38.08478616142089,3.2999999999999914
P3_gamma,stylized_3.0,PT,national,36.154097197756734,137.88427657957968,88.77779487567317,45.80648170390652,3.2999999999999967
P3_gamma,stylized_3.0,PT,global,15.31048988702719,125.52012333475925,87.93016800814591,34.289955326613324,3.299999999999997
P3_gamma,stylized_3.0,PY,national,30.7867981092751,129.2721482986706,85.10433511148614,40.86781318718446,3.2999999999999945
P3_gamma,stylized_3.0,PY,global,14.511375952145453,120.44498557065815,84.20863874836004,32.936346822298106,3.299999999999996
P3_gamma,stylized_3.0,RO,national,31.618740833327113,129.23831409411804,75.93826432420556,50.00004976991246,3.2999999999999945
P3_gamma,stylized_3.0,RO,global,14.076767352939257,119.59301381563851,76.55771225649589,39.735301559142634,3.299999999999996
P3_gamma,stylized_3.0,RU,national,34.8924038028925,137.09252385110264,74.17174569014833,59.6207781609543,3.2999999999999963
P3_gamma,stylized_3.0,RU,global,16.037844332811783,127.2537569836094,75.28560567951943,48.66815130408996,3.299999999999996
P3_gamma,stylized_3.0,RW,national,36.62487246932394,218.17743770706858,171.92175049779166,42.95568720927693,3.299999999999983
P3_gamma,stylized_3.0,RW,global,13.432689586428742,194.1849452942246,159.4234042506247,31.4615410435999,3.299999999999984
P3_gamma,stylized_3.0,SA,national,26.84131209231972,99.14690697701883,52.46033376851616,43.386573208502675,3.2999999999999807
P3_gamma,stylized_3.0,SA,global,13.552555238789344,89.05124571007305,52.60853723851935,33.142708471553725,3.2999999999999816
P3_gamma,stylized_3.0,SE,national,33.957979293386906,158.06170821827283,90.1390668569771,64.62264136129572,3.2999999999999905
P3_gamma,stylized_3.0,SE,global,16.891777973034547,143.48552352080875,91.08668849345136,49.098835027357374,3.2999999999999914
P3_gamma,stylized_3.0,SK,national,39.26798354439779,166.43144400778192,109.9807039051098,53.150740102672096,3.299999999999996
P3_gamma,stylized_3.0,SK,global,16.63785062672989,154.14189549797192,109.13553466807282,41.70636082989911,3.2999999999999967
P3_gamma,stylized_3.0,SN,national,27.968406201634554,120.81596969508053,70.11268964748852,47.403280047592006,3.2999999999999927
P3_gamma,stylized_3.0,SN,global,15.574787658868402,111.33123538868071,69.94240019850476,38.08883519017595,3.299999999999992
P3_gamma,stylized_3.0,SR,national,27.680241389959942,215.5062662607414,171.5749259754918,40.631340285249635,3.299999999999982
P3_gamma,stylized_3.0,SR,global,14.741673262323848,205.64884211416967,168.80421547208473,33.54462664208495,3.299999999999982
P3_gamma,stylized_3.0,SV,national,41.25502458658742,131.46025537069383,85.10373374752807,43.056521623165764,3.2999999999999967
P3_gamma,stylized_3.0,SV,global,13.40539720430984,116.26429549158432,82.7290381867429,30.235257304841426,3.299999999999996
P3_gamma,stylized_3.0,TH,national,33.784003781244,123.13406958186853,75.24005773681603,44.5940118450525,3.3000000000000074
P3_gamma,stylized_3.0,TH,global,14.202209003002586,110.01727633147566,74.96078585127452,31.756490480201137,3.3000000000000065
P3_gamma,stylized_3.0,TN,national,29.898200580604524,102.47918697822756,50.70968949067638,48.46949748755123,3.2999999999999496
P3_gamma,stylized_3.0,TN,global,14.938326816440615,92.6644410290509,51.35296418484353,38.011476844207415,3.29999999999995
P3_gamma,stylized_3.0,TR,national,36.5729277936968,120.58929498440762,66.93739946867566,50.351895515731954,3.3000000000000065
P3_gamma,stylized_3.0,TR,global,14.66888483110771,107.4922077630316,67.0698369520181,37.12237081101351,3.300000000000005
P3_gamma,stylized_3.0,TW,national,49.281617006389546,309.1332750064109,257.5112558868513,48.3220191195596,3.299999999999998
P3_gamma,stylized_3.0,TW,global,13.98540048026575,241.40647419753344,203.19905609704543,34.90741810048801,3.300000000000001
P3_gamma,stylized_3.0,UA,national,35.0038524689954,134.61369938214827,78.51783410972942,52.79586527241884,3.300000000000004
P3_gamma,stylized_3.0,UA,global,14.468092680303176,122.38469647327511,78.8911236558347,40.193572817440405,3.3000000000000025
P3_gamma,stylized_3.0,UG,national,38.41561095853843,189.13682313459628,138.62711484399964,47.20970829059669,3.2999999999999825
P3_gamma,stylized_3.0,UG,global,14.532804195497558,165.33344508020338,126.73782204864925,35.29562303155415,3.299999999999985
P3_gamma,stylized_3.0,US,national,15.78436167671885,82.56251295679449,57.48109786129773,21.78141509549675,3.30000000000001
P3_gamma,stylized_3.0,US,global,7.9819506817518535,78.91676433615075,57.727983708057266,17.888780628093468,3.300000000000009
P3_gamma,stylized_3.0,UY,national,26.137243314903714,104.89529590393283,62.727543206817415,38.86775269711541,3.3000000000000047
P3_gamma,stylized_3.0,UY,global,13.366862155051976,98.43048695514642,63.08375032042135,32.04673663472507,3.300000000000004
P3_gamma,stylized_3.0,UZ,national,39.038181499396316,152.7539429457592,93.56525680251242,55.888686143246765,3.300000000000016
P3_gamma,stylized_3.0,UZ,global,15.389896469969955,135.16482455159192,91.88910369561968,39.97572085597222,3.300000000000015
P3_gamma,stylized_3.0,VN,national,33.47526465376937,120.57218586530807,72.27946983222381,44.99271603308424,3.3000000000000123
P3_gamma,stylized_3.0,VN,global,13.404550060126965,107.60799759136907,71.87445957798407,32.43353801338499,3.3000000000000105
P3_gamma,stylized_3.0,ZA,national,23.697262495660752,101.91213101208533,65.11882087198556,33.493310140099766,3.299999999999998
P3_gamma,stylized_3.0,ZA,global,11.49816603909514,93.88977815442061,65.00498717529177,25.584790979128833,3.2999999999999967
P3_gamma,stylized_3.0,ZM,national,29.520280160071867,112.25833163355982,65.6913545908408,43.26697704271901,3.299999999999999
P3_gamma,stylized_3.0,ZM,global,12.685340275536316,100.07186745465569,65.55385797952343,31.21800947513226,3.299999999999999
P3_gamma,default_4.84,AE,national,33.81258966997641,121.02350671777837,78.0225556964807,39.70095102129768,3.2999999999999985
P3_gamma,default_4.84,AE,global,12.7290884431845,107.80332478213664,76.75193591678307,27.751388865353558,3.2999999999999985
P3_gamma,default_4.84,AF,national,34.16885768094966,148.9161802863195,101.00577467669973,44.610405609619754,3.300000000000001
P3_gamma,default_4.84,AF,global,14.520288738807363,134.433022284957,98.13700360288175,32.996018682075245,3.3000000000000007
P3_gamma,default_4.84,AR,national,27.054316753934067,87.19189227722082,41.747260304148064,42.14463197307279,3.299999999999967
P3_gamma,default_4.84,AR,global,14.080872223654739,78.35822875365928,42.077790586172924,32.98043816748638,3.299999999999966
P3_gamma,default_4.84,AT,national,32.842672777512085,125.89170578164669,73.179377982498,49.41232779914868,3.299999999999998
P3_gamma,default_4.84,AT,global,16.279949596211164,116.69074298218003,73.7393195804574,39.651423401722624,3.299999999999998
P3_gamma,default_4.84,AU,national,24.195208893938737,95.5787679264036,55.80823733079426,36.47053059560933,3.299999999999998
P3_gamma,default_4.84,AU,global,11.094061409539698,85.14196517888954,56.77419181389581,25.067773364993723,3.2999999999999967
P3_gamma,default_4.84,BD,national,37.57851938328084,149.3501424699964,96.8399126334929,49.21022983650349,3.2999999999999945
P3_gamma,default_4.84,BD,global,15.372838959173576,134.38499656302812,95.4339682711763,35.651028291851816,3.2999999999999945
P3_gamma,default_4.84,BE,national,23.74360554225879,94.75297486796897,48.620509349412394,42.83246551855665,3.299999999999924
P3_gamma,default_4.84,BE,global,13.302852768728856,87.06233107137933,49.20430852130814,34.558022550071264,3.2999999999999243
P3_gamma,default_4.84,BF,national,34.76540721298493,146.29978883916186,92.06290485986459,50.93688397929729,3.300000000000005
P3_gamma,default_4.84,BF,global,15.770423139782741,132.8186246276048,89.54428507892926,39.97433954867553,3.300000000000005
P3_gamma,default_4.84,BG,national,32.21870357541087,120.61123792614036,72.46477957736674,44.84645834877363,3.300000000000001
P3_gamma,default_4.84,BG,global,13.842127802522834,112.22444124219126,72.98550665024692,35.938934591944346,3.300000000000001
P3_gamma,default_4.84,BH,national,35.75952746822353,122.82580476030293,72.51649508477566,47.00930967552728,3.2999999999999914
P3_gamma,default_4.84,BH,global,14.458978694683356,108.49129805878697,72.17198581950512,33.01931223928184,3.2999999999999914
P3_gamma,default_4.84,BI,national,39.45537387785158,205.95019120818358,161.96469676915396,40.68549443902963,3.3000000000000025
P3_gamma,default_4.84,BI,global,13.34216466239447,185.72417098524934,148.7112446668298,33.71292631841956,3.300000000000002
P3_gamma,default_4.84,BO,national,39.14418281443195,140.91826249710277,90.81611786053716,46.80214463656562,3.3000000000000025
P3_gamma,default_4.84,BO,global,14.203561812613556,127.86915258324889,87.35323072504227,37.215921858206634,3.300000000000004
