country,tau_ms,phi,tier,year,perturbation,region,ob_star,uncovered_share,lcoe_gen,lcoe_store,lcoe_anc,lcoe_elec,lcoe_gen_floor,ldes_energy_share,P_li,E_li,P_ld,E_ld
BD,50,1.0,t50p100,2025,P_mix,Asia-Pacific,2.17,0.37004531615512554,219.73407052329134,98.88171475755372,6.511032854165695,325.12681813501075,101.2438773286364,0.074,238.0,1339.2,31.6,1727.6
BD,100,1.0,t100p100,2025,P_mix,Asia-Pacific,2.041,0.2619600754750621,206.05134502731707,84.42006395885885,6.123994846800973,296.59540383297684,100.93967263947961,0.133,198.9,1061.1,51.6,1552.9
BD,150,1.0,t150p100,2025,P_mix,Asia-Pacific,1.955,0.211816973423587,196.96245801204947,84.55216790948614,5.864350382674324,287.3789763042099,100.75922062601668,0.116,184.8,1036.6,38.2,1898.3
BD,200,1.0,t200p100,2025,P_mix,Asia-Pacific,2.026,0.172999884924051,203.53069514885064,76.97036684005458,6.079493747543541,286.5805557364488,100.4346925586139,0.175,176.1,842.4,77.1,1621.4
BD,300,1.0,t300p100,2025,P_mix,Asia-Pacific,1.7,0.14635351381340894,170.36901225518264,72.3733061885918,5.099451199777316,247.84176964355174,100.22785133974149,0.157,149.8,806.7,35.3,1986.8
BD,500,1.0,t500p100,2025,P_mix,Asia-Pacific,1.679,0.14613736771661642,168.2855088385121,68.31102188983536,5.0374589741461495,241.63398970249364,100.22047407365912,0.169,145.3,765.3,35.8,1811.8
BE,50,1.0,t50p100,2025,P_mix,Europe,3.294,0.2392762094147944,171.28631088959477,57.79557504893751,9.881424320679148,238.96331025921143,52.00251664058235,0.677,51.1,156.9,106.7,3061.1
BE,100,1.0,t100p100,2025,P_mix,Europe,3.186,0.15254667785955564,164.04192716594102,48.741205612242375,9.557113211036656,222.34024598922002,51.49314135250585,0.562,60.2,225.6,102.7,1936.8
BE,150,1.0,t150p100,2025,P_mix,Europe,3.083,0.12415358078207098,163.73723175592903,49.14025475854781,9.25043608745244,222.12792260192933,53.10146360927458,0.6,51.8,174.3,85.5,2451.9
BE,200,1.0,t200p100,2025,P_mix,Europe,2.98,0.12108099212075255,159.31087732564959,49.453617796451205,8.94102602639381,217.7055211484946,53.45389114919094,0.676,44.0,124.1,90.7,2671.3
BE,300,1.0,t300p100,2025,P_mix,Europe,2.955,0.12008870360916667,158.25075835280254,49.72030789782324,8.865901442145974,216.83696769277174,53.548111058573205,0.709,38.8,108.3,92.1,2769.5
BE,500,1.0,t500p100,2025,P_mix,Europe,2.955,0.12008870360916664,158.25075835280254,49.72030789782324,8.865901442145974,216.83696769277174,53.548111058573205,0.709,38.8,108.3,92.1,2769.5
BF,50,1.0,t50p100,2025,P_mix,Africa/MENA,2.062,0.3464687030066489,200.00030289948265,80.12170169765469,6.185345218179446,286.3073498153168,97.0036251064818,0.261,168.2,767.2,112.5,1836.7
BF,100,1.0,t100p100,2025,P_mix,Africa/MENA,1.963,0.24686211797494226,189.11998123221824,81.38789250299659,5.888351011164077,276.3962247463789,96.35294204115279,0.089,232.9,1140.0,41.0,919.1
BF,150,1.0,t150p100,2025,P_mix,Africa/MENA,1.848,0.20294762749008965,177.34694300847124,63.84555243896923,5.544967450891553,246.73746289833204,95.95021679340422,0.259,155.4,597.2,87.0,1475.6
BF,200,1.0,t200p100,2025,P_mix,Africa/MENA,1.95,0.15579348908148213,184.71164362485302,68.43871167162825,5.849039628338137,258.9993949248194,94.73947281701076,0.232,170.2,665.3,85.4,1553.0
BF,300,1.0,t300p100,2025,P_mix,Africa/MENA,1.998,0.14625025346827653,189.0224161097444,73.47548562942791,5.993062874554753,268.49096461372704,94.62060722521014,0.26,156.5,606.5,111.6,2006.0
BF,500,1.0,t500p100,2025,P_mix,Africa/MENA,1.998,0.14625025346827653,189.0224161097444,73.47548562942791,5.993062874554753,268.49096461372704,94.62060722521014,0.26,156.5,606.5,111.6,2006.0
BG,50,1.0,t50p100,2025,P_mix,Europe,1.961,0.3238179964540611,152.31056436922015,83.47036353265848,5.882054015849305,241.66298191772796,77.68233543528322,0.828,29.6,107.7,127.4,5462.3
BG,100,1.0,t100p100,2025,P_mix,Europe,1.809,0.19851786916021724,140.75855289347072,84.97293747744794,5.427477078717495,231.15896744963615,77.8033057636045,0.77,34.8,130.3,127.4,5478.5
BG,150,1.0,t150p100,2025,P_mix,Europe,1.761,0.19699682819228256,137.04294096789377,85.96183684047654,5.283365968267386,228.2881437766377,77.81570032683271,0.784,31.8,125.6,130.0,5570.6
BG,200,1.0,t200p100,2025,P_mix,Europe,1.754,0.1403222611539104,137.4898370172897,77.0733623392477,5.262747098196496,219.8259464547339,78.37532439915634,0.778,26.4,98.1,110.7,5140.8
BG,300,1.0,t300p100,2025,P_mix,Europe,1.794,0.13376251087233973,140.77007892941012,61.15607088040207,5.381114501207629,207.30726431101982,78.48006889529215,0.822,22.6,66.7,104.4,3915.6
BG,500,1.0,t500p100,2025,P_mix,Europe,1.794,0.13376251087233973,140.77007892941012,61.15607088040207,5.381114501207629,207.30726431101982,78.48006889529215,0.822,22.6,66.7,104.4,3915.6
BH,50,1.0,t50p100,2025,P_mix,Asia-Pacific,2.389,0.3565678083402503,182.89345966939115,102.89557581166878,7.16846571054869,292.9575011916086,76.54083888561624,0.251,166.8,805.8,61.5,4395.1
BH,100,1.0,t100p100,2025,P_mix,Asia-Pacific,2.203,0.23782759935704967,168.60783766452462,89.69510204598113,6.609046413183456,264.9119861236892,76.53502205470615,0.249,131.2,748.9,61.8,3577.4
BH,150,1.0,t150p100,2025,P_mix,Asia-Pacific,2.116,0.20250490643754362,161.89875221227481,81.17172557813758,6.346598512179099,249.41707630259148,76.52859334094849,0.319,107.5,592.9,68.0,3511.5
BH,200,1.0,t200p100,2025,P_mix,Asia-Pacific,2.147,0.20249467192755102,164.32966823800336,79.92756967548534,6.441883099011886,250.69912101250057,76.52871018252843,0.319,107.8,592.8,69.9,3372.2
BH,300,1.0,t300p100,2025,P_mix,Asia-Pacific,2.072,0.13767516766080018,158.50960119287805,54.071646590100556,6.215397395628541,218.79664517860712,76.5081897921902,0.314,99.8,506.0,62.9,1509.7
BH,500,1.0,t500p100,2025,P_mix,Asia-Pacific,2.072,0.13767516766080018,158.50960119287805,54.071646590100556,6.215397395628541,218.79664517860712,76.5081897921902,0.314,99.8,506.0,62.9,1509.7
BI,50,1.0,t50p100,2025,P_mix,Africa/MENA,1.516,0.3856460581753022,260.41482848471776,113.46285731646473,4.548656124051379,378.4263419252339,171.752813171183,0.179,204.1,919.0,60.5,4722.6
BI,100,1.0,t100p100,2025,P_mix,Africa/MENA,1.45,0.2549512087623152,243.1243432138948,106.56029201145333,4.3505660152806644,354.0352012406288,167.65014645907664,0.212,166.3,774.1,66.6,4811.8
BI,150,1.0,t150p100,2025,P_mix,Africa/MENA,1.484,0.22549621526214594,245.3586603713154,98.78367649877988,4.451182020979816,348.5935188910752,165.3664077641826,0.184,193.4,855.8,62.0,3683.1
BI,200,1.0,t200p100,2025,P_mix,Africa/MENA,1.553,0.17313939198944642,251.56652103958507,80.4526415922473,4.659970702035994,336.6791333338684,161.9537141701382,0.153,172.3,773.3,52.6,2572.3
BI,300,1.0,t300p100,2025,P_mix,Africa/MENA,1.493,0.12490429915563286,234.96108052660895,80.74492849145831,4.477958887495616,320.1839679055629,157.41172692499794,0.218,135.6,599.9,52.9,3518.3
BI,500,1.0,t500p100,2025,P_mix,Africa/MENA,1.493,0.12490429915563286,234.96108052660895,80.74492849145831,4.477958887495616,320.1839679055629,157.41172692499794,0.218,135.6,599.9,52.9,3518.3
BO,50,1.0,t50p100,2025,P_mix,Latin America,2.153,0.37828645526423654,212.72103883535758,90.501969478017,6.459545390796851,309.6825537041714,98.79381255146643,0.05,262.8,1399.1,25.5,668.2
BO,100,1.0,t100p100,2025,P_mix,Latin America,2.0,0.24772977844426727,195.70642601013682,77.23690318645049,6.001359747694109,278.94468894428144,97.83104208275445,0.059,215.6,1164.0,24.8,701.6
BO,150,1.0,t150p100,2025,P_mix,Latin America,1.935,0.23876808594558077,188.88360149493417,85.6519397780078,5.804867031990516,280.3404083049325,97.61650031981794,0.085,207.6,1079.7,30.2,1815.1
BO,200,1.0,t200p100,2025,P_mix,Latin America,1.998,0.20794147872649696,195.00823120282726,73.40312846022044,5.994856550045036,274.40621621309276,97.58777190491524,0.053,216.0,1141.6,24.2,456.2
BO,300,1.0,t300p100,2025,P_mix,Latin America,1.957,0.13925154749110114,187.0362893734392,69.99452722082663,5.870910242959767,262.90172683722557,95.5744245610268,0.094,200.4,949.9,31.6,972.6
BO,500,1.0,t500p100,2025,P_mix,Latin America,1.963,0.13926518617560574,187.56514083863348,69.5249988437225,5.887510017937127,262.9776497002931,95.5744314322303,0.102,196.3,927.1,34.0,1018.1
BR,50,1.0,t50p100,2025,P_mix,Latin America,2.341,0.2048572640861751,114.41563306389577,36.17319043738805,7.023970652262838,157.61279415354664,48.86792900837477,0.506,45.1,178.0,61.7,1569.5
BR,100,1.0,t100p100,2025,P_mix,Latin America,2.341,0.2048572640861751,114.41563306389577,36.17319043738805,7.023970652262838,157.61279415354664,48.86792900837477,0.506,45.1,178.0,61.7,1569.5
BR,150,1.0,t150p100,2025,P_mix,Latin America,2.15,0.11967586377194633,104.65968404834871,34.12367582295589,6.449583813648589,145.2329436849532,48.68206402413214,0.479,45.6,171.9,57.2,1463.5
BR,200,1.0,t200p100,2025,P_mix,Latin America,2.078,0.10231348381523414,102.11940429295639,28.205053627002957,6.234396677378565,136.55885459733793,49.13999360844124,0.555,39.4,127.5,57.1,1145.4
BR,300,1.0,t300p100,2025,P_mix,Latin America,2.016,0.09969569582244903,99.70420383601964,27.691016298240466,6.047758803912367,133.44297893817247,49.45842273249392,0.471,43.4,151.6,47.9,1089.5
BR,500,1.0,t500p100,2025,P_mix,Latin America,2.016,0.09969569582244903,99.70420383601964,27.691016298240466,6.047758803912367,133.44297893817247,49.45842273249392,0.471,43.4,151.6,47.9,1089.5
BY,50,1.0,t50p100,2025,P_mix,Europe,2.266,0.3265719294954285,209.3839943613539,174.29696181872853,6.798398632189279,390.4793548122717,92.39705069806692,0.89,21.5,63.3,166.2,13539.6
BY,100,1.0,t100p100,2025,P_mix,Europe,1.959,0.18824992988043715,181.63489667913424,151.61332901132525,5.877732781996454,339.125958472456,92.70661158779627,0.891,22.0,57.0,171.7,11416.8
BY,150,1.0,t150p100,2025,P_mix,Europe,1.96,0.18911924068790525,181.69123413778402,152.29835025947014,5.880548039325109,339.8701324365793,92.69097008786758,0.894,21.3,56.0,172.0,11482.3
BY,200,1.0,t200p100,2025,P_mix,Europe,2.184,0.1484609556110366,205.09620511252305,148.61375308503762,6.551850206029915,360.2618084035906,93.91066584081786,0.881,18.6,52.7,151.1,11431.3
BY,300,1.0,t300p100,2025,P_mix,Europe,2.134,0.14592836240758641,200.79393498792626,137.62353780349275,6.402311819088048,344.81978461050704,94.08817033369401,0.867,19.6,57.5,138.5,10555.7
BY,500,1.0,t500p100,2025,P_mix,Europe,2.134,0.14592836240758641,200.79393498792626,137.62353780349275,6.402311819088048,344.81978461050704,94.08817033369401,0.867,19.6,57.5,138.5,10555.7
CA,50,1.0,t50p100,2025,P_mix,North America,1.889,0.2032881241507928,124.05663646989284,35.99620437438395,5.667689495586695,165.72053033986347,65.66519032129047,0.692,27.4,95.1,93.2,1601.2
CA,100,1.0,t100p100,2025,P_mix,North America,1.78,0.12650039862615906,117.38972752779577,33.99535729491308,5.340679332234467,156.7257641549433,65.9408964057846,0.673,29.1,94.1,83.8,1533.5
CA,150,1.0,t150p100,2025,P_mix,North America,1.765,0.12576005596741444,116.38364958254033,33.60731052339965,5.294668948372345,155.28562905431232,65.94386771904888,0.668,31.2,94.1,82.7,1502.7
CA,200,1.0,t200p100,2025,P_mix,North America,1.741,0.11092274197949757,116.08020499982432,35.12822517715351,5.224386778752742,156.43281695573054,66.65674456105477,0.61,32.7,105.6,82.9,1583.0
CA,300,1.0,t300p100,2025,P_mix,North America,1.628,0.09768843104420115,109.3090095458958,30.461249042124475,4.8854804279010455,144.65573901592134,67.12278013947045,0.651,28.9,82.1,74.9,1374.8
CA,500,1.0,t500p100,2025,P_mix,North America,1.628,0.09768843104420115,109.3090095458958,30.461249042124475,4.8854804279010455,144.65573901592134,67.12278013947045,0.651,28.9,82.1,74.9,1374.8
CH,50,1.0,t50p100,2025,P_mix,Europe,2.781,0.4008103081549989,364.87630253837267,150.05727752654442,8.344497055220648,523.2780771201377,131.1797344251298,0.312,193.9,789.6,136.9,7744.1
CH,100,1.0,t100p100,2025,P_mix,Europe,2.278,0.2516937383006845,297.7696078950522,116.9880651207328,6.83379460856687,421.5914676243519,130.71929650406892,0.396,116.1,515.0,133.0,6299.0
CH,150,1.0,t150p100,2025,P_mix,Europe,2.447,0.1749783703595124,318.1819480664859,116.25304729299381,7.342154154813806,441.77714951429357,130.00896250232276,0.353,125.0,545.5,134.5,6040.3
CH,200,1.0,t200p100,2025,P_mix,Europe,2.318,0.15619630908376034,300.82717251072097,126.65195994054737,6.954733262265185,434.43386571353363,129.7650799102286,0.326,144.6,530.7,74.4,7734.5
CH,300,1.0,t300p100,2025,P_mix,Europe,2.308,0.15636888770299393,299.4962782342774,122.31811555580902,6.923702099056579,428.7380958891429,129.77000192213112,0.328,142.9,515.9,78.6,7358.0
CH,500,1.0,t500p100,2025,P_mix,Europe,2.308,0.15636888770299393,299.4962782342774,122.31811555580902,6.923702099056579,428.7380958891429,129.77000192213112,0.328,142.9,515.9,78.6,7358.0
CL,50,1.0,t50p100,2025,P_mix,Latin America,2.114,0.30438166197899624,114.20606211961233,90.75813671363407,6.341626054861343,211.30582488810774,54.02686683113301,0.708,55.6,221.1,117.0,5649.2
CL,100,1.0,t100p100,2025,P_mix,Latin America,2.114,0.30438166197899624,114.20606211961233,90.75813671363407,6.341626054861343,211.30582488810774,54.02686683113301,0.708,55.6,221.1,117.0,5649.2
CL,150,1.0,t150p100,2025,P_mix,Latin America,1.712,0.1967109405759761,92.41193502502017,77.72167337183762,5.135369856878721,175.26897825373655,53.98555757453557,0.633,72.0,252.9,108.4,4354.5
CL,200,1.0,t200p100,2025,P_mix,Latin America,1.996,0.15189620197362186,108.3444118637042,86.3614899210959,5.987593399694961,200.69349518449505,54.284453518114944,0.569,60.2,279.5,103.3,5138.5
CL,300,1.0,t300p100,2025,P_mix,Latin America,1.868,0.14186130009386172,101.5269036859921,74.40542070932207,5.603770929354192,181.53609532466837,54.35281257884642,0.593,54.6,230.1,96.8,4366.6
CL,500,1.0,t500p100,2025,P_mix,Latin America,1.868,0.14186130009386172,101.5269036859921,74.40542070932207,5.603770929354192,181.53609532466837,54.35281257884642,0.593,54.6,230.1,96.8,4366.6
CN,50,1.0,t50p100,2025,P_mix,Asia-Pacific,1.676,0.1528429622483963,96.74956531410656,21.330304367639066,5.028453382571088,123.1083230643167,57.721266134899125,0.883,5.9,16.5,61.6,1089.2
CN,100,1.0,t100p100,2025,P_mix,Asia-Pacific,1.546,0.09941413186334068,88.21609973484813,28.17423706480267,4.638778763962132,121.02911556361295,57.051287131982015,0.816,10.0,32.3,61.2,1635.4
CN,150,1.0,t150p100,2025,P_mix,Asia-Pacific,1.461,0.0792416765761534,84.25392006267424,25.747336207829115,4.381763284915263,114.38301955541861,57.68494182654383,0.953,2.4,5.7,59.6,1581.5
CN,200,1.0,t200p100,2025,P_mix,Asia-Pacific,1.524,0.07636293238510984,88.38616426710475,20.379092917183176,4.57061892144155,113.33587610572947,58.01369516006039,0.972,1.3,3.1,55.2,1160.4
CN,300,1.0,t300p100,2025,P_mix,Asia-Pacific,1.525,0.0751304155176177,88.6847214677736,18.667870921684617,4.575830307538083,111.9284226969963,58.14336339462397,0.908,4.3,10.6,55.2,957.7
CN,500,1.0,t500p100,2025,P_mix,Asia-Pacific,1.525,0.0751304155176177,88.6847214677736,18.667870921684617,4.575830307538083,111.9284226969963,58.14336339462397,0.908,4.3,10.6,55.2,957.7
CO,50,1.0,t50p100,2025,P_mix,Latin America,1.451,0.39936833745914996,155.37898195038284,102.04339036806955,4.35207706724101,261.7744493856934,107.10677652283762,0.259,165.6,770.3,84.3,4196.2
CO,100,1.0,t100p100,2025,P_mix,Latin America,1.451,0.39936833745914996,155.37898195038284,102.04339036806955,4.35207706724101,261.7744493856934,107.10677652283762,0.259,165.6,770.3,84.3,4196.2
CO,150,1.0,t150p100,2025,P_mix,Latin America,1.417,0.2344024850156502,148.43422310591367,77.37982642460373,4.25198580025222,230.0660353307696,104.72816472983685,0.262,140.2,616.3,80.1,2777.5
CO,200,1.0,t200p100,2025,P_mix,Latin America,1.396,0.22463968436224926,146.31339741261945,72.17019790701,4.187557507173045,222.6711528268025,104.82009894454698,0.281,133.5,565.4,80.6,2548.9
CO,300,1.0,t300p100,2025,P_mix,Latin America,1.469,0.14102121437141138,150.25120888920165,78.34148713372545,4.4065135904190935,232.9992096133462,102.29257607366995,0.275,119.0,500.1,83.7,3426.1
CO,500,1.0,t500p100,2025,P_mix,Latin America,1.469,0.14102121437141144,150.25120888920165,78.34148713372545,4.4065135904190935,232.9992096133462,102.29257607366995,0.275,119.0,500.1,83.7,3426.1
CR,50,1.0,t50p100,2025,P_mix,North America,2.043,0.3774366881851279,321.24721888035464,106.31598581386439,6.130365768221797,433.6935704624408,157.20785562858978,0.062,308.1,1361.4,28.7,2068.9
CR,100,1.0,t100p100,2025,P_mix,North America,1.833,0.23990052505165013,286.78228328251316,87.27481112680609,5.4990243060691375,379.5561187153883,156.45445481992027,0.092,250.0,1081.2,32.6,1760.2
CR,150,1.0,t150p100,2025,P_mix,North America,1.84,0.2180348795078284,286.985544920271,86.6628978862492,5.5186294252093635,379.16707223172955,156.00914075294128,0.088,241.2,1053.7,32.1,1868.3
CR,200,1.0,t200p100,2025,P_mix,North America,1.837,0.2058886888373081,285.8645876930151,94.07979170079854,5.511491733359129,385.4558711271728,155.60102501620904,0.094,245.2,1031.7,32.6,2625.0
CR,300,1.0,t300p100,2025,P_mix,North America,1.666,0.13605492682298242,250.5916968362794,68.55669649609801,4.999486870575233,324.14788020295265,150.37045000226956,0.245,145.7,557.5,51.6,2566.3
CR,500,1.0,t500p100,2025,P_mix,North America,1.666,0.13605492682298242,250.5916968362794,68.55669649609801,4.999486870575233,324.14788020295265,150.37045000226956,0.245,145.7,557.5,51.6,2566.3
CU,50,1.0,t50p100,2025,P_mix,North America,3.06,0.2802185804990554,181.9972402892662,77.42407243117509,9.180992648496966,268.60230536893823,59.46979175037056,0.264,178.4,757.1,69.9,2127.0
CU,100,1.0,t100p100,2025,P_mix,North America,2.733,0.17774824182970933,162.2804398172902,76.47716798273913,8.19800766516641,246.95561546519576,59.385321328799634,0.295,135.8,646.7,67.4,2735.3
CU,150,1.0,t150p100,2025,P_mix,North America,2.627,0.17072813273976029,155.695535029596,69.121471224117,7.882323463263909,232.69932971697688,59.25747747674591,0.335,119.8,565.7,60.5,2572.4
CU,200,1.0,t200p100,2025,P_mix,North America,2.587,0.155046083001271,153.8681147940686,69.14216771996537,7.759539497919363,230.76982201195327,59.48862616215554,0.402,105.4,454.2,69.9,3014.5
CU,300,1.0,t300p100,2025,P_mix,North America,2.383,0.12500457932089568,143.20930905167194,60.18251951704259,7.149603209717685,210.54143177843224,60.091156747142016,0.327,114.9,469.0,48.4,2358.1
CU,500,1.0,t500p100,2025,P_mix,North America,2.383,0.12500457932089568,143.20930905167194,60.18251951704259,7.149603209717685,210.54143177843224,60.091156747142016,0.327,114.9,469.0,48.4,2358.1
CV,50,1.0,t50p100,2025,P_mix,Africa/MENA,2.483,0.2807157623905271,137.65771231622907,79.92285210591123,7.448828853534607,225.0293932756749,55.441351260570904,0.275,157.2,672.8,79.9,2693.2
CV,100,1.0,t100p100,2025,P_mix,Africa/MENA,2.483,0.2807157623905271,137.65771231622907,79.92285210591123,7.448828853534607,225.0293932756749,55.441351260570904,0.275,157.2,672.8,79.9,2693.2
CV,150,1.0,t150p100,2025,P_mix,Africa/MENA,2.165,0.1598651163845487,120.9101345028854,67.62812070288084,6.494369269843349,195.0326244756096,55.85306108061916,0.294,116.4,537.8,71.6,2435.4
CV,200,1.0,t200p100,2025,P_mix,Africa/MENA,2.087,0.1356884756400724,117.47961325648713,56.86855007896055,6.260461557707371,180.60862489315508,56.29598337451141,0.319,104.7,471.4,69.6,1818.0
CV,300,1.0,t300p100,2025,P_mix,Africa/MENA,2.113,0.13617263617485081,119.03285093236994,58.81634292946079,6.339688442450502,184.18888230428124,56.327460890030686,0.31,108.1,483.3,71.3,1909.0
CV,500,1.0,t500p100,2025,P_mix,Africa/MENA,2.113,0.13617263617485081,119.03285093236994,58.81634292946079,6.339688442450502,184.18888230428124,56.327460890030686,0.31,108.1,483.3,71.3,1909.0
CZ,50,1.0,t50p100,2025,P_mix,Europe,2.68,0.32593337000025135,285.86273257118495,103.94530685803176,8.040551651479602,397.84859108069634,106.65788056417065,0.685,47.0,205.6,128.9,6814.0
CZ,100,1.0,t100p100,2025,P_mix,Europe,2.318,0.19668462894431324,247.28880270734348,78.86034023166638,6.952910209089148,333.102053148099,106.69868958644564,0.588,65.2,232.5,118.6,4449.5
