country,tau_ms,phi,reach_km,year,ob_star,uncovered_share,region,lcoe_gen,lcoe_store,lcoe_anc,lcoe_elec,perturbation
DK,50,0.2,0,2025,1.1,0.2457446036541914,Europe,62.775444696957784,55.59938065667956,3.300000000000005,121.67482535363733,P_mix
DK,50,0.4,0,2025,1.1,0.2457446036541914,Europe,62.775444696957784,55.59938065667956,3.300000000000005,121.67482535363733,P_mix
DK,50,0.6,0,2025,1.1,0.2457446036541914,Europe,62.775444696957784,55.59938065667956,3.300000000000005,121.67482535363733,P_mix
DK,50,0.8,0,2025,1.1,0.2457446036541914,Europe,62.775444696957784,55.59938065667956,3.300000000000005,121.67482535363733,P_mix
DK,50,1.0,0,2025,1.1,0.2457446036541914,Europe,62.775444696957784,55.59938065667956,3.300000000000005,121.67482535363733,P_mix
DK,100,0.0,3143,2025,1.1,0.2457446036541914,Europe,62.775444696957784,55.59938065667956,3.300000000000005,121.67482535363733,P_mix
DK,100,0.2,3143,2025,1.1,0.20907145999636118,Europe,63.191051905462054,47.027358000341366,3.300000000000005,113.51840990580342,P_mix
DK,100,0.4,3143,2025,1.1,0.1876297434840455,Europe,63.139302488416234,45.35571763178902,3.300000000000005,111.79502012020527,P_mix
DK,100,0.6,3143,2025,1.1,0.17697209765496547,Europe,63.02503037636207,41.0290901096167,3.300000000000005,107.35412048597877,P_mix
DK,100,0.8,3143,2025,1.1,0.17262069292599044,Europe,62.987093877834646,39.210344791452044,3.300000000000005,105.49743866928671,P_mix
DK,100,1.0,3143,2025,1.1,0.1716223610217979,Europe,62.98880480114751,39.51787399026546,3.3000000000000047,105.80667879141295,P_mix
DK,150,0.0,6714,2025,1.1,0.2457446036541914,Europe,62.775444696957784,55.59938065667956,3.300000000000005,121.67482535363733,P_mix
DK,150,0.2,6714,2025,1.1,0.20771186313166903,Europe,63.31708004185309,46.16635196629144,3.3000000000000047,112.78343200814452,P_mix
DK,150,0.4,6714,2025,1.1,0.18413062061824018,Europe,63.43696776506829,41.25914519983383,3.300000000000005,107.99611296490212,P_mix
DK,150,0.6,6714,2025,1.1,0.17198984805324363,Europe,63.396785036989435,37.962699978361435,3.3000000000000047,104.65948501535087,P_mix
DK,150,0.8,6714,2025,1.1,0.16707582672139554,Europe,63.36817532124411,35.62595460493513,3.3000000000000065,102.29412992617924,P_mix
DK,150,1.0,6714,2025,1.1,0.16593996262503724,Europe,63.37062153040333,35.652917957486025,3.300000000000005,102.32353948788935,P_mix
DK,200,0.0,10286,2025,1.1,0.2457446036541914,Europe,62.775444696957784,55.59938065667956,3.300000000000005,121.67482535363733,P_mix
DK,200,0.2,10286,2025,1.1,0.2046616792512198,Europe,63.58422288743492,45.32926301192588,3.300000000000005,112.21348589936079,P_mix
DK,200,0.4,10286,2025,1.1,0.17617542412107765,Europe,64.01210113046265,35.01394219685294,3.300000000000005,102.32604332731559,P_mix
DK,200,0.6,10286,2025,1.1,0.1592984158883502,Europe,64.18724531345934,23.165601751309705,3.3000000000000047,90.65284706476906,P_mix
DK,200,0.8,10286,2025,1.2,0.15173414279831918,Europe,70.07455932391622,9.865428826342542,3.600000000000005,83.53998815025875,P_mix
DK,200,1.0,10286,2025,1.3,0.1499675033445269,Europe,75.92415475608198,2.5754512582908764,3.9000000000000066,82.39960601437286,P_mix
DK,300,0.0,17429,2025,1.1,0.2457446036541914,Europe,62.775444696957784,55.59938065667956,3.300000000000005,121.67482535363733,P_mix
DK,300,0.2,17429,2025,1.1,0.20462147635521877,Europe,63.58887403281326,45.3363253752807,3.3000000000000043,112.22519940809396,P_mix
DK,300,0.4,17429,2025,1.1,0.17587081258573106,Europe,64.03753334252109,34.9897363556264,3.3000000000000047,102.32726969814749,P_mix
