country,local_hour,demand_orig,demand_migrated,portfolio_w0_fit,portfolio_w3_fit
BY,15,0.4236152623595325,0.3594184473949138,0.4007932320424668,0.35065215710559555
BY,16,0.42709434392613577,0.3778563116725802,0.4250506612309241,0.3741584617809716
BY,17,0.4410777945572142,0.4011088057657314,0.4580085160301913,0.4046122629123616
BY,18,0.46124824501131134,0.4231455128214634,0.48887578040820845,0.43068526269075647
BY,19,0.4851779170384838,0.43686714088829065,0.5015695437079877,0.43926442137483757
BY,20,0.50809277350485,0.4334973572761573,0.4897230169170793,0.42416833420101235
BY,21,0.5036232571730251,0.40705630345051247,0.45381974753833815,0.3887761432784415
BY,22,0.43750325308156807,0.35700672880348683,0.39786142261985113,0.3401826620600711
BY,23,0.32704829924853723,0.290087268870198,0.3301606839843567,0.28542135072721203
CA,0,0.4105728181968269,0.3858522562268622,0.4142355105363963,0.3842824419196643
