country,year,scenario,power_scope,workload_scenario,ob_usd_yr,foreign_energy_share,mean_import_km,lcoe_gen,lcoe_tx,lcoe_store,lcoe_anc,lcoe_elec,lcoe_dc,lcoe_it
AF,2025,L2_W0,L2,W0,1.1,0.956009954945064,1977.621845086143,95.3104593501231,62.45923642423239,31.723241864349394,3.6269218539101895,193.1198594926151,168.3564479795399,775.1423154505775
AF,2025,L2_W1,L2,W1,1.1,0.955705692905042,1977.7112430076136,95.61047762431514,62.51781051343956,27.868362261577534,3.6268378590188988,189.6234882583511,168.3564479795399,775.1423154505775
AF,2025,L2_W2,L2,W2,1.1,0.9535309579610068,1984.3011525395236,96.56865885383073,63.26595717786362,17.861218780438158,3.627104110690646,181.3229389228232,168.3564479795399,775.1423154505775
AF,2025,L2_W3,L2,W3,1.1,0.9488814816977248,1997.6979105504795,97.13799655943835,64.06829904110879,7.6172380697542845,3.627517398442519,172.4510510687439,168.3564479795399,775.1423154505775
AF,2025,L3_W0,L3,W0,1.1,0.9786914731906304,7621.4776066826735,155.21967747901925,419.88982004331166,12.752368613858302,5.123855633164861,592.9857217693541,168.3564479795399,775.1423154505775
AF,2025,L3_W1,L3,W1,1.1,0.9759515438270048,7664.737228499475,154.18786852783683,419.69592757535884,10.21887540682247,5.127713024648076,589.2303845346662,168.3564479795399,775.1423154505775
AF,2025,L3_W2,L3,W2,1.1,0.981647034584367,7603.800230700201,150.37827834039174,417.3102532391286,3.391597362027312,5.1242273585623135,576.2043563001099,168.3564479795399,775.1423154505775
AF,2025,L3_W3,L3,W3,1.1,0.9823075606069698,7603.941565040992,150.5009735457439,419.0731158577827,3.1094131629122166,5.128717466384279,577.8122200328231,168.3564479795399,775.1423154505775
AR,2025,L0_W0,L0,W0,1.2,0.0,0.0,44.436777243735456,0.0,54.2118666455844,3.600000000000001,102.24864388931985,168.3564479795399,775.1423154505775
AR,2025,L0_W1,L0,W1,1.1,0.0,0.0,40.73371247342416,0.0,52.20935561170399,3.3000000000000007,96.24306808512814,168.3564479795399,775.1423154505775
AR,2025,L0_W2,L0,W2,1.1,0.0,0.0,40.73371247342416,0.0,45.26637427511448,3.3000000000000007,89.30008674853863,168.3564479795399,775.1423154505775
AR,2025,L0_W3,L0,W3,1.2,0.0,0.0,44.43677724373543,0.0,24.423874696942352,3.5999999999999988,72.46065194067778,168.3564479795399,775.1423154505775
AR,2025,L1_W0,L1,W0,1.1,0.8603144204617694,1049.7794153562163,70.32242995190845,33.47079412948782,36.248043265216275,3.472142250861534,143.51340959747407,168.3564479795399,775.1423154505775
AR,2025,L1_W1,L1,W1,1.1,0.8607198892264171,1045.9905687568396,70.60597461673173,33.44780093551603,32.07746088914983,3.4717533928188784,139.60298983421646,168.3564479795399,775.1423154505775
AR,2025,L1_W2,L1,W2,1.1,0.860912265896145,1032.5405975500073,71.46241281938056,33.57128792955411,21.341506414954612,3.4701252494533303,129.84533241334262,168.3564479795399,775.1423154505775
AR,2025,L1_W3,L1,W3,1.1,0.8605841494399101,1017.5059355622184,72.33712588521925,33.71523585471637,9.070407459806884,3.4682008397803106,118.59097003952282,168.3564479795399,775.1423154505775
AR,2025,L2_W0,L2,W0,1.1,0.8603144204617694,1049.7794153562163,70.32242995190845,33.47079412948782,36.248043265216275,3.472142250861534,143.51340959747407,168.3564479795399,775.1423154505775
AR,2025,L2_W1,L2,W1,1.1,0.8607198892264171,1045.9905687568396,70.60597461673173,33.44780093551603,32.07746088914983,3.4717533928188784,139.60298983421646,168.3564479795399,775.1423154505775
AR,2025,L2_W2,L2,W2,1.1,0.860912265896145,1032.5405975500073,71.46241281938056,33.57128792955411,21.341506414954612,3.4701252494533303,129.84533241334262,168.3564479795399,775.1423154505775
AR,2025,L2_W3,L2,W3,1.1,0.8605841494399101,1017.5059355622184,72.33712588521925,33.71523585471637,9.070407459806884,3.4682008397803106,118.59097003952282,168.3564479795399,775.1423154505775
AR,2025,L3_W0,L3,W0,1.1,0.9999999999999998,8979.29554707586,152.6684327528493,505.65109315175283,9.532122015965898,5.504514981537541,673.3561629021054,168.3564479795399,775.1423154505775
AR,2025,L3_W1,L3,W1,1.1,0.9999999999999996,9010.764369415603,151.84166153567887,503.3562600232255,6.688301227446813,5.514269041371864,667.4004918277229,168.3564479795399,775.1423154505775
AR,2025,L3_W2,L3,W2,1.1,0.994797760742904,9037.53622618095,151.6485697853028,502.05267522141526,1.7231206746101235,5.515681211712452,660.9400468930406,168.3564479795399,775.1423154505775
AR,2025,L3_W3,L3,W3,1.1,0.9921166842278888,9049.893994691072,151.2285188722495,501.3651511993107,0.7906623220958504,5.512236109403001,658.896568503059,168.3564479795399,775.1423154505775
AT,2025,L0_W0,L0,W0,1.1,0.0,0.0,63.264982654098354,0.0,60.63950666895489,3.3000000000000007,127.20448932305324,168.3564479795399,775.1423154505775
AT,2025,L0_W1,L0,W1,1.1,0.0,0.0,63.26498265409834,0.0,58.06884654600556,3.299999999999999,124.63382920010389,168.3564479795399,775.1423154505775
AT,2025,L0_W2,L0,W2,1.1,0.0,0.0,63.264982654098354,0.0,47.272090156104795,3.3000000000000007,113.83707281020314,168.3564479795399,775.1423154505775
AT,2025,L0_W3,L0,W3,1.1,0.0,0.0,63.26498265409834,0.0,32.972198127893634,3.299999999999999,99.53718078199198,168.3564479795399,775.1423154505775
AT,2025,L1_W0,L1,W0,1.1,0.94992397609891,1122.5607199859653,68.90726816400321,33.10767258954099,31.489103220522466,3.4997600929911936,137.00380406705787,168.3564479795399,775.1423154505775
AT,2025,L1_W1,L1,W1,1.1,0.9494193883023556,1123.311206482813,69.39583734540143,33.12894724062743,28.186254140258143,3.49975668838149,134.2107954146685,168.3564479795399,775.1423154505775
AT,2025,L1_W2,L1,W2,1.1,0.950609495779183,1126.4294394464432,70.08657906108155,32.84283646835223,17.69665439698926,3.500433067151582,124.12650299357465,168.3564479795399,775.1423154505775
AT,2025,L1_W3,L1,W3,1.1,0.9539053360523848,1122.296560156046,70.14266166164751,32.65546638545839,8.609366103681074,3.5005550467644295,114.9080491975514,168.3564479795399,775.1423154505775
AT,2025,L2_W0,L2,W0,1.1,0.9880014458046136,1850.444598917076,76.92040352341509,57.92413898401199,26.244528590956246,3.6185805856487416,164.70765168403207,168.3564479795399,775.1423154505775
AT,2025,L2_W1,L2,W1,1.1,0.9896528328144946,1857.282078763564,77.38410672599143,58.59029398949749,23.077118206870075,3.6202043784186957,162.67172330077767,168.3564479795399,775.1423154505775
AT,2025,L2_W2,L2,W2,1.1,0.9925857311892476,1876.083811609176,77.83620768969497,61.14985750574873,14.302985991542704,3.624144744708306,156.91319593169473,168.3564479795399,775.1423154505775
AT,2025,L2_W3,L2,W3,1.1,0.9955417699748942,1880.1581271864547,78.20542049889329,62.34633025876209,6.234503695985348,3.6258055675484337,150.41206002118918,168.3564479795399,775.1423154505775
AT,2025,L3_W0,L3,W0,1.1,0.9970891054168584,7650.543527010943,128.51638792073223,377.1805917072717,5.994904066247338,5.032495343758132,516.7243790380094,168.3564479795399,775.1423154505775
AT,2025,L3_W1,L3,W1,1.1,0.9969545811775754,7703.8217294586975,132.33890829673754,380.1746076904113,4.524937335228565,5.044749167612871,522.0832024899903,168.3564479795399,775.1423154505775
AT,2025,L3_W2,L3,W2,1.1,0.9980458838007168,7706.738527048983,133.78669353791665,381.7099821870163,1.452502733374135,5.0423433094737655,521.9915217677809,168.3564479795399,775.1423154505775
AT,2025,L3_W3,L3,W3,1.1,0.9981037841810012,7707.368094120835,133.77742436055476,381.6624166133014,1.0399565165028484,5.042432277119186,521.5222297674782,168.3564479795399,775.1423154505775
AU,2025,L0_W0,L0,W0,1.1,0.0,0.0,50.99640938125475,0.0,47.329950151329484,3.3,101.62635953258423,168.3564479795399,775.1423154505775
AU,2025,L0_W1,L0,W1,1.1,0.0,0.0,50.99640938125475,0.0,44.31921280660987,3.3,98.61562218786463,168.3564479795399,775.1423154505775
AU,2025,L0_W2,L0,W2,1.1,0.0,0.0,50.99640938125475,0.0,36.057016465293884,3.3,90.35342584654865,168.3564479795399,775.1423154505775
AU,2025,L0_W3,L0,W3,1.1,0.0,0.0,50.99640938125475,0.0,20.055085184047368,3.3,74.35149456530212,168.3564479795399,775.1423154505775
AU,2025,L1_W0,L1,W0,1.1,0.0,0.0,64.59791954991664,0.0,45.9943935949001,3.2999999999999985,113.89231314481675,168.3564479795399,775.1423154505775
AU,2025,L1_W1,L1,W1,1.1,0.0,0.0,64.83025343414042,0.0,43.35001134518576,3.2999999999999985,111.48026477932619,168.3564479795399,775.1423154505775
AU,2025,L1_W2,L1,W2,1.1,0.0,0.0,65.47356750454094,0.0,33.92653900669929,3.299999999999999,102.70010651124022,168.3564479795399,775.1423154505775
AU,2025,L1_W3,L1,W3,1.1,0.0,0.0,66.34793911694697,0.0,19.6319935613702,3.299999999999999,89.27993267831718,168.3564479795399,775.1423154505775
AU,2025,L2_W0,L2,W0,1.1,0.2657141645221894,2931.1296382315586,62.66249814278905,20.627879638475353,44.14404621822563,3.431388530974573,130.86581253046458,168.3564479795399,775.1423154505775
AU,2025,L2_W1,L2,W1,1.1,0.263927288924936,2931.1296382315586,62.888298654605144,20.479415782429108,39.28478347125777,3.4305049688950753,126.0830028771871,168.3564479795399,775.1423154505775
AU,2025,L2_W2,L2,W2,1.1,0.2631463974477837,2931.1296382315586,63.65504319863944,20.234786357888115,29.60602805941048,3.4301188389941037,116.92597645493214,168.3564479795399,775.1423154505775
AU,2025,L2_W3,L2,W3,1.1,0.2670982879420397,2931.1296382315586,64.60736712012934,20.325874961742105,14.247932845724257,3.4320729428995027,102.61324787049521,168.3564479795399,775.1423154505775
AU,2025,L3_W0,L3,W0,1.1,0.902274979039176,10263.539534264171,149.45100962964915,523.2044446172666,8.75429105101271,5.89046801679617,687.3002133147247,168.3564479795399,775.1423154505775
AU,2025,L3_W1,L3,W1,1.1,0.9042391344270592,10303.866798085808,153.69710005036154,526.8811882965646,6.6297743981981725,5.921831369561507,693.1298941146858,168.3564479795399,775.1423154505775
AU,2025,L3_W2,L3,W2,1.1,0.9106355756819638,10270.457947142604,158.01422886860215,530.5863306563882,1.100954538027934,5.942594679529927,695.6441087425483,168.3564479795399,775.1423154505775
AU,2025,L3_W3,L3,W3,1.1,0.9112244719301208,10265.474657784762,157.92907324572425,530.6574884415286,0.8001729618164625,5.943105820157383,695.3298404692266,168.3564479795399,775.1423154505775
BD,2025,L0_W0,L0,W0,1.1,0.0,0.0,123.47363467422818,0.0,64.1579055419634,3.3,190.9315402161916,168.3564479795399,775.1423154505775
BD,2025,L0_W1,L0,W1,1.1,0.0,0.0,123.47363467422824,0.0,61.59509316844146,3.300000000000001,188.3687278426697,168.3564479795399,775.1423154505775
BD,2025,L0_W2,L0,W2,1.1,0.0,0.0,123.47363467422818,0.0,55.090919338911306,3.3,181.86455401313947,168.3564479795399,775.1423154505775
BD,2025,L0_W3,L0,W3,1.1,0.0,0.0,123.47363467422818,0.0,40.972184131426125,3.3,167.7458188056543,168.3564479795399,775.1423154505775
BD,2025,L1_W0,L1,W0,1.1,0.6163091627726108,844.7824448356431,255.65669552679609,25.945337926642473,54.06631712985289,3.405195072963675,339.07354565625513,168.3564479795399,775.1423154505775
BD,2025,L1_W1,L1,W1,1.1,0.617886877970425,845.8849154217617,255.99285235085497,26.005095437592754,51.01845443705267,3.4055583014537087,336.42196052695414,168.3564479795399,775.1423154505775
BD,2025,L1_W2,L1,W2,1.1,0.6165300376302467,843.9985585255891,251.95824955829266,25.905755942624612,41.650722820242926,3.4051605345045886,322.91988885566485,168.3564479795399,775.1423154505775
BD,2025,L1_W3,L1,W3,1.1,0.6168859666328801,838.6082371368157,242.58843373652067,25.782524421124997,23.685440322171907,3.40475206157091,295.4611505413885,168.3564479795399,775.1423154505775
BD,2025,L2_W0,L2,W0,1.1,1.0000000000000016,2337.441787793118,116.04566955194954,60.92305788861947,29.369228560649574,3.697757052679323,210.0357130538979,168.3564479795399,775.1423154505775
BD,2025,L2_W1,L2,W1,1.1,1.0000000000000016,2342.585635241351,115.46223908758073,61.029957382580044,26.361370981906536,3.698581500194326,206.55214895226163,168.3564479795399,775.1423154505775
BD,2025,L2_W2,L2,W2,1.1,1.0000000000000016,2351.1324168422216,114.48837676770424,61.44969733763473,14.798957411541032,3.699980961577168,194.43701247845715,168.3564479795399,775.1423154505775
BD,2025,L2_W3,L2,W3,1.1,1.0000000000000016,2349.2052630500366,114.96493871158283,61.50646163097955,5.5239140562878575,3.699695441471239,185.6950098403215,168.3564479795399,775.1423154505775
BD,2025,L3_W0,L3,W0,1.1,1.0000000000000004,9322.357801716813,152.98198721828874,596.7965045643551,6.2580949195805475,6.008099512693515,762.0446862149179,168.3564479795399,775.1423154505775
BD,2025,L3_W1,L3,W1,1.1,1.0000000000000004,9180.247254435411,152.44501928426882,577.8227909285871,4.8451520387044855,5.931358528512138,741.0443207800726,168.3564479795399,775.1423154505775
BD,2025,L3_W2,L3,W2,1.1,1.0000000000000004,9056.729322547077,152.42090912575816,567.4072430285308,1.2570356498955868,5.872818955847388,726.9580067600318,168.3564479795399,775.1423154505775
BD,2025,L3_W3,L3,W3,1.1,1.0000000000000009,9053.924947662636,152.32926272485568,567.4635088101053,1.0966844579932988,5.872331134558821,726.761787127513,168.3564479795399,775.1423154505775
BE,2025,L0_W0,L0,W0,1.1,0.0,0.0,31.667939856766903,0.0,53.15994576584935,3.300000000000001,88.12788562261625,168.3564479795399,775.1423154505775
BE,2025,L0_W1,L0,W1,1.1,0.0,0.0,31.667939856766903,0.0,48.673565935174366,3.300000000000001,83.64150579194127,168.3564479795399,775.1423154505775
BE,2025,L0_W2,L0,W2,1.1,0.0,0.0,31.667939856766896,0.0,39.215601119303074,3.3000000000000007,74.18354097606996,168.3564479795399,775.1423154505775
BE,2025,L0_W3,L0,W3,1.1,0.0,0.0,31.667939856766903,0.0,21.320670330859077,3.300000000000001,56.28861018762598,168.3564479795399,775.1423154505775
BE,2025,L1_W0,L1,W0,1.1,0.8867036192392099,921.6031991414054,69.06094490415578,26.363834232535265,31.95449531282832,3.4611617142967557,130.8404361638161,168.3564479795399,775.1423154505775
BE,2025,L1_W1,L1,W1,1.1,0.8882512629224123,927.4170960456404,69.65930987074108,26.564322584473626,27.30420959852573,3.46218398632585,126.99002604006631,168.3564479795399,775.1423154505775
BE,2025,L1_W2,L1,W2,1.1,0.8918421948659692,950.5772085922318,70.73334498375712,27.687041392879976,17.53577878698797,3.465831539888648,119.42199670351371,168.3564479795399,775.1423154505775
BE,2025,L1_W3,L1,W3,1.1,0.8953844860212056,955.2862699296636,71.12787308340334,28.198159500614526,8.058265521226238,3.467139370244495,110.8514374754886,168.3564479795399,775.1423154505775
BE,2025,L2_W0,L2,W0,1.1,0.9140849222010088,1560.336083507797,68.15962986751603,48.04978961423621,27.173162410887574,3.554345496250311,146.93692738889013,168.3564479795399,775.1423154505775
BE,2025,L2_W1,L2,W1,1.1,0.9143614014399316,1579.9228795885856,68.60284812393581,48.98587382882658,23.566428658638255,3.5571215356900123,144.71227214709066,168.3564479795399,775.1423154505775
BE,2025,L2_W2,L2,W2,1.1,0.915527430593044,1617.0650730353188,69.0444219526284,51.46242067388824,15.252008582605695,3.5625510438491093,139.32140225297144,168.3564479795399,775.1423154505775
BE,2025,L2_W3,L2,W3,1.1,0.9126846927763224,1628.3214148332972,68.98279956231775,52.531621823521775,6.815268061623176,3.563224502317352,131.89291394978005,168.3564479795399,775.1423154505775
BE,2025,L3_W0,L3,W0,1.1,1.000000000000001,7415.486253604995,136.28925948416722,364.5598996255528,6.274484535346014,4.963377328673871,512.08702097374,168.3564479795399,775.1423154505775
BE,2025,L3_W1,L3,W1,1.1,1.0000000000000009,7404.720876589668,137.3902528702303,356.7620042060632,4.538290737056427,4.942959969811609,503.6335077831615,168.3564479795399,775.1423154505775
BE,2025,L3_W2,L3,W2,1.1,1.000000000000001,7366.856920184295,138.70575865732246,352.8143026778289,1.0991199710693769,4.921539893341506,497.5407211995623,168.3564479795399,775.1423154505775
BE,2025,L3_W3,L3,W3,1.1,1.000000000000001,7364.655890959392,138.67820097598346,352.54510986907195,0.9115203232586928,4.920500960654275,497.05533212896836,168.3564479795399,775.1423154505775
BF,2025,L0_W0,L0,W0,1.1,0.0,0.0,143.32449365500247,0.0,67.94597577495082,3.3,214.57046942995328,168.3564479795399,775.1423154505775
BF,2025,L0_W1,L0,W1,1.1,0.0,0.0,143.32449365500247,0.0,64.67859075198513,3.3,211.30308440698758,168.3564479795399,775.1423154505775
BF,2025,L0_W2,L0,W2,1.1,0.0,0.0,143.32449365500247,0.0,56.59814613276359,3.3,203.22263978776604,168.3564479795399,775.1423154505775
BF,2025,L0_W3,L0,W3,1.1,0.0,0.0,143.32449365500247,0.0,41.205707775184095,3.3,187.83020143018655,168.3564479795399,775.1423154505775
BF,2025,L1_W0,L1,W0,1.1,0.7635345800485935,794.9270370797938,170.49002858466326,24.02967931768942,45.22332479198984,3.4242712201478693,243.1673039144904,168.3564479795399,775.1423154505775
BF,2025,L1_W1,L1,W1,1.1,0.7625384153862482,794.8731481980312,169.3980073216679,23.915723405625943,43.0784151446185,3.4241032593891485,239.81624913130153,168.3564479795399,775.1423154505775
BF,2025,L1_W2,L1,W2,1.1,0.764360301461931,794.8139605864172,166.95883103457115,23.74612369119744,31.89297618565943,3.4243933502356247,226.02232426166364,168.3564479795399,775.1423154505775
BF,2025,L1_W3,L1,W3,1.1,0.7699175985563881,794.9141815352333,164.62820932564819,23.67047344981151,13.85306990352758,3.425308676400524,205.57706135538783,168.3564479795399,775.1423154505775
BF,2025,L2_W0,L2,W0,1.1,1.0000000000000002,1725.388743320766,120.88317295442438,56.097326087944644,39.24365034094305,3.6035797309458264,219.82772911425792,168.3564479795399,775.1423154505775
BF,2025,L2_W1,L2,W1,1.1,1.0000000000000004,1739.1661177003205,120.61943092648315,56.30153332189554,34.84490758414781,3.6056899902885524,215.37156182281504,168.3564479795399,775.1423154505775
BF,2025,L2_W2,L2,W2,1.1,1.0000000000000002,1750.0960020015723,120.66168101320054,56.70108739416293,24.014102943605344,3.6073581078728862,204.9842294588417,168.3564479795399,775.1423154505775
BF,2025,L2_W3,L2,W3,1.1,1.0000000000000002,1727.3050686192878,121.54590840625666,56.65603965311328,9.459256620514104,3.60385303186392,191.26505771174794,168.3564479795399,775.1423154505775
BF,2025,L3_W0,L3,W0,1.1,1.0,7899.538659799996,131.70927090349204,448.53260031876664,14.533825064076177,5.2875329459038,600.0632292322388,168.3564479795399,775.1423154505775
BF,2025,L3_W1,L3,W1,1.1,0.9999999999999992,7905.665224597156,130.80051216248754,447.5959785443821,10.942500568850072,5.284589025629723,594.6235803013493,168.3564479795399,775.1423154505775
BF,2025,L3_W2,L3,W2,1.1,0.9999999999999992,7953.123019742606,135.50958799332972,456.2713654626149,1.8663310873360734,5.291659546917193,598.9389440901979,168.3564479795399,775.1423154505775
BF,2025,L3_W3,L3,W3,1.1,0.9999999999999996,7950.31891885005,135.31974530634977,457.952971902479,1.0608892015799047,5.288710209277527,599.6223166196862,168.3564479795399,775.1423154505775
BG,2025,L0_W0,L0,W0,1.1,0.0,0.0,67.76570696109664,0.0,61.12594416543319,3.3000000000000007,132.19165112652985,168.3564479795399,775.1423154505775
BG,2025,L0_W1,L0,W1,1.1,0.0,0.0,67.76570696109664,0.0,57.88273808493257,3.3000000000000007,128.9484450460292,168.3564479795399,775.1423154505775
BG,2025,L0_W2,L0,W2,1.1,0.0,0.0,67.76570696109664,0.0,55.09778322301021,3.3000000000000007,126.16349018410685,168.3564479795399,775.1423154505775
BG,2025,L0_W3,L0,W3,1.2,0.0,0.0,73.92622577574178,0.0,37.555496223834474,3.600000000000001,115.08172199957626,168.3564479795399,775.1423154505775
BG,2025,L1_W0,L1,W0,1.1,0.9683272426119218,1056.980303556026,116.3218323667173,44.19610292932584,38.93606767756436,3.4947224591793216,202.9487254327868,168.3564479795399,775.1423154505775
BG,2025,L1_W1,L1,W1,1.1,0.9695860138337457,1060.196715268038,116.55356913122735,44.417638502455574,35.30854502918257,3.495426662018479,199.77517932488396,168.3564479795399,775.1423154505775
BG,2025,L1_W2,L1,W2,1.1,0.9693446659085334,1068.2771977692908,115.9731337538874,44.72194981000524,24.19636193391383,3.496510395675426,188.38795589348192,168.3564479795399,775.1423154505775
BG,2025,L1_W3,L1,W3,1.1,0.9684828106953032,1074.7054994800903,114.50245006967356,44.898996157434134,10.635049202363003,3.497239173409095,173.53373460287978,168.3564479795399,775.1423154505775
BG,2025,L2_W0,L2,W0,1.1,0.9978460519985964,2124.2962606804604,79.7940124862742,68.26771629360879,25.157129140587575,3.6636233335347606,176.8824812540053,168.3564479795399,775.1423154505775
BG,2025,L2_W1,L2,W1,1.1,1.000000000000002,2131.919140124168,80.75344281332538,69.43063804310587,22.12713479431405,3.665668294544933,175.97688394529027,168.3564479795399,775.1423154505775
BG,2025,L2_W2,L2,W2,1.1,1.0000000000000018,2146.4685956118137,81.64922303225076,71.43478704830018,13.122667320317008,3.6679760027663924,169.87465340363434,168.3564479795399,775.1423154505775
BG,2025,L2_W3,L2,W3,1.1,1.0000000000000018,2156.0981480284936,82.11392336460034,72.09597813892762,5.795298398451462,3.6694399943422984,163.67463989632168,168.3564479795399,775.1423154505775
BG,2025,L3_W0,L3,W0,1.1,1.0000000000000009,7529.195354879095,118.14397418341905,375.99700740869577,5.565670163684018,5.0456271758409725,504.7522789316398,168.3564479795399,775.1423154505775
BG,2025,L3_W1,L3,W1,1.1,1.0000000000000009,7535.484484343127,117.476406342894,377.1223276899548,4.327535947557783,5.043844987075409,503.97011496748195,168.3564479795399,775.1423154505775
BG,2025,L3_W2,L3,W2,1.1,1.000000000000001,7548.631362012944,119.60812890827629,378.62894758881794,1.2075343821964835,5.044470579828899,504.4890814591196,168.3564479795399,775.1423154505775
BG,2025,L3_W3,L3,W3,1.1,1.000000000000001,7549.518021487504,119.58258930546192,378.5799677709326,1.0009948696418827,5.044464446809526,504.20801639284593,168.3564479795399,775.1423154505775
BH,2025,L0_W0,L0,W0,1.1,0.0,0.0,84.61533154862856,0.0,65.93367758491365,3.3000000000000007,153.8490091335422,168.3564479795399,775.1423154505775
BH,2025,L0_W1,L0,W1,1.1,0.0,0.0,84.61533154862856,0.0,63.007005711463066,3.3000000000000007,150.9223372600916,168.3564479795399,775.1423154505775
BH,2025,L0_W2,L0,W2,1.1,0.0,0.0,84.61533154862856,0.0,55.8312236800616,3.3000000000000007,143.74655522869014,168.3564479795399,775.1423154505775
BH,2025,L0_W3,L0,W3,1.1,0.0,0.0,84.61533154862856,0.0,41.04986076982657,3.3000000000000007,128.96519231845514,168.3564479795399,775.1423154505775
BH,2025,L1_W0,L1,W0,1.1,0.959949684879079,1028.827403900659,67.83886249833989,32.212534300575214,39.6718070906293,3.4889893612691942,143.21219325081358,168.3564479795399,775.1423154505775
BH,2025,L1_W1,L1,W1,1.1,0.9592653810575178,1031.4275182451631,67.92803719234351,32.2698862532627,34.99477605805968,3.489213230518298,138.68191273418418,168.3564479795399,775.1423154505775
