country,year,scenario,power_scope,workload_scenario,ob_usd_yr,foreign_energy_share,mean_import_km,lcoe_gen,lcoe_tx,lcoe_store,lcoe_anc,lcoe_elec,lcoe_dc,lcoe_it
PE,2029,L1_W3,L1,W3,1.1,0.6272610535893806,1112.4602924998676,63.75497417961645,25.642849374792846,9.733672939583899,3.4310455464398864,102.56254204043307,168.3564479795399,775.1423154505775
PE,2029,L2_W0,L2,W0,1.1,0.6977933127127307,1847.9806710547684,89.53271277669731,50.11505332375423,29.911169596121663,3.5253921768318555,173.08432787340504,168.3564479795399,775.1423154505775
PE,2029,L2_W1,L2,W1,1.1,0.7029090045075106,1841.7127311465736,89.05060202037258,50.38292823218368,27.561947699030572,3.5263930924853764,170.5218710440722,168.3564479795399,775.1423154505775
PE,2029,L2_W2,L2,W2,1.1,0.7141816588218555,1829.0338670231947,87.39377191680299,50.695654355420984,18.750946429477267,3.5287172389059953,160.36908994060724,168.3564479795399,775.1423154505775
PE,2029,L2_W3,L2,W3,1.1,0.7213943128702567,1813.403700496557,87.85645966006027,50.68615046727529,7.24453606114946,3.529376000762503,149.3165221892475,168.3564479795399,775.1423154505775
PE,2029,L3_W0,L3,W0,1.1,0.981794500468067,9210.193350256588,135.00291786746226,536.2385984813855,8.166200216304741,5.626037392610513,685.0337539577631,168.3564479795399,775.1423154505775
PE,2029,L3_W1,L3,W1,1.1,0.9818605939630392,9170.068667765892,135.3136604176863,532.6836103901438,5.089308381686496,5.6143893637299485,678.7009685532465,168.3564479795399,775.1423154505775
PE,2029,L3_W2,L3,W2,1.1,0.9843026534572948,9136.740886553502,134.9146721448241,531.394853315366,1.0959889851148608,5.6131964987253085,673.0187109440304,168.3564479795399,775.1423154505775
PE,2029,L3_W3,L3,W3,1.1,0.9847004932971576,9133.139261916018,134.78353934700147,532.4043610567445,0.3958207266984641,5.613779922453344,673.1975010528978,168.3564479795399,775.1423154505775
PH,2029,L0_W0,L0,W0,1.1,0.0,0.0,35.03833179197074,0.0,48.81005831929298,3.3000000000000007,87.14839011126372,168.3564479795399,775.1423154505775
PH,2029,L0_W1,L0,W1,1.1,0.0,0.0,35.038331791970734,0.0,46.697545130119295,3.299999999999999,85.03587692209003,168.3564479795399,775.1423154505775
PH,2029,L0_W2,L0,W2,1.1,0.0,0.0,35.038331791970734,0.0,40.569598152035745,3.299999999999999,78.90792994400648,168.3564479795399,775.1423154505775
PH,2029,L0_W3,L0,W3,1.1,0.0,0.0,35.03833179197074,0.0,28.10942055676079,3.3000000000000007,66.44775234873153,168.3564479795399,775.1423154505775
PH,2029,L1_W0,L1,W0,1.1,0.242338082253656,1094.781903301979,89.86893713391511,11.881246303545277,50.88334237656296,3.3498675570688348,155.9833933710922,168.3564479795399,775.1423154505775
PH,2029,L1_W1,L1,W1,1.1,0.243248379776995,1094.781903301979,88.20889141907293,11.979845400594048,48.314378432786704,3.3500548751876917,151.85317012764136,168.3564479795399,775.1423154505775
PH,2029,L1_W2,L1,W2,1.1,0.2408136756729768,1094.781903301979,83.00927619601696,12.00169740979732,40.423014978439525,3.3495538695482807,138.7835424538021,168.3564479795399,775.1423154505775
PH,2029,L1_W3,L1,W3,1.1,0.2317387529696449,1094.781903301979,74.8883008857497,11.748508533542847,30.245616190812576,3.347686460919823,120.23011207102496,168.3564479795399,775.1423154505775
PH,2029,L2_W0,L2,W0,1.1,0.7449671224408924,2570.936689332448,124.16262352060629,70.24256380455788,32.28319287841583,3.6248526976479276,230.31323290122793,168.3564479795399,775.1423154505775
PH,2029,L2_W1,L2,W1,1.1,0.7430964191784967,2575.047009061652,122.97426842793325,70.06546464877712,29.450420688071315,3.624541031488395,226.1146947962701,168.3564479795399,775.1423154505775
PH,2029,L2_W2,L2,W2,1.1,0.7428210663212675,2589.0508518590186,120.35860763787808,70.02060496829158,21.50386606498501,3.6261200932206132,215.5091987643753,168.3564479795399,775.1423154505775
PH,2029,L2_W3,L2,W3,1.1,0.7395593885248589,2610.639538844453,116.46225477975888,69.7662940857847,8.709658945417548,3.627281942049416,198.56548975301055,168.3564479795399,775.1423154505775
PH,2029,L3_W0,L3,W0,1.1,0.9628685131615764,9599.774417763538,125.77734009818359,501.373018259972,3.4612605582236213,5.770000214488736,636.381619130868,168.3564479795399,775.1423154505775
PH,2029,L3_W1,L3,W1,1.1,0.9587163364037982,9592.005138428687,124.58911236906027,489.25155700553864,2.4728028895144383,5.735616785756095,622.0490890498695,168.3564479795399,775.1423154505775
PH,2029,L3_W2,L3,W2,1.1,0.9547484982709634,9601.071837947256,123.9455845772952,483.7474184818456,0.660296815920759,5.7217873789667,614.0750872540283,168.3564479795399,775.1423154505775
PH,2029,L3_W3,L3,W3,1.1,0.954665811852172,9602.092897226994,123.88447942879749,483.8001740293017,0.3029702097352529,5.7221116940197385,613.7097353618541,168.3564479795399,775.1423154505775
PK,2029,L0_W0,L0,W0,1.1,0.0,0.0,48.40055062003716,0.0,47.06379886660242,3.300000000000001,98.76434948663957,168.3564479795399,775.1423154505775
PK,2029,L0_W1,L0,W1,1.1,0.0,0.0,48.40055062003716,0.0,44.64703983750385,3.300000000000001,96.347590457541,168.3564479795399,775.1423154505775
PK,2029,L0_W2,L0,W2,1.1,0.0,0.0,48.40055062003716,0.0,37.29726697815445,3.300000000000001,88.9978175981916,168.3564479795399,775.1423154505775
PK,2029,L0_W3,L0,W3,1.1,0.0,0.0,48.40055062003716,0.0,22.494020513273977,3.300000000000001,74.19457113331114,168.3564479795399,775.1423154505775
PK,2029,L1_W0,L1,W0,1.1,0.7860383561022266,1259.1090759159476,147.1259289421089,36.74413316409898,34.19981246707839,3.4810730165387196,221.55094758982497,168.3564479795399,775.1423154505775
PK,2029,L1_W1,L1,W1,1.1,0.7885148744736915,1257.7709238298785,148.95236186582864,36.86397710562947,31.74914587779,3.4814899953978213,221.04697484464592,168.3564479795399,775.1423154505775
PK,2029,L1_W2,L1,W2,1.1,0.7935427005398228,1255.4258953523247,151.8065813381569,37.28178513341791,22.89898033359957,3.4823823933372,215.46972919851157,168.3564479795399,775.1423154505775
PK,2029,L1_W3,L1,W3,1.1,0.7954079172177448,1254.9590694288804,153.01089994495635,37.77297232176253,9.953110627375132,3.482772368265315,204.21975526235929,168.3564479795399,775.1423154505775
PK,2029,L2_W0,L2,W0,1.1,0.8644800904035879,1705.529209043341,78.6170320101742,54.06419129179277,32.80869670329025,3.5578069451220937,169.0477269503793,168.3564479795399,775.1423154505775
PK,2029,L2_W1,L2,W1,1.1,0.8663056378902916,1701.2373825407285,78.92308136045894,54.27321329886785,31.119917687374457,3.5577862628970807,167.87399860959835,168.3564479795399,775.1423154505775
PK,2029,L2_W2,L2,W2,1.1,0.8713775539487111,1693.2273598068186,79.7323729554916,54.47802256674583,22.42003351734924,3.5582488560389227,160.1886778956256,168.3564479795399,775.1423154505775
PK,2029,L2_W3,L2,W3,1.1,0.8768847527622509,1694.3241259120848,80.72091912458912,55.35634945048883,8.586289981534067,3.560052188760855,148.22361074537287,168.3564479795399,775.1423154505775
PK,2029,L3_W0,L3,W0,1.1,1.000000000000001,8386.597653016814,114.15490876489524,445.99345363454705,4.5626355904220475,5.4567681923499665,570.1677661822143,168.3564479795399,775.1423154505775
PK,2029,L3_W1,L3,W1,1.1,1.0000000000000009,8250.150856737515,113.29616604837987,434.9288407963984,3.199490355135097,5.40866508273375,556.8331622826471,168.3564479795399,775.1423154505775
PK,2029,L3_W2,L3,W2,1.1,1.000000000000001,8128.09594627521,111.8045560410552,425.0902170594052,1.2802001843012367,5.365178174511866,543.5401514592735,168.3564479795399,775.1423154505775
PK,2029,L3_W3,L3,W3,1.1,1.0000000000000009,8128.96174110879,111.68238156770147,425.335375722013,0.6281056961026406,5.365724038655554,543.0115870244726,168.3564479795399,775.1423154505775
PL,2029,L0_W0,L0,W0,1.1,0.0,0.0,58.163892571513614,0.0,52.61790968528195,3.3,114.08180225679557,168.3564479795399,775.1423154505775
PL,2029,L0_W1,L0,W1,1.1,0.0,0.0,58.163892571513614,0.0,48.30758664934593,3.3,109.77147922085953,168.3564479795399,775.1423154505775
PL,2029,L0_W2,L0,W2,1.1,0.0,0.0,58.16389257151362,0.0,47.48295939596467,3.3000000000000007,108.94685196747828,168.3564479795399,775.1423154505775
PL,2029,L0_W3,L0,W3,1.1,0.0,0.0,58.163892571513614,0.0,29.654235595707366,3.3,91.11812816722097,168.3564479795399,775.1423154505775
PL,2029,L1_W0,L1,W0,1.1,0.9978431370371346,1013.1243947023784,62.676242436487804,33.071877187540174,29.750955949980018,3.494221605397525,128.99329717940554,168.3564479795399,775.1423154505775
PL,2029,L1_W1,L1,W1,1.1,0.997101414818066,1015.5467343912924,63.05249264490494,33.347529860819236,27.02515826355518,3.494421994313508,126.91960276359286,168.3564479795399,775.1423154505775
PL,2029,L1_W2,L1,W2,1.1,0.9977891081737356,1024.5363121102614,63.94288405706749,34.150927568547196,18.60474610516452,3.495840273050283,120.1943980038295,168.3564479795399,775.1423154505775
PL,2029,L1_W3,L1,W3,1.1,1.0000000000000029,1030.4388385201642,64.41815482550615,34.53854001512124,8.27226499909557,3.4971186575591826,110.72607849728215,168.3564479795399,775.1423154505775
PL,2029,L2_W0,L2,W0,1.1,0.9906781249521552,1870.8870624830708,73.31129244624631,63.8961815386247,24.58243810013487,3.624609417848825,165.4145215028547,168.3564479795399,775.1423154505775
PL,2029,L2_W1,L2,W1,1.1,0.9901428502848044,1884.3163251831336,73.44482089770561,64.54926944073,22.249887920797935,3.626543332465709,163.87052159169926,168.3564479795399,775.1423154505775
PL,2029,L2_W2,L2,W2,1.1,0.9882940079919535,1925.1981088535852,73.16269944637011,66.36744432566779,14.557945004101722,3.6323001332787053,157.72038890941835,168.3564479795399,775.1423154505775
PL,2029,L2_W3,L2,W3,1.1,0.9900223565933484,1949.623954628378,73.12664967898321,67.85708755533213,6.005481884733731,3.636721977295123,150.62594109634418,168.3564479795399,775.1423154505775
PL,2029,L3_W0,L3,W0,1.1,0.9899234261872356,8158.500800030466,108.69257338290471,421.35052117750604,3.9787771006167048,5.196171952117864,539.2180436131454,168.3564479795399,775.1423154505775
PL,2029,L3_W1,L3,W1,1.1,0.9887634934160688,8133.257123730904,106.95921584022106,413.17652542488855,2.9955356732905045,5.1778693884269185,528.309146326827,168.3564479795399,775.1423154505775
PL,2029,L3_W2,L3,W2,1.1,0.9873784841594592,8116.941501285156,106.71145790265658,410.36356520205305,0.7841682117439841,5.16777776415623,523.0269690806099,168.3564479795399,775.1423154505775
PL,2029,L3_W3,L3,W3,1.1,0.9872690051631242,8117.346875091071,106.69378109767091,410.1801945011451,0.4616793409903612,5.167413626111133,522.5030685659176,168.3564479795399,775.1423154505775
PS,2029,L0_W0,L0,W0,1.1,0.0,0.0,449.24025264475154,0.0,55.919763077709106,3.3000000000000007,508.4600157224606,168.3564479795399,775.1423154505775
PS,2029,L0_W1,L0,W1,1.1,0.0,0.0,449.24025264475154,0.0,53.56229866091407,3.3,506.10255130566554,168.3564479795399,775.1423154505775
PS,2029,L0_W2,L0,W2,1.1,0.0,0.0,449.24025264475154,0.0,47.7778182628863,3.3000000000000007,500.31807090763783,168.3564479795399,775.1423154505775
PS,2029,L0_W3,L0,W3,1.1,0.0,0.0,449.24025264475154,0.0,35.269835046583964,3.3000000000000007,487.81008769133547,168.3564479795399,775.1423154505775
PS,2029,L1_W0,L1,W0,1.1,0.9708560003492416,800.3762569123699,72.6055994080998,30.79427444929992,32.12687704801686,3.460067950685738,138.9868188561023,168.3564479795399,775.1423154505775
PS,2029,L1_W1,L1,W1,1.1,0.9720193132456398,802.873058995015,72.71461730942563,31.021118075616336,29.65852049340653,3.4606068024660304,136.85486268091452,168.3564479795399,775.1423154505775
PS,2029,L1_W2,L1,W2,1.1,0.974688182689158,801.5530730332408,73.00574860773366,31.32817356599093,20.489104257831087,3.460874489862273,128.28390092141797,168.3564479795399,775.1423154505775
PS,2029,L1_W3,L1,W3,1.1,0.9761335677389636,791.4016275645539,73.27881630305221,31.17591507156954,8.654303751485584,3.4597113869035803,116.56874651301091,168.3564479795399,775.1423154505775
PS,2029,L2_W0,L2,W0,1.1,0.9795162132475388,2113.3291775821854,79.19409731845512,72.59486024661645,22.50049707801082,3.6580553329293886,177.9475099760118,168.3564479795399,775.1423154505775
PS,2029,L2_W1,L2,W1,1.1,0.979452764192324,2127.928282024457,79.32048624708544,73.23975009911851,19.89488932527179,3.660243117550431,176.11536878902618,168.3564479795399,775.1423154505775
PS,2029,L2_W2,L2,W2,1.1,0.9801362117686346,2158.01561944998,79.76843238336797,74.81652722656194,11.376987220930754,3.665140826025423,169.62708765688606,168.3564479795399,775.1423154505775
PS,2029,L2_W3,L2,W3,1.1,0.9810203171338628,2179.1891217057096,80.61942974089104,75.9205753700965,4.2509656231921165,3.668768257600575,164.4597389917802,168.3564479795399,775.1423154505775
PS,2029,L3_W0,L3,W0,1.1,1.0000000000000009,7717.594144033322,114.74679264119652,405.86586778875926,6.966636572659373,5.186917866599302,532.7662148692144,168.3564479795399,775.1423154505775
PS,2029,L3_W1,L3,W1,1.1,1.0000000000000009,7747.433100765682,114.51820947861296,402.9132624566664,5.738327481996381,5.183578073878005,528.3533774911538,168.3564479795399,775.1423154505775
PS,2029,L3_W2,L3,W2,1.1,1.0000000000000009,7665.383411343325,113.28800899567115,398.60171387104623,2.210011759326541,5.151632977664001,519.251367603708,168.3564479795399,775.1423154505775
PS,2029,L3_W3,L3,W3,1.1,1.000000000000001,7638.284457856324,112.96791405872412,397.6512449335709,0.8260587040750104,5.142735316398148,516.5879530127681,168.3564479795399,775.1423154505775
PT,2029,L0_W0,L0,W0,1.1,0.0,0.0,111.7229149021112,0.0,52.550160454008136,3.3000000000000007,167.57307535611935,168.3564479795399,775.1423154505775
PT,2029,L0_W1,L0,W1,1.1,0.0,0.0,111.7229149021112,0.0,49.88820150296964,3.3000000000000007,164.91111640508086,168.3564479795399,775.1423154505775
PT,2029,L0_W2,L0,W2,1.1,0.0,0.0,111.72291490211119,0.0,42.85092651974952,3.3,157.8738414218607,168.3564479795399,775.1423154505775
PT,2029,L0_W3,L0,W3,1.1,0.0,0.0,111.72291490211119,0.0,28.88346153983081,3.3,143.906376441942,168.3564479795399,775.1423154505775
PT,2029,L1_W0,L1,W0,1.1,0.8888735536549989,1054.8347780216748,66.95225195261864,29.908497452673103,34.22182112571921,3.478469359604417,134.56103989061535,168.3564479795399,775.1423154505775
PT,2029,L1_W1,L1,W1,1.1,0.8814388370030399,1055.5931713262196,67.23071082693572,29.73078007951725,31.193287458637577,3.4770727147994527,131.63185107988997,168.3564479795399,775.1423154505775
PT,2029,L1_W2,L1,W2,1.1,0.8728068011254985,1046.3366046259496,67.56667391894341,28.984504828542132,23.172137280624263,3.474170417078923,123.19748644518873,168.3564479795399,775.1423154505775
PT,2029,L1_W3,L1,W3,1.1,0.8708145377513987,1033.1189617712562,67.51062667064991,28.31824627620053,10.384001682413276,3.472109111060432,109.68498374032414,168.3564479795399,775.1423154505775
PT,2029,L2_W0,L2,W0,1.1,1.0000000000000036,2090.684620603841,61.27957532013107,60.72950574955317,25.94091247689229,3.660453070998302,151.61044661757484,168.3564479795399,775.1423154505775
PT,2029,L2_W1,L2,W1,1.1,1.0000000000000042,2098.176679857648,61.39965062255841,60.65503528619605,23.548071909936578,3.661610991491453,149.2643688101825,168.3564479795399,775.1423154505775
PT,2029,L2_W2,L2,W2,1.1,1.0000000000000038,2124.56730483232,61.96743865103736,61.42592790568474,16.36416685022455,3.665705414995283,143.42323882194194,168.3564479795399,775.1423154505775
PT,2029,L2_W3,L2,W3,1.1,1.0000000000000042,2143.4206976279274,62.692076671699915,62.35965558923384,7.572028338647291,3.66864519013923,136.29240578972028,168.3564479795399,775.1423154505775
PT,2029,L3_W0,L3,W0,1.1,0.9945335564411872,8039.292192604709,130.43072656843069,464.6945593902471,4.7206565527627555,5.278323883864396,605.1242663953049,168.3564479795399,775.1423154505775
PT,2029,L3_W1,L3,W1,1.1,0.9947102207507972,7971.61131397178,129.33047746626227,452.10458883178825,3.2618175610715188,5.239584018909841,589.9364678780319,168.3564479795399,775.1423154505775
PT,2029,L3_W2,L3,W2,1.1,0.9947317575296076,7892.095317829124,128.8468768533414,440.6679073884467,0.7053522953489326,5.203441329398618,575.4235778665355,168.3564479795399,775.1423154505775
PT,2029,L3_W3,L3,W3,1.1,0.9947389791586436,7891.3358289734015,128.80577810704287,440.55368522884123,0.38839907540560814,5.203199135121599,574.9510615464113,168.3564479795399,775.1423154505775
PY,2029,L0_W0,L0,W0,1.1,0.0,0.0,104.1415810470809,0.0,45.52102293906772,3.3000000000000007,152.96260398614862,168.3564479795399,775.1423154505775
PY,2029,L0_W1,L0,W1,1.1,0.0,0.0,104.14158104708095,0.0,43.01056412541466,3.3000000000000016,150.45214517249562,168.3564479795399,775.1423154505775
PY,2029,L0_W2,L0,W2,1.1,0.0,0.0,104.1415810470809,0.0,36.063612524718486,3.3000000000000007,143.5051935717994,168.3564479795399,775.1423154505775
PY,2029,L0_W3,L0,W3,1.1,0.0,0.0,104.14158104708095,0.0,22.92891513579748,3.3000000000000016,130.37049618287844,168.3564479795399,775.1423154505775
PY,2029,L1_W0,L1,W0,1.1,0.9542910948697828,1190.827505353261,70.10729884513573,41.748246144774875,31.38657634243451,3.5097858302556606,146.7519071626008,168.3564479795399,775.1423154505775
PY,2029,L1_W1,L1,W1,1.1,0.9565331093687508,1190.9637630009247,70.2010272458551,41.914238594617004,28.429064219565948,3.510297968969582,144.05462802900766,168.3564479795399,775.1423154505775
PY,2029,L1_W2,L1,W2,1.1,0.9621201542060798,1191.660350977589,70.36121194047446,42.423281168863014,20.54175798251334,3.5116249765374277,136.83787606838823,168.3564479795399,775.1423154505775
PY,2029,L1_W3,L1,W3,1.1,0.9726721468476314,1192.3828821517614,70.3459081033411,43.37637953068112,9.093000832994191,3.5140496338885585,126.32933810090496,168.3564479795399,775.1423154505775
PY,2029,L2_W0,L2,W0,1.1,0.9738556955609428,1667.5059190303598,60.51608964682356,44.62744061594295,25.277755314345118,3.5848553863033885,134.00614096341502,168.3564479795399,775.1423154505775
PY,2029,L2_W1,L2,W1,1.1,0.9744029623248824,1664.6625071241906,60.754252499888445,44.768406562251776,22.37693676104468,3.5845927205632386,131.48418854374813,168.3564479795399,775.1423154505775
PY,2029,L2_W2,L2,W2,1.1,0.9720781813679604,1658.8935515189826,61.69314681854151,45.077208484521535,14.754524162379667,3.5830645423062872,125.107944007749,168.3564479795399,775.1423154505775
PY,2029,L2_W3,L2,W3,1.1,0.9689183812678112,1654.499367119187,62.63248978384001,45.311244152871545,5.6275057512646445,3.5814985880496915,117.15273827602589,168.3564479795399,775.1423154505775
PY,2029,L3_W0,L3,W0,1.1,0.9900834061588578,8699.27599854153,128.5176628348753,458.68899887952233,9.045756190868957,5.393487744613568,601.6459056498802,168.3564479795399,775.1423154505775
PY,2029,L3_W1,L3,W1,1.1,0.9924614096737944,8708.089221322025,129.79593774309942,460.8704867512867,6.409227240221368,5.403284449003741,602.4789361836113,168.3564479795399,775.1423154505775
PY,2029,L3_W2,L3,W2,1.1,0.9930054056123592,8761.739555855018,130.33146911384054,465.2957806355494,1.6679224955627596,5.419087791299086,602.7142600362517,168.3564479795399,775.1423154505775
PY,2029,L3_W3,L3,W3,1.1,0.9928547675510584,8765.326381015655,130.2029073635464,465.6376120925611,0.7232690614839369,5.415017745014555,601.978806262606,168.3564479795399,775.1423154505775
RO,2029,L0_W0,L0,W0,1.1,0.0,0.0,67.05563760920012,0.0,53.271161826111864,3.3000000000000007,123.62679943531197,168.3564479795399,775.1423154505775
RO,2029,L0_W1,L0,W1,1.1,0.0,0.0,67.05563760920012,0.0,49.56471118444064,3.3000000000000007,119.92034879364077,168.3564479795399,775.1423154505775
RO,2029,L0_W2,L0,W2,1.1,0.0,0.0,67.05563760920013,0.0,42.709370833376674,3.300000000000001,113.06500844257681,168.3564479795399,775.1423154505775
RO,2029,L0_W3,L0,W3,1.1,0.0,0.0,67.05563760920012,0.0,30.155021233006934,3.3000000000000007,100.51065884220705,168.3564479795399,775.1423154505775
RO,2029,L1_W0,L1,W0,1.1,0.9129356428978668,988.9720990726288,77.40942505375605,39.45734553580149,35.82633540966254,3.474175611740709,156.1672816109608,168.3564479795399,775.1423154505775
RO,2029,L1_W1,L1,W1,1.1,0.9143768883362888,989.6474859883634,77.50841275108692,39.6084406515111,32.84949409157519,3.4745415337095222,153.44088902788272,168.3564479795399,775.1423154505775
RO,2029,L1_W2,L1,W2,1.1,0.9169857268316828,989.2842560238772,77.67000947826548,39.93004430282617,24.11704770547361,3.4750000027284527,145.19210148929372,168.3564479795399,775.1423154505775
RO,2029,L1_W3,L1,W3,1.1,0.9198113890677252,986.0077203061298,77.82849511048276,40.21243602594292,10.510632322297461,3.4751169028740594,132.0266803615972,168.3564479795399,775.1423154505775
RO,2029,L2_W0,L2,W0,1.1,0.996356618873363,2133.141227557708,73.0996492929898,69.86284996183704,22.61741036110945,3.6646945149882466,169.24460413092453,168.3564479795399,775.1423154505775
RO,2029,L2_W1,L2,W1,1.1,0.995166018467288,2144.5370631341734,73.70419311246496,70.84392574205145,19.928183488677966,3.6660298494036954,168.1423321925981,168.3564479795399,775.1423154505775
RO,2029,L2_W2,L2,W2,1.1,0.9949495318558298,2165.8244565894174,74.41012814706215,72.8282978618567,12.20651884604286,3.6692480630471054,163.11419291800883,168.3564479795399,775.1423154505775
RO,2029,L2_W3,L2,W3,1.1,0.9981620819383118,2178.9390582783526,75.06070206811097,74.41024524015964,5.221323759928131,3.672513782894221,158.36478485109296,168.3564479795399,775.1423154505775
RO,2029,L3_W0,L3,W0,1.1,0.9933126007393948,7860.82244828265,106.39859010218849,397.92917972329195,3.489013826614576,5.120799600435292,512.9375832525303,168.3564479795399,775.1423154505775
RO,2029,L3_W1,L3,W1,1.1,0.9932105816243364,7825.268954858676,104.60332687966739,389.6768474557127,2.49292861114599,5.1064573898311245,501.87956033635726,168.3564479795399,775.1423154505775
RO,2029,L3_W2,L3,W2,1.1,0.9934341791751328,7801.269940969783,103.24484087682191,387.9184493057592,0.7022694283271608,5.100459293460215,496.96601890436847,168.3564479795399,775.1423154505775
RO,2029,L3_W3,L3,W3,1.1,0.9934641859214812,7800.536405121912,103.22972858733579,387.8981425869969,0.46023293549356337,5.1001937600778104,496.68829786990403,168.3564479795399,775.1423154505775
RU,2029,L0_W0,L0,W0,1.1,0.0,0.0,61.1246055636348,0.0,56.990470278395144,3.3000000000000007,121.41507584202994,168.3564479795399,775.1423154505775
RU,2029,L0_W1,L0,W1,1.1,0.0,0.0,61.1246055636348,0.0,54.484570445328856,3.3000000000000007,118.90917600896366,168.3564479795399,775.1423154505775
RU,2029,L0_W2,L0,W2,1.1,0.0,0.0,61.1246055636348,0.0,47.49590649409212,3.3000000000000007,111.92051205772692,168.3564479795399,775.1423154505775
RU,2029,L0_W3,L0,W3,1.1,0.0,0.0,61.124605563634795,0.0,33.10742953334503,3.299999999999999,97.53203509697981,168.3564479795399,775.1423154505775
RU,2029,L1_W0,L1,W0,1.1,0.0,0.0,76.96972987166907,0.0,56.844069664907266,3.2999999999999963,137.11379953657635,168.3564479795399,775.1423154505775
RU,2029,L1_W1,L1,W1,1.1,0.0,0.0,77.13869609559508,0.0,53.83586991328306,3.299999999999997,134.27456600887814,168.3564479795399,775.1423154505775
RU,2029,L1_W2,L1,W2,1.1,0.0,0.0,77.49875465532138,0.0,45.730594462390286,3.2999999999999963,126.52934911771166,168.3564479795399,775.1423154505775
RU,2029,L1_W3,L1,W3,1.1,0.0,0.0,77.94995155346383,0.0,31.81829587279285,3.2999999999999967,113.06824742625668,168.3564479795399,775.1423154505775
RU,2029,L2_W0,L2,W0,1.1,0.9491966484125276,2606.923471417138,89.21499612502913,78.29934901677595,31.104319955001614,3.7188691816961073,202.33753427850277,168.3564479795399,775.1423154505775
RU,2029,L2_W1,L2,W1,1.1,0.9506941437700684,2609.4375078448165,90.06850370421088,78.71049974956377,28.226678782776865,3.7199249321068626,200.7256071686584,168.3564479795399,775.1423154505775
RU,2029,L2_W2,L2,W2,1.1,0.95611709682,2618.1478953667824,91.44892619723123,79.62934925676268,17.456810298914426,3.7236542264993626,192.25873997940772,168.3564479795399,775.1423154505775
RU,2029,L2_W3,L2,W3,1.1,0.9600234974474284,2621.729519808432,92.50442278317085,79.20600512016816,6.397525401661912,3.725872901218388,181.83382620621927,168.3564479795399,775.1423154505775
RU,2029,L3_W0,L3,W0,1.1,0.9943507695598838,8113.110279762605,120.56047027977027,443.5845631724679,8.803671401553581,5.226497735297778,578.1752025890895,168.3564479795399,775.1423154505775
RU,2029,L3_W1,L3,W1,1.1,0.9934848945555584,7956.325239838547,123.44008805266364,427.2983030175365,7.252903083105473,5.16579832884895,563.1570924821546,168.3564479795399,775.1423154505775
RU,2029,L3_W2,L3,W2,1.1,0.9894236273617356,7705.943169307549,125.8174448699516,399.8436809993451,2.4252409093715506,5.052183261959978,533.1385500406283,168.3564479795399,775.1423154505775
RU,2029,L3_W3,L3,W3,1.1,0.9894411369573144,7693.413844158438,125.56145887545405,399.08595402195675,2.162863583969472,5.047944512717698,531.858220994098,168.3564479795399,775.1423154505775
RW,2029,L0_W0,L0,W0,1.1,0.0,0.0,408.4516015357506,0.0,52.7921485386049,3.299999999999999,464.54375007435556,168.3564479795399,775.1423154505775
RW,2029,L0_W1,L0,W1,1.1,0.0,0.0,408.4516015357506,0.0,50.28101809410069,3.299999999999999,462.03261962985135,168.3564479795399,775.1423154505775
RW,2029,L0_W2,L0,W2,1.1,0.0,0.0,408.4516015357506,0.0,44.13827104277527,3.299999999999999,455.8898725785259,168.3564479795399,775.1423154505775
RW,2029,L0_W3,L0,W3,1.1,0.0,0.0,408.4516015357506,0.0,31.632508859155983,3.299999999999999,443.38411039490666,168.3564479795399,775.1423154505775
RW,2029,L1_W0,L1,W0,1.1,0.7033124161905931,574.4364596546319,143.18721154287223,14.5501630530105,42.42335372560889,3.393092348465944,203.55382066995756,168.3564479795399,775.1423154505775
RW,2029,L1_W1,L1,W1,1.1,0.702706262723359,575.4296267661008,141.40837277647626,14.530406782584224,40.18244289129241,3.3931081662486853,199.5143306166016,168.3564479795399,775.1423154505775
RW,2029,L1_W2,L1,W2,1.1,0.6944217132603454,577.6452054096102,138.22138756759023,14.365136436006066,32.42294741217771,3.3922223113433763,188.40169372711736,168.3564479795399,775.1423154505775
RW,2029,L1_W3,L1,W3,1.1,0.6774746957057025,585.4163432122025,133.74859479399322,14.04150102982954,17.302152269875094,3.3907011589159994,168.48294925261385,168.3564479795399,775.1423154505775
RW,2029,L2_W0,L2,W0,1.1,0.8869751519311286,1439.3518879608157,125.77499398068024,44.39965769998568,30.993664156252983,3.529118441870212,204.6974342787891,168.3564479795399,775.1423154505775
RW,2029,L2_W1,L2,W1,1.1,0.8870797179353986,1437.9944485567585,125.67716798403498,44.414056223966064,28.833002579751632,3.5289594613785544,202.45318624913125,168.3564479795399,775.1423154505775
RW,2029,L2_W2,L2,W2,1.1,0.8806063623485223,1444.0918583886591,124.34789856510201,44.537714594046996,20.599858168399294,3.528030436147315,193.01350176369561,168.3564479795399,775.1423154505775
RW,2029,L2_W3,L2,W3,1.1,0.8728132190089208,1454.3492599909694,122.09521263610277,44.8405935234945,8.337851218257203,3.5272546636011803,178.8009120414557,168.3564479795399,775.1423154505775
RW,2029,L3_W0,L3,W0,1.1,1.0,8064.778063879519,113.93962838032746,418.97035327367115,4.668470229939567,5.219767220143132,542.7982191040813,168.3564479795399,775.1423154505775
RW,2029,L3_W1,L3,W1,1.1,1.0000000000000002,8076.92209758006,114.67616920223465,418.0671484437539,3.571851023952695,5.223609978107806,541.5387786480491,168.3564479795399,775.1423154505775
