country,tau_ms,phi,tier,year,perturbation,region,ob_star,uncovered_share,lcoe_gen,lcoe_store,lcoe_anc,lcoe_elec,lcoe_gen_floor,ldes_energy_share,P_li,E_li,P_ld,E_ld
AE,50,0.0,t50p0,2030,P_mix,Asia-Pacific,1.83,0.33264623858188086,131.41244067259933,53.38419258884475,5.49037178894116,190.28700505038523,71.80521414084929,0.384,93.6,478.1,64.1,3562.9
AE,50,0.2,t50p20,2030,P_mix,Asia-Pacific,1.83,0.33264623858188086,131.41244067259933,53.38419258884475,5.49037178894116,190.28700505038523,71.80521414084929,0.384,93.6,478.1,64.1,3562.9
AE,50,0.4,t50p40,2030,P_mix,Asia-Pacific,1.83,0.33264623858188086,131.41244067259933,53.38419258884475,5.49037178894116,190.28700505038523,71.80521414084929,0.384,93.6,478.1,64.1,3562.9
AE,50,0.6,t50p60,2030,P_mix,Asia-Pacific,1.83,0.33264623858188086,131.41244067259933,53.38419258884475,5.49037178894116,190.28700505038523,71.80521414084929,0.384,93.6,478.1,64.1,3562.9
AE,50,0.8,t50p80,2030,P_mix,Asia-Pacific,1.83,0.33264623858188086,131.41244067259933,53.38419258884475,5.49037178894116,190.28700505038523,71.80521414084929,0.384,93.6,478.1,64.1,3562.9
AE,50,1.0,t50p100,2030,P_mix,Asia-Pacific,1.83,0.33264623858188086,131.41244067259933,53.38419258884475,5.49037178894116,190.28700505038523,71.80521414084929,0.384,93.6,478.1,64.1,3562.9
AE,100,0.0,t100p0,2030,P_mix,Asia-Pacific,1.83,0.33264623858188086,131.41244067259933,53.38419258884475,5.49037178894116,190.28700505038523,71.80521414084929,0.384,93.6,478.1,64.1,3562.9
AE,100,0.2,t100p20,2030,P_mix,Asia-Pacific,1.823,0.2915770828362167,130.7299839256933,50.25072510473364,5.467909528450899,186.44861855887783,71.72575730019258,0.372,88.8,486.0,66.5,2982.7
AE,100,0.4,t100p40,2030,P_mix,Asia-Pacific,1.815,0.2598201578999146,130.03092501001453,46.70847474642042,5.445679412271174,182.18507916870615,71.63344469948358,0.363,86.2,490.1,69.0,2340.7
AE,100,0.6,t100p60,2030,P_mix,Asia-Pacific,1.777,0.2360041655902064,127.14749469828577,47.14292342858454,5.331024631249978,179.62144275812025,71.55143907212062,0.42,76.2,427.5,87.3,2475.3
AE,100,0.8,t100p80,2030,P_mix,Asia-Pacific,1.769,0.220249924290282,126.49094042892685,46.24200299819187,5.307760647967431,178.04070407508613,71.49395883781924,0.468,69.8,371.4,94.5,2571.9
AE,100,1.0,t100p100,2030,P_mix,Asia-Pacific,1.763,0.21372467771433487,125.99945297058292,46.113630569492095,5.288881929656985,177.40196546973203,71.47037198772634,0.482,68.0,353.4,95.9,2647.9
AE,150,0.0,t150p0,2030,P_mix,Asia-Pacific,1.83,0.33264623858188086,131.41244067259933,53.38419258884475,5.49037178894116,190.28700505038523,71.80521414084929,0.384,93.6,478.1,64.1,3562.9
AE,150,0.2,t150p20,2030,P_mix,Asia-Pacific,1.804,0.27963726454373156,129.09145306035003,49.61477094257096,5.410613272590117,184.11683727551107,71.57679539636689,0.387,87.1,463.6,67.0,3021.8
AE,150,0.4,t150p40,2030,P_mix,Asia-Pacific,1.745,0.23905644473751592,124.56826386705902,48.62583456942519,5.235236710019866,178.4293351465041,71.38259687206366,0.451,69.6,398.0,85.8,2985.8
AE,150,0.6,t150p60,2030,P_mix,Asia-Pacific,1.699,0.20953844913876413,120.99394214164928,48.09946708728216,5.095539205540432,174.18894843447188,71.23521413205374,0.451,68.8,376.4,82.2,3123.7
AE,150,0.8,t150p80,2030,P_mix,Asia-Pacific,1.66,0.19046584442154746,118.07912255303317,47.96120417909722,4.97928393137275,171.01961066350313,71.14223099975719,0.453,69.8,360.0,82.0,3203.5
AE,150,1.0,t150p100,2030,P_mix,Asia-Pacific,1.643,0.18267847807011503,116.82313153036512,47.71659352359262,4.928719130952385,169.46844418491014,71.10760124068449,0.462,68.1,347.5,84.3,3204.8
AE,200,0.0,t200p0,2030,P_mix,Asia-Pacific,1.83,0.33264623858188086,131.41244067259933,53.38419258884475,5.49037178894116,190.28700505038523,71.80521414084929,0.384,93.6,478.1,64.1,3562.9
AE,200,0.2,t200p20,2030,P_mix,Asia-Pacific,1.798,0.2796098974263565,128.69137092272993,49.94513143719053,5.392857353413319,184.0293597133338,71.58989891023734,0.391,85.2,458.1,67.8,3107.3
AE,200,0.4,t200p40,2030,P_mix,Asia-Pacific,1.757,0.23849704946667072,125.43586123412307,46.79694100711066,5.26993445921824,177.50273670045198,71.40650165850292,0.371,81.7,465.3,67.3,2582.2
AE,200,0.6,t200p60,2030,P_mix,Asia-Pacific,1.705,0.20816811087094952,121.49655369469801,46.046354633157335,5.1144092795801335,172.65731760743546,71.26720627137931,0.41,74.1,411.2,77.2,2640.6
AE,200,0.8,t200p80,2030,P_mix,Asia-Pacific,1.68,0.1883305144480418,119.59438942010604,44.57449302427108,5.040698118524518,169.2095805629016,71.1772773977067,0.471,66.4,340.2,86.2,2708.6
AE,200,1.0,t200p100,2030,P_mix,Asia-Pacific,1.66,0.18014343100613855,118.08390764296377,44.545791652348164,4.97942477892674,167.60912407423865,71.14310159440667,0.457,67.5,345.9,85.8,2668.7
AE,300,0.0,t300p0,2030,P_mix,Asia-Pacific,1.83,0.33264623858188086,131.41244067259933,53.38419258884475,5.49037178894116,190.28700505038523,71.80521414084929,0.384,93.6,478.1,64.1,3562.9
AE,300,0.2,t300p20,2030,P_mix,Asia-Pacific,1.792,0.264025268112005,127.92358160666153,48.1949822124721,5.374978360325169,181.49354217945879,71.3994957919733,0.438,84.9,384.3,67.7,3298.1
AE,300,0.4,t300p40,2030,P_mix,Asia-Pacific,1.742,0.20810244531469765,123.81620841443053,43.864755667125905,5.22593243295523,172.9068965145117,71.07796168601433,0.438,81.3,346.9,63.5,2949.6
AE,300,0.6,t300p60,2030,P_mix,Asia-Pacific,1.703,0.1651115354297597,120.6331831592681,39.5259960700838,5.108147568278787,165.2673267976307,70.847512653153,0.437,77.2,314.1,59.4,2571.5
AE,300,0.8,t300p80,2030,P_mix,Asia-Pacific,1.671,0.13641341012098984,118.11881134209733,36.58778016098352,5.011687430965654,159.71827893404648,70.70601247732131,0.464,72.1,268.5,61.2,2381.5
AE,300,1.0,t300p100,2030,P_mix,Asia-Pacific,1.655,0.12436054831715282,116.93004203283158,35.42621999601108,4.965001216369733,157.32126324521238,70.65257606421741,0.473,70.1,251.6,62.1,2294.3
AE,500,0.0,t500p0,2030,P_mix,Asia-Pacific,1.83,0.33264623858188086,131.41244067259933,53.38419258884475,5.49037178894116,190.28700505038523,71.80521414084929,0.384,93.6,478.1,64.1,3562.9
AE,500,0.2,t500p20,2030,P_mix,Asia-Pacific,1.792,0.264025268112005,127.92358160666153,48.1949822124721,5.374978360325169,181.49354217945879,71.3994957919733,0.438,84.9,384.3,67.7,3298.1
AE,500,0.4,t500p40,2030,P_mix,Asia-Pacific,1.742,0.20810244531469765,123.81620841443053,43.864755667125905,5.22593243295523,172.9068965145117,71.07796168601433,0.438,81.3,346.9,63.5,2949.6
AE,500,0.6,t500p60,2030,P_mix,Asia-Pacific,1.703,0.1651115354297597,120.6331831592681,39.5259960700838,5.108147568278787,165.2673267976307,70.847512653153,0.437,77.2,314.1,59.4,2571.5
AE,500,0.8,t500p80,2030,P_mix,Asia-Pacific,1.671,0.13641341012098984,118.11881134209733,36.58778016098352,5.011687430965654,159.71827893404648,70.70601247732131,0.464,72.1,268.5,61.2,2381.5
AE,500,1.0,t500p100,2030,P_mix,Asia-Pacific,1.655,0.12436054831715282,116.93004203283158,35.42621999601108,4.965001216369733,157.32126324521238,70.65257606421741,0.473,70.1,251.6,62.1,2294.3
AF,50,0.0,t50p0,2030,P_mix,Asia-Pacific,1.765,0.34046886074189614,167.2701640320786,69.42272380828385,5.296391335252683,241.98927917561514,94.74573541350591,0.255,132.9,720.5,56.5,4520.4
AF,50,0.2,t50p20,2030,P_mix,Asia-Pacific,1.765,0.34046886074189614,167.2701640320786,69.42272380828385,5.296391335252683,241.98927917561514,94.74573541350591,0.255,132.9,720.5,56.5,4520.4
AF,50,0.4,t50p40,2030,P_mix,Asia-Pacific,1.765,0.34046886074189614,167.2701640320786,69.42272380828385,5.296391335252683,241.98927917561514,94.74573541350591,0.255,132.9,720.5,56.5,4520.4
AF,50,0.6,t50p60,2030,P_mix,Asia-Pacific,1.765,0.34046886074189614,167.2701640320786,69.42272380828385,5.296391335252683,241.98927917561514,94.74573541350591,0.255,132.9,720.5,56.5,4520.4
AF,50,0.8,t50p80,2030,P_mix,Asia-Pacific,1.765,0.34046886074189614,167.2701640320786,69.42272380828385,5.296391335252683,241.98927917561514,94.74573541350591,0.255,132.9,720.5,56.5,4520.4
AF,50,1.0,t50p100,2030,P_mix,Asia-Pacific,1.765,0.34046886074189614,167.2701640320786,69.42272380828385,5.296391335252683,241.98927917561514,94.74573541350591,0.255,132.9,720.5,56.5,4520.4
AF,100,0.0,t100p0,2030,P_mix,Asia-Pacific,1.765,0.34046886074189614,167.2701640320786,69.42272380828385,5.296391335252683,241.98927917561514,94.74573541350591,0.255,132.9,720.5,56.5,4520.4
AF,100,0.2,t100p20,2030,P_mix,Asia-Pacific,1.728,0.30010501889412267,163.31379996610457,67.90746299641982,5.18373518518354,236.40499814770791,94.51512903257354,0.262,135.6,689.7,58.4,4409.6
AF,100,0.4,t100p40,2030,P_mix,Asia-Pacific,1.683,0.26949064152616725,158.68617834519458,68.62143351038917,5.048356697333954,232.35596855291772,94.29970257192629,0.267,131.8,676.0,62.0,4559.9
AF,100,0.6,t100p60,2030,P_mix,Asia-Pacific,1.647,0.24597250425139713,155.05151193494365,68.39104630614023,4.9417098361527,228.38426807723653,94.12825747109643,0.27,132.3,660.8,64.3,4564.7
AF,100,0.8,t100p80,2030,P_mix,Asia-Pacific,1.626,0.22907049259840104,152.8627941011393,67.29883449584345,4.878067519855608,225.03969611683834,94.01025722517927,0.278,129.7,640.5,65.3,4511.5
