country,power_scope,workload_scenario,scenario,uncovered_share,n_supply_basis,n_active_basis,migrated_share,top1_label,top1_weight,region,continent,top2_label,top2_weight,top3_label,top3_weight
CU,L2,W3,L2_W3,0.0821077523794442,30,14,0.13552115751422536,US:WIND,0.28176191571170844,North America,Americas,LC:WIND,0.1597431574315174,CA:WIND,0.12578343947400122
CU,L3,W0,L3_W0,0.07842232599530749,210,59,0.0,US:PV,0.10712472326886541,North America,Americas,CN:WIND,0.08811609031300242,BR:WIND,0.08255829808989526
CU,L3,W1,L3_W1,0.06087835395028047,210,58,0.04892507542328668,US:PV,0.11251814748241272,North America,Americas,CN:WIND,0.08924773272210888,BR:WIND,0.07839241654592333
CU,L3,W2,L3_W2,0.051487418715234164,210,60,0.07787143247883796,US:PV,0.12151239690502805,North America,Americas,CN:WIND,0.09318253760232337,CV:PV,0.09045116093873776
CU,L3,W3,L3_W3,0.051321837168953756,210,59,0.07842087653878704,US:PV,0.12250831047836262,North America,Americas,CN:WIND,0.09308312890443768,CV:PV,0.08975189431954253
CV,L0,W0,L0_W0,0.28323891895417613,1,1,0.0,CV:VRE,1.0,Africa/MENA,EurAfrMENA,,,,
CV,L0,W1,L0_W1,0.25997989722396786,1,1,0.05568964655843346,CV:VRE,1.0,Africa/MENA,EurAfrMENA,,,,
CV,L0,W2,L0_W2,0.2198679229495192,1,1,0.14863845280272056,CV:VRE,0.9999999999999999,Africa/MENA,EurAfrMENA,,,,
CV,L0,W3,L0_W3,0.18111898731642193,1,1,0.23886631356520197,CV:VRE,1.0,Africa/MENA,EurAfrMENA,,,,
CV,L1,W0,L1_W0,0.2232393419553321,6,5,0.0,CV:PV,0.3066080308311605,Africa/MENA,EurAfrMENA,MR:WIND,0.2968036179576964,SN:WIND,0.2027986065967086
CV,L1,W1,L1_W1,0.2009845885915007,6,5,0.05342012387981778,CV:PV,0.31642248513250315,Africa/MENA,EurAfrMENA,MR:WIND,0.29212913578056,SN:WIND,0.19950827440202992
CV,L1,W2,L1_W2,0.16644314598076332,6,6,0.13579903003304872,CV:PV,0.3377301071710982,Africa/MENA,EurAfrMENA,MR:WIND,0.28389569815514054,SN:WIND,0.19159929744061557
CV,L1,W3,L1_W3,0.1387527550325606,6,6,0.20217209616364454,CV:PV,0.3548472438719441,Africa/MENA,EurAfrMENA,MR:WIND,0.2804670669956967,SN:WIND,0.18267377407737465
CV,L2,W0,L2_W0,0.19498561012840773,12,8,0.0,GH:WIND,0.2326725848377813,Africa/MENA,EurAfrMENA,MR:WIND,0.20501846129460397,CV:PV,0.17978199776756912
CV,L2,W1,L2_W1,0.17282713854816806,12,8,0.0548364305377879,GH:WIND,0.23390418789927048,Africa/MENA,EurAfrMENA,MR:WIND,0.20195333290135706,CV:PV,0.18605660529646995
CV,L2,W2,L2_W2,0.14052203395191423,12,9,0.13602682544540187,GH:WIND,0.2308250341354477,Africa/MENA,EurAfrMENA,CV:PV,0.20215318482206632,MR:WIND,0.19418066851478444
CV,L2,W3,L2_W3,0.12031126399598323,12,9,0.18809388152218212,GH:WIND,0.22002227884984393,Africa/MENA,EurAfrMENA,CV:PV,0.21578479619801005,MR:WIND,0.19195987241467674
CV,L3,W0,L3_W0,0.08984139760449342,210,48,0.0,MX:PV,0.2767751796838769,Africa/MENA,EurAfrMENA,NE:PV,0.08636576197529075,FJ:PV,0.07452153919415261
CV,L3,W1,L3_W1,0.0702750461257619,210,46,0.046309056650393865,MX:PV,0.27977655969983106,Africa/MENA,EurAfrMENA,NE:PV,0.0871258448920804,FJ:PV,0.0753707198946405
CV,L3,W2,L3_W2,0.05524110362803569,210,46,0.08537855687430455,MX:PV,0.29265669999656346,Africa/MENA,EurAfrMENA,NE:PV,0.09041861079693118,FJ:PV,0.07771977909249994
CV,L3,W3,L3_W3,0.053598563662604806,210,43,0.08983964971050486,MX:PV,0.2994608571299121,Africa/MENA,EurAfrMENA,NE:PV,0.0911998766630706,FJ:PV,0.07988602326199443
CZ,L0,W0,L0_W0,0.4697841361941283,1,1,0.0,CZ:VRE,0.9999999999999999,Europe,EurAfrMENA,,,,
CZ,L0,W1,L0_W1,0.4462199620164124,1,1,0.06351443525481353,CZ:VRE,1.0,Europe,EurAfrMENA,,,,
CZ,L0,W2,L0_W2,0.3955212690378084,1,1,0.18331206895297777,CZ:VRE,1.0,Europe,EurAfrMENA,,,,
CZ,L0,W3,L0_W3,0.31289043888024676,1,1,0.34078404825912223,CZ:VRE,1.0,Europe,EurAfrMENA,,,,
CZ,L1,W0,L1_W0,0.19312895974849645,40,19,0.0,DE:WIND,0.15915400350694708,Europe,EurAfrMENA,FR:WIND,0.11026406502570824,FR:PV,0.09358547821608575
CZ,L1,W1,L1_W1,0.1724533598485281,40,21,0.06007418617799405,DE:WIND,0.15429985303207017,Europe,EurAfrMENA,FR:WIND,0.11034255664123188,FR:PV,0.09645146304555287
CZ,L1,W2,L1_W2,0.14373010634588676,40,20,0.14495408807036095,DE:WIND,0.143872304411298,Europe,EurAfrMENA,FR:WIND,0.11613305035147704,FR:PV,0.09789643964910379
CZ,L1,W3,L1_W3,0.12837048700816192,40,20,0.190298887998836,DE:WIND,0.1445596980512136,Europe,EurAfrMENA,FR:WIND,0.12298478375748167,FR:PV,0.09636446364916786
CZ,L2,W0,L2_W0,0.17576393490229592,72,32,0.0,MA:PV,0.1475664960586826,Europe,EurAfrMENA,ES:WIND,0.07261847230499437,SA:PV,0.06876995123404821
CZ,L2,W1,L2_W1,0.1549907773983099,72,32,0.05817505620591033,MA:PV,0.1601673523511384,Europe,EurAfrMENA,ES:WIND,0.07263764801617978,SA:PV,0.06983645801819116
CZ,L2,W2,L2_W2,0.1260216358243455,72,31,0.13821500486843089,MA:PV,0.1801919395759211,Europe,EurAfrMENA,ES:WIND,0.07423383049935409,DE:WIND,0.056649945715509464
CZ,L2,W3,L2_W3,0.11209502340682927,72,29,0.17528228090512943,MA:PV,0.19224588551645974,Europe,EurAfrMENA,ES:WIND,0.07457180006880088,EG:PV,0.07322667489154906
CZ,L3,W0,L3_W0,0.06766850503131606,210,49,0.0,CL:PV,0.2535729613077131,Europe,EurAfrMENA,MX:PV,0.12407637943711337,OM:PV,0.11601014885704414
CZ,L3,W1,L3_W1,0.053599878177810735,210,44,0.046698696471560545,CL:PV,0.25725444303935174,Europe,EurAfrMENA,OM:PV,0.12115248304633318,MX:PV,0.11663847866781504
CZ,L3,W2,L3_W2,0.04813074534777224,210,43,0.06670912896190825,CL:PV,0.2661510594682579,Europe,EurAfrMENA,OM:PV,0.12862490539474045,MX:PV,0.109327796247182
CZ,L3,W3,L3_W3,0.04783070398752794,210,43,0.06766735726803688,CL:PV,0.2664709996686748,Europe,EurAfrMENA,OM:PV,0.13155544547360662,MX:PV,0.10920455327794255
DE,L0,W0,L0_W0,0.2264112691303716,1,1,0.0,DE:VRE,1.0,Europe,EurAfrMENA,,,,
DE,L0,W1,L0_W1,0.2038895141436823,1,1,0.05596401626602645,DE:VRE,1.0,Europe,EurAfrMENA,,,,
DE,L0,W2,L0_W2,0.16993655138877767,1,1,0.1411404786551077,DE:VRE,1.0,Europe,EurAfrMENA,,,,
DE,L0,W3,L0_W3,0.1450707131295481,1,1,0.2058402881861234,DE:VRE,1.0,Europe,EurAfrMENA,,,,
DE,L1,W0,L1_W0,0.183577621474932,36,22,0.0,DE:WIND,0.16732343331010613,Europe,EurAfrMENA,FR:WIND,0.12905761094615548,IE:WIND,0.089764386225444
DE,L1,W1,L1_W1,0.16238583320188876,36,22,0.05810688140831864,DE:WIND,0.16516333003175776,Europe,EurAfrMENA,FR:WIND,0.12754499399559033,IE:WIND,0.08650481940136379
DE,L1,W2,L1_W2,0.13333523303023215,36,21,0.1397195631149182,DE:WIND,0.15481173295786368,Europe,EurAfrMENA,FR:WIND,0.13118063151808526,FR:PV,0.0828171889984392
DE,L1,W3,L1_W3,0.11861930032272079,36,20,0.18175840367731383,DE:WIND,0.14973176225514934,Europe,EurAfrMENA,FR:WIND,0.14031942946462478,FR:PV,0.09475659604726704
DE,L2,W0,L2_W0,0.1657267640790487,62,30,0.0,MA:PV,0.14841366586936658,Europe,EurAfrMENA,ES:WIND,0.10527940706530313,DE:WIND,0.08645245212653763
DE,L2,W1,L2_W1,0.1450786360945953,62,29,0.057869518861247145,MA:PV,0.1620976128602849,Europe,EurAfrMENA,ES:WIND,0.1053061157161279,DE:WIND,0.08416778275211964
DE,L2,W2,L2_W2,0.11830175889510372,62,28,0.13348809225261687,MA:PV,0.19142746276540198,Europe,EurAfrMENA,ES:WIND,0.10720883121133637,DE:WIND,0.07741468517086383
DE,L2,W3,L2_W3,0.10670885655692508,62,27,0.16522984066138882,MA:PV,0.20923346667561338,Europe,EurAfrMENA,ES:WIND,0.10867200391897518,DE:WIND,0.07769938782679084
DE,L3,W0,L3_W0,0.08195734988306601,210,56,0.0,CL:PV,0.16661584671221036,Europe,EurAfrMENA,MX:PV,0.13265989745615173,OM:PV,0.07182407035926201
DE,L3,W1,L3_W1,0.0687232004936122,210,47,0.05522367326968513,CL:PV,0.16524273260334696,Europe,EurAfrMENA,MX:PV,0.14066069406322224,OM:PV,0.083233643178642
DE,L3,W2,L3_W2,0.06293571170040414,210,43,0.08111567265312492,CL:PV,0.16000673475678903,Europe,EurAfrMENA,MX:PV,0.14039152026958227,OM:PV,0.09468740033936839
DE,L3,W3,L3_W3,0.06268504537332473,210,43,0.08195734988306601,CL:PV,0.16008118296160936,Europe,EurAfrMENA,MX:PV,0.14081667740638665,OM:PV,0.09490210966848875
DK,L0,W0,L0_W0,0.2606108852906954,1,1,0.0,DK:VRE,1.0000000000000002,Europe,EurAfrMENA,,,,
DK,L0,W1,L0_W1,0.23822495718486286,1,1,0.05762368806489383,DK:VRE,1.0,Europe,EurAfrMENA,,,,
DK,L0,W2,L0_W2,0.20333250180127133,1,1,0.15033181248009475,DK:VRE,1.0,Europe,EurAfrMENA,,,,
DK,L0,W3,L0_W3,0.17468661014900763,1,1,0.23294809109646042,DK:VRE,0.9999999999999999,Europe,EurAfrMENA,,,,
DK,L1,W0,L1_W0,0.19167388080917372,36,24,0.0,DE:WIND,0.16280360907534216,Europe,EurAfrMENA,FR:PV,0.11572403077901232,FR:WIND,0.1121043810240184
DK,L1,W1,L1_W1,0.1712309236264832,36,24,0.06024411497152927,DE:WIND,0.15724169021520237,Europe,EurAfrMENA,FR:PV,0.1195934522037188,FR:WIND,0.111850057865642
DK,L1,W2,L1_W2,0.14213652587801637,36,25,0.14750342498948066,DE:WIND,0.1466843179533531,Europe,EurAfrMENA,FR:PV,0.14033109226170265,FR:WIND,0.11776355186140129
DK,L1,W3,L1_W3,0.1280067791217953,36,24,0.19004360924043198,FR:PV,0.16394816458878367,Europe,EurAfrMENA,DE:WIND,0.14369872435435424,FR:WIND,0.12829056234546782
DK,L2,W0,L2_W0,0.17237096239822344,60,29,0.0,MA:PV,0.1442367341614588,Europe,EurAfrMENA,DE:WIND,0.10075719420576619,ES:WIND,0.08402086301439124
DK,L2,W1,L2_W1,0.15187004306296634,60,28,0.05792216430481553,MA:PV,0.15391045185437288,Europe,EurAfrMENA,DE:WIND,0.09680823007258672,ES:WIND,0.08552128087866272
DK,L2,W2,L2_W2,0.12497258946346504,60,26,0.13515759370340438,MA:PV,0.19070631283649375,Europe,EurAfrMENA,DE:WIND,0.08930904886549873,ES:WIND,0.0871984879471809
DK,L2,W3,L2_W3,0.11248703492017396,60,24,0.17138397953865409,MA:PV,0.2045734233349464,Europe,EurAfrMENA,ES:WIND,0.08879177410229623,DE:WIND,0.08748691596850301
DK,L3,W0,L3_W0,0.07596160115990849,210,50,0.0,CL:PV,0.2247565975565595,Europe,EurAfrMENA,OM:PV,0.09811824030742794,MX:PV,0.09334020983678366
DK,L3,W1,L3_W1,0.06029277930393702,210,46,0.05069652184996354,CL:PV,0.2252793408709086,Europe,EurAfrMENA,MX:PV,0.10663320127795849,OM:PV,0.10371181599874994
DK,L3,W2,L3_W2,0.05346888499997226,210,37,0.07498525494561564,CL:PV,0.22941477996407528,Europe,EurAfrMENA,OM:PV,0.11078525849987182,MX:PV,0.10989132683673677
DK,L3,W3,L3_W3,0.0531410688535904,210,37,0.07595935713775266,CL:PV,0.23018631583311414,Europe,EurAfrMENA,OM:PV,0.11085207766929218,MX:PV,0.11004902483391946
DO,L0,W0,L0_W0,0.3722648733632798,1,1,0.0,DO:VRE,1.0,North America,Americas,,,,
DO,L0,W1,L0_W1,0.34723654081780975,1,1,0.05523018218330528,DO:VRE,0.9999999999999999,North America,Americas,,,,
DO,L0,W2,L0_W2,0.29506549759503015,1,1,0.1575744780707754,DO:VRE,0.9999999999999998,North America,Americas,,,,
DO,L0,W3,L0_W3,0.21835171298933143,1,1,0.28566835964489395,DO:VRE,0.9999999999999998,North America,Americas,,,,
DO,L1,W0,L1_W0,0.19004028938598344,10,6,0.0,LC:WIND,0.5194508526385153,North America,Americas,CU:WIND,0.24657513943892298,JM:PV,0.12004700520119717
DO,L1,W1,L1_W1,0.1672492386530699,10,6,0.050173251565826964,LC:WIND,0.513952643029035,North America,Americas,CU:WIND,0.24435050290181065,JM:PV,0.1255984886854665
DO,L1,W2,L1_W2,0.13359552761850157,10,6,0.12408597510207646,LC:WIND,0.5024853882488836,North America,Americas,CU:WIND,0.2398249128398547,JM:PV,0.1331773290065874
DO,L1,W3,L1_W3,0.10998165765776659,10,6,0.1765500579529612,LC:WIND,0.49312033446454334,North America,Americas,CU:WIND,0.23557046987303792,JM:PV,0.13542456996604715
DO,L2,W0,L2_W0,0.1581981438817307,28,11,0.0,LC:WIND,0.3198307795118633,North America,Americas,SR:WIND,0.17673696017244084,CU:WIND,0.1687670195542138
DO,L2,W1,L2_W1,0.13611442131507145,28,11,0.05030840743697461,LC:WIND,0.31575085531265557,North America,Americas,SR:WIND,0.17472751091817593,CU:WIND,0.16869968846521752
DO,L2,W2,L2_W2,0.10754361019889601,28,11,0.11757860650938451,LC:WIND,0.3108705594426646,North America,Americas,SR:WIND,0.16923629555009276,CU:WIND,0.16848951141494456
DO,L2,W3,L2_W3,0.09247632241931929,28,11,0.1542068975318569,LC:WIND,0.312955130590146,North America,Americas,CU:WIND,0.1680084732040641,SR:WIND,0.16411889905269966
DO,L3,W0,L3_W0,0.05554212447115816,210,61,0.0,US:PV,0.15704983557344226,North America,Americas,FJ:PV,0.1238328282497097,AU:PV,0.08107737430707317
DO,L3,W1,L3_W1,0.039273812817089186,210,63,0.03934543146581067,US:PV,0.16000246510765218,North America,Americas,FJ:PV,0.12737574116926986,AU:PV,0.0800851563076288
DO,L3,W2,L3_W2,0.03318629784961883,210,62,0.05512921394104853,US:PV,0.1614974261921515,North America,Americas,FJ:PV,0.1359357832733481,AU:PV,0.07276579091649735
DO,L3,W3,L3_W3,0.03301805027798605,210,63,0.055535392739970456,US:PV,0.16100878507176783,North America,Americas,FJ:PV,0.1367392356388892,AU:PV,0.07184689125071943
DZ,L0,W0,L0_W0,0.538681055366756,1,1,0.0,DZ:VRE,1.0,Africa/MENA,EurAfrMENA,,,,
DZ,L0,W1,L0_W1,0.5137166201116651,1,1,0.06002517266145513,DZ:VRE,1.0,Africa/MENA,EurAfrMENA,,,,
DZ,L0,W2,L0_W2,0.45678050513641394,1,1,0.17618126324886865,DZ:VRE,1.0,Africa/MENA,EurAfrMENA,,,,
DZ,L0,W3,L0_W3,0.3501929366436866,1,1,0.33963476953494914,DZ:VRE,1.0000000000000002,Africa/MENA,EurAfrMENA,,,,
DZ,L1,W0,L1_W0,0.19505651987407893,18,10,0.0,LY:WIND,0.3037770758299248,Africa/MENA,EurAfrMENA,PT:PV,0.20405790946392469,FR:WIND,0.19686257394059095
DZ,L1,W1,L1_W1,0.17286896732724277,18,10,0.05526930906919131,LY:WIND,0.29891904279135567,Africa/MENA,EurAfrMENA,PT:PV,0.2116561573861407,FR:WIND,0.19583475002447415
DZ,L1,W2,L1_W2,0.13971216672565623,18,10,0.13723176113532268,LY:WIND,0.2831648899530771,Africa/MENA,EurAfrMENA,PT:PV,0.22921383188677003,FR:WIND,0.1930472673789424
DZ,L1,W3,L1_W3,0.11823260767254065,18,11,0.1899324465981716,LY:WIND,0.27179763199107215,Africa/MENA,EurAfrMENA,PT:PV,0.2471426930527543,FR:WIND,0.18766213752770067
DZ,L2,W0,L2_W0,0.16127875083142648,68,23,0.0,EG:WIND,0.17253319433225084,Africa/MENA,EurAfrMENA,JO:WIND,0.10032345746269941,LY:WIND,0.09455658993460561
DZ,L2,W1,L2_W1,0.13984443026087207,68,23,0.05384092583302358,EG:WIND,0.17160150489923037,Africa/MENA,EurAfrMENA,JO:WIND,0.10070802808359573,LY:WIND,0.0935602153921014
DZ,L2,W2,L2_W2,0.11063836374229169,68,22,0.12772717122884253,EG:WIND,0.16817329487147728,Africa/MENA,EurAfrMENA,JO:WIND,0.10241122602603804,MR:PV,0.0996679485240678
DZ,L2,W3,L2_W3,0.09787138749434618,68,22,0.16031448368332366,EG:WIND,0.1736474996509879,Africa/MENA,EurAfrMENA,MR:PV,0.11288831355047817,JO:WIND,0.1042709744900541
DZ,L3,W0,L3_W0,0.08272277384720729,210,63,0.0,MX:PV,0.17885619827522026,Africa/MENA,EurAfrMENA,US:PV,0.15805834309233732,FJ:PV,0.09928874550810614
DZ,L3,W1,L3_W1,0.06346695552099847,210,59,0.04324335023967394,MX:PV,0.17907368514641733,Africa/MENA,EurAfrMENA,US:PV,0.15972967935185425,FJ:PV,0.09536609990640238
DZ,L3,W2,L3_W2,0.04892064625333695,210,67,0.07876380440682909,MX:PV,0.1833435172090128,Africa/MENA,EurAfrMENA,US:PV,0.1606337251804617,FJ:PV,0.0950497123082944
DZ,L3,W3,L3_W3,0.04743230252836403,210,64,0.08270886956173831,MX:PV,0.19146109681627074,Africa/MENA,EurAfrMENA,US:PV,0.15549200925078338,FJ:PV,0.10012219487133517
EC,L0,W0,L0_W0,0.4815051060226485,1,1,0.0,EC:VRE,1.0,Latin America,Americas,,,,
EC,L0,W1,L0_W1,0.4563480769955532,1,1,0.05700178583666949,EC:VRE,0.9999999999999999,Latin America,Americas,,,,
EC,L0,W2,L0_W2,0.4016014934704476,1,1,0.16532982997459644,EC:VRE,1.0000000000000002,Latin America,Americas,,,,
EC,L0,W3,L0_W3,0.30741108913707316,1,1,0.3160554399840176,EC:VRE,1.0000000000000002,Latin America,Americas,,,,
EC,L1,W0,L1_W0,0.2881428583069846,8,7,0.0,CR:WIND,0.29742942439257164,Latin America,Americas,EC:PV,0.2830193930225424,CO:PV,0.15453400747836735
EC,L1,W1,L1_W1,0.2649997735510272,8,7,0.05272533339938542,CR:WIND,0.2929345387034628,Latin America,Americas,EC:PV,0.28809595791865333,CO:PV,0.15718573061571162
EC,L1,W2,L1_W2,0.22263970484926798,8,7,0.14316530741864708,EC:PV,0.2957119236742031,Latin America,Americas,CR:WIND,0.28474990240019393,CO:PV,0.16652422333046374
EC,L1,W3,L1_W3,0.1740049745455633,8,7,0.2404115968619476,EC:PV,0.303178591246776,Latin America,Americas,CR:WIND,0.2794401609838324,CO:PV,0.1867094748393068
EC,L2,W0,L2_W0,0.15840581824512484,32,16,0.0,PE:WIND,0.21253160618678574,Latin America,Americas,LC:WIND,0.1891934625954283,SR:WIND,0.11099622076217844
EC,L2,W1,L2_W1,0.1363977970635011,32,16,0.05267373437357013,PE:WIND,0.21011399893000812,Latin America,Americas,LC:WIND,0.18264488851433988,SR:WIND,0.1101622146764197
EC,L2,W2,L2_W2,0.10796103121076926,32,14,0.12252241885946091,PE:WIND,0.20198119125773323,Latin America,Americas,LC:WIND,0.16709287453601288,SR:WIND,0.10895946619704266
EC,L2,W3,L2_W3,0.09483965193067172,32,16,0.1559398707146348,PE:WIND,0.19161730767179866,Latin America,Americas,LC:WIND,0.15517840623553836,SR:WIND,0.11163050475905296
EC,L3,W0,L3_W0,0.08497424901838121,210,55,0.0,US:PV,0.13950941020070706,Latin America,Americas,FJ:PV,0.12504124091101845,NZ:PV,0.0656929927478963
EC,L3,W1,L3_W1,0.06565588282856184,210,54,0.04600216856421778,US:PV,0.13774061297310491,Latin America,Americas,FJ:PV,0.12652378906216036,NZ:PV,0.06590079155901249
EC,L3,W2,L3_W2,0.051287908615502545,210,57,0.08211947185865753,FJ:PV,0.13515597851089353,Latin America,Americas,US:PV,0.11890399864699207,NZ:PV,0.06811266446242606
EC,L3,W3,L3_W3,0.050162619846819766,210,54,0.08491270306784889,FJ:PV,0.13739116022632453,Latin America,Americas,US:PV,0.11568466977593943,NZ:PV,0.0698158243508831
EE,L0,W0,L0_W0,0.29836766658211245,1,1,0.0,EE:VRE,1.0,Europe,EurAfrMENA,,,,
EE,L0,W1,L0_W1,0.27467366709211716,1,1,0.05557655219501194,EE:VRE,0.9999999999999999,Europe,EurAfrMENA,,,,
EE,L0,W2,L0_W2,0.23278661510706952,1,1,0.1513380869730517,EE:VRE,0.9999999999999999,Europe,EurAfrMENA,,,,
EE,L0,W3,L0_W3,0.1893693892988653,1,1,0.25166046330815234,EE:VRE,1.0,Europe,EurAfrMENA,,,,
EE,L1,W0,L1_W0,0.197702389648821,26,19,0.0,NL:WIND,0.22395826731082463,Europe,EurAfrMENA,DE:WIND,0.128283410525884,NL:PV,0.08218130756159911
EE,L1,W1,L1_W1,0.17687006992534937,26,18,0.06065438872188411,NL:WIND,0.22020984592417564,Europe,EurAfrMENA,DE:WIND,0.12640441942907402,NL:PV,0.08399469971194241
EE,L1,W2,L1_W2,0.14743965197023515,26,18,0.1486282751954724,NL:WIND,0.21648473062470422,Europe,EurAfrMENA,DE:WIND,0.12274455228505647,EE:WIND,0.08251044243153997
EE,L1,W3,L1_W3,0.1320322479420353,26,18,0.19465159230894583,NL:WIND,0.22456432724721556,Europe,EurAfrMENA,DE:WIND,0.12602055310016905,HU:PV,0.08924737396702104
EE,L2,W0,L2_W0,0.17081264628787607,54,23,0.0,ES:PV,0.13201652635615493,Europe,EurAfrMENA,ES:WIND,0.13123340180887488,DE:WIND,0.10455321409197592
EE,L2,W1,L2_W1,0.15101590192756573,54,23,0.060363912355117615,ES:PV,0.13744498524619883,Europe,EurAfrMENA,ES:WIND,0.13104023462269573,DE:WIND,0.1012380607176808
EE,L2,W2,L2_W2,0.12544411509922487,54,24,0.139626510736811,ES:PV,0.14641788960675486,Europe,EurAfrMENA,ES:WIND,0.13372399984986108,TR:PV,0.11304999185210686
EE,L2,W3,L2_W3,0.11532547345034182,54,22,0.17027004152480343,ES:PV,0.14832580123278863,Europe,EurAfrMENA,ES:WIND,0.13769756174939413,TR:PV,0.130283857292233
EE,L3,W0,L3_W0,0.07857894718416301,210,60,0.0,CL:PV,0.22456994672792333,Europe,EurAfrMENA,OM:PV,0.0800884551801874,IN:PV,0.07310226389437754
EE,L3,W1,L3_W1,0.06183551672794598,210,57,0.04916915439738406,CL:PV,0.2306416003850432,Europe,EurAfrMENA,OM:PV,0.08474298567926924,IN:PV,0.07445565205434738
EE,L3,W2,L3_W2,0.05286104102240527,210,51,0.07723195150817441,CL:PV,0.252405168278071,Europe,EurAfrMENA,OM:PV,0.09299977910378646,ET:PV,0.06726562007629763
EE,L3,W3,L3_W3,0.05240562162693109,210,52,0.07857729553470275,CL:PV,0.2549869887337844,Europe,EurAfrMENA,OM:PV,0.0958687688686783,ET:PV,0.06776537802481547
EG,L0,W0,L0_W0,0.26704504971141957,1,1,0.0,EG:VRE,0.9999999999999999,Africa/MENA,EurAfrMENA,,,,
EG,L0,W1,L0_W1,0.2436831257161051,1,1,0.05341962300151529,EG:VRE,1.0,Africa/MENA,EurAfrMENA,,,,
EG,L0,W2,L0_W2,0.20651421618550078,1,1,0.1352068479884107,EG:VRE,1.0,Africa/MENA,EurAfrMENA,,,,
EG,L0,W3,L0_W3,0.16959625136435102,1,1,0.2135052203932801,EG:VRE,1.0,Africa/MENA,EurAfrMENA,,,,
EG,L1,W0,L1_W0,0.1907184967733938,12,7,0.0,EG:WIND,0.40707037506231114,Africa/MENA,EurAfrMENA,SA:WIND,0.21821211638380852,JO:WIND,0.14493800854344588
EG,L1,W1,L1_W1,0.1688871117686447,12,7,0.05422644554600566,EG:WIND,0.4063634364967605,Africa/MENA,EurAfrMENA,SA:WIND,0.2175923812622396,JO:WIND,0.14651439543029712
EG,L1,W2,L1_W2,0.13913875581735918,12,7,0.13052247251054838,EG:WIND,0.4116918297299355,Africa/MENA,EurAfrMENA,SA:WIND,0.21117803654974449,JO:WIND,0.14993927832281598
EG,L1,W3,L1_W3,0.12053917953549549,12,8,0.1802983134059119,EG:WIND,0.430656039039093,Africa/MENA,EurAfrMENA,SA:WIND,0.20017428736909618,JO:WIND,0.14977403072494824
EG,L2,W0,L2_W0,0.13983543995291645,54,24,0.0,EG:WIND,0.1331333488345782,Africa/MENA,EurAfrMENA,ET:WIND,0.13011713018161752,DZ:PV,0.11428833518681056
EG,L2,W1,L2_W1,0.11861732227086765,54,24,0.053585661546386706,ET:WIND,0.1319123768622238,Africa/MENA,EurAfrMENA,EG:WIND,0.12943807099016308,DZ:PV,0.11779675077230273
EG,L2,W2,L2_W2,0.09365805970361957,54,24,0.11896611841557607,ET:WIND,0.140376503741077,Africa/MENA,EurAfrMENA,DZ:PV,0.126718639819325,EG:WIND,0.12194581525970338
EG,L2,W3,L2_W3,0.08590560971649562,54,22,0.13956427408261998,ET:WIND,0.14716047810789312,Africa/MENA,EurAfrMENA,DZ:PV,0.1335033118348862,EG:WIND,0.12256957952570895
EG,L3,W0,L3_W0,0.0762385964345221,210,68,0.0,US:PV,0.12488922441214317,Africa/MENA,EurAfrMENA,MX:PV,0.1071772003434483,FJ:PV,0.06668917798993812
EG,L3,W1,L3_W1,0.05902938782301967,210,66,0.04586943123944971,US:PV,0.11809973111000842,Africa/MENA,EurAfrMENA,MX:PV,0.11198565654974091,FJ:PV,0.06485893123965597
EG,L3,W2,L3_W2,0.04902926883418479,210,60,0.07460949834065941,MX:PV,0.12032313596739203,Africa/MENA,EurAfrMENA,US:PV,0.10993556274848429,FJ:PV,0.059634001914455385
EG,L3,W3,L3_W3,0.04842329148458287,210,57,0.0762385964345221,MX:PV,0.1219767029976338,Africa/MENA,EurAfrMENA,US:PV,0.10935048322871266,FJ:PV,0.06013445459275919
ES,L0,W0,L0_W0,0.26080915509576463,1,1,0.0,ES:VRE,1.0000000000000002,Europe,EurAfrMENA,,,,
ES,L0,W1,L0_W1,0.23721651275872646,1,1,0.05214275068484889,ES:VRE,1.0000000000000002,Europe,EurAfrMENA,,,,
ES,L0,W2,L0_W2,0.1967680779384869,1,1,0.1388626107402978,ES:VRE,1.0000000000000002,Europe,EurAfrMENA,,,,
ES,L0,W3,L0_W3,0.15632566752893212,1,1,0.2262044450879111,ES:VRE,1.0000000000000002,Europe,EurAfrMENA,,,,
ES,L1,W0,L1_W0,0.1937831483848584,18,12,0.0,BE:WIND,0.1890723138541953,Europe,EurAfrMENA,IE:WIND,0.13687743869394572,ES:WIND,0.12835137383703465
ES,L1,W1,L1_W1,0.1728889847067809,18,13,0.05689958100585516,BE:WIND,0.18730113843990384,Europe,EurAfrMENA,IE:WIND,0.1339728289505471,ES:WIND,0.12708737121323643
ES,L1,W2,L1_W2,0.14410516377769653,18,13,0.13732063428906988,BE:WIND,0.18304688840389727,Europe,EurAfrMENA,ES:WIND,0.1269162634454147,IE:WIND,0.12436730005960045
ES,L1,W3,L1_W3,0.12636548830919342,18,13,0.1879235935431493,BE:WIND,0.18543169702983645,Europe,EurAfrMENA,MA:PV,0.12823133717572172,ES:WIND,0.1280177327583605
ES,L2,W0,L2_W0,0.1784848612840903,56,25,0.0,MR:PV,0.1671349151426949,Europe,EurAfrMENA,MR:WIND,0.11271526739603369,ES:WIND,0.08958309688492337
