year,lambda,lambda_inf,lambda_train,country,region,continent,perturbation,scenario,uncovered_share,annual_unmet_mwh_per_100mw,storage_cost_usd_yr_per_100mw_mid,storage_cost_usd_yr_per_100mw_low
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P1_flatten,L3_W3,0.03695526277730462,32372.81019291885,4669595.570528637,3319351.0682071033
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L0_W0,0.50849235626763,445439.3040904439,64252111.22928938,45673187.50033824
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L0_W1,0.4833002756125553,423371.04143659846,61068888.61365746,43410414.79766012
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L0_W2,0.4275136683071668,374501.9734370781,54019800.74928854,38399617.40009667
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L0_W3,0.3271650407049377,286596.5756575254,41339942.137979425,29386223.929407068
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L1_W0,0.20140028170886162,176426.64677696276,25448550.29277411,18089933.340646658
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L1_W1,0.17864676406467184,156494.56532065253,22573459.78548904,16046194.305347634
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L1_W2,0.14517822106185138,127176.12165018181,18344439.38588315,13040023.177916938
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L1_W3,0.12071380365580492,105745.2920024851,15253162.891835434,10842609.76648543
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L2_W0,0.1491857389432568,130686.70731429294,18850821.598900925,13399981.61849584
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L2_W1,0.12808911959407862,112206.06876441286,16185093.557412047,11505066.504666395
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L2_W2,0.102369856570456,89675.99435571945,12935257.196726624,9194941.862733385
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L2_W3,0.09237472542418129,80920.25947158282,11672291.745533552,8297171.240800958
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L3_W0,0.0544372163690785,47687.00153931277,6878581.4340108,4889594.031405267
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L3_W1,0.04136405963174728,36234.916237410616,5226682.618912699,3715352.7050102316
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L3_W2,0.03788133967284805,33184.05355341489,4786612.856955679,3402532.0308480132
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_sharpen,L3_W3,0.03781979209254652,33130.13787307075,4778835.8236794,3397003.778278128
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L0_W0,0.5131419440897873,449512.34302265366,64839624.15890826,46090817.17319985
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L0_W1,0.48794505498248614,427439.86816465785,61655793.95654766,43827612.57152184
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L0_W2,0.43111387713832283,377655.75637317076,54474716.17803955,38722991.018124506
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L0_W3,0.32882548383704163,288051.12384124845,41549752.52253848,29535366.250961095
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L1_W0,0.19027151190743136,166677.84443090987,24042340.452423416,17090338.393891346
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L1_W1,0.16748568563593438,146717.46061707853,21163167.48944394,15043697.372014368
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L1_W2,0.13466007116196838,117962.2223378843,17015386.295972146,12095274.595932007
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L1_W3,0.11230113787100252,98375.7967749982,14190154.704834355,10086977.440785866
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L2_W0,0.13718424350361494,120173.3973091667,17334335.833872396,12321997.761427369
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L2_W1,0.11638819993389092,101956.06314208845,14706587.96686652,10454080.602953311
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L2_W2,0.09276417621170707,81261.4183614554,11721501.994242327,8332152.020003582
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L2_W3,0.08508435489846565,74533.89489105591,10751094.618089467,7642344.367075646
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L3_W0,0.05324393224711718,46641.68464847465,6727800.358961462,4782412.303358149
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L3_W1,0.040365591952115726,35360.258550053375,5100518.1729386635,3625669.5446190503
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L3_W2,0.037078168304278056,32480.475434547578,4685125.675342317,3330390.540303575
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P2_emp,L3_W3,0.037055416849090105,32460.545159802932,4682250.845443015,3328346.986519734
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L0_W0,0.5050318644542164,442407.9132618937,63814850.172829255,45362363.375866584
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L0_W1,0.4796979392929761,420215.3948206471,60613704.359581694,43086850.08693157
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L0_W2,0.4229794322661317,370529.9826651314,53446863.44775886,37992348.71587679
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L0_W3,0.322695127408698,282680.9316100194,40775132.53414713,28984732.765237115
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L1_W0,0.19823110204567215,173650.4453920088,25048098.87651393,17805275.10499183
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L1_W1,0.17549952622949228,153737.58497703524,22175780.89620294,15763506.902120162
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L1_W2,0.1423972845567767,124740.02127173638,17993045.624613695,12790237.25123142
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L1_W3,0.11922070672797402,104437.33909370523,15064498.050170422,10708498.613976566
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L2_W0,0.14791333802715845,129572.08411179081,18690043.478676107,13285693.55713121
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L2_W1,0.1271633112168056,111395.0606259217,16068110.20043461,11421909.660549905
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L2_W2,0.10258018243699496,89860.23981480759,12961833.566665499,9213833.499195958
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L2_W3,0.09322807726901669,81667.79568765862,11780119.635129644,8373819.981598182
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L3_W0,0.06601276137843301,57827.178967507316,8341244.9260245105,5929318.682354773
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L3_W1,0.05229002675886224,45806.063440763326,6607266.705351678,4696731.754406615
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L3_W2,0.046612307940883634,40832.38175621406,5889841.13046381,4186754.5385224675
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P3_burst,L3_W3,0.0454472945191027,39811.82999873396,5742632.286442393,4082112.1072301357
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L0_W0,0.5096744818182373,446474.84607277584,64401482.32883179,45779366.95663947
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L0_W1,0.4845119158489786,424432.4382837052,61221989.13184809,43519245.28649443
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L0_W2,0.42832432798521763,375212.1113150506,54122234.13921309,38472431.49654907
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L0_W3,0.3274325288566205,286830.8952783996,41373741.42377518,29410249.927743807
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L1_W0,0.1966042646785116,172225.33585837617,24842534.85145364,17659151.279948976
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L1_W1,0.17392041845233483,152354.2865642453,21976247.8898748,15621670.186778476
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L1_W2,0.14070260814997268,123255.48473937606,17778909.589635983,12638020.069741242
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L1_W3,0.11707893897601744,102561.15054299128,14793868.417040618,10516123.33259514
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L2_W0,0.1444997676148355,126581.79643059589,18258711.319759347,12979083.95019038
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L2_W1,0.12351163094924227,108196.18871153623,15606690.940472737,11093912.837203514
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L2_W2,0.09854598566929769,86326.28344630478,12452080.2611458,8851478.73985063
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L2_W3,0.08947134909948679,78376.90181115043,11305426.72533141,8036387.672223534
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L3_W0,0.05396966358973757,47277.425304610115,6819502.3685863335,4847598.069236068
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L3_W1,0.04095865209398959,35879.779234334885,5175456.1060887985,3678938.6778221577
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L3_W2,0.03759918492594487,32936.885995127705,4750960.328538215,3377188.6672741533
2025,0.2,0.13,0.07,AE,Asia-Pacific,Asia,P_mix,L3_W3,0.037558121515367235,32900.9144474617,4745771.635352629,3373500.3191060866
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L0_W0,0.4951124568842826,433718.5122306316,62561453.00636998,44471394.30573288
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L0_W1,0.4697566563583692,411506.83096993144,59357543.06432711,42193916.15416024
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L0_W2,0.4136103785578133,362322.69161664444,52263007.93142692,37150812.86691793
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L0_W3,0.31302715665276565,274211.7892278227,39553506.4374812,28116347.949534833
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L1_W0,0.21094736436389777,184789.89118277445,26654901.202685814,18947459.891065825
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L1_W1,0.189286742854501,165815.18674054288,23917906.938440084,17001885.655035727
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L1_W2,0.1580814758748217,138479.3728663438,19974869.722237073,14199003.778457679
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L1_W3,0.13646372025347586,119542.21894204486,17243291.908746295,12257279.790554594
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L2_W0,0.18022939114145473,157880.94663991436,22773437.48371509,16188347.1269782
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L2_W1,0.15964648203979123,139850.31826685712,20172620.876107365,14339573.875787165
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L2_W2,0.13194852109374422,115586.90447811993,16672760.070740098,11851721.014140554
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L2_W3,0.11804814459222239,103410.17466278681,14916335.36524323,10603178.151196996
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L3_W0,0.10929168874013072,95739.51933635451,13809886.52988092,9816666.32846957
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L3_W1,0.09213094051389258,80706.7038901699,11641487.555502327,8275274.286441413
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L3_W2,0.07843495691886497,68709.02226092572,9910889.542581405,7045090.156774736
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P0_baseline,L3_W3,0.07727272420111114,67690.90640017335,9764032.062945792,6940697.490527733
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L0_W0,0.5084472868773333,445399.82330454397,64246416.34825,45669139.33188856
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L0_W1,0.4831841000101901,423269.2716089265,61054208.88910842,43399979.81273972
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L0_W2,0.4266979735401932,373787.4248212092,53916731.13526044,38326351.04795622
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L0_W3,0.322503049380366,282512.6712572006,40750861.925771266,28967480.16410247
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L1_W0,0.19544992705416062,171214.1360994447,24696674.9805593,17555467.75726505
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L1_W1,0.17316150436960678,151689.47782777555,21880352.973351713,15553503.920816278
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L1_W2,0.14165802398241067,124092.42900859176,17899634.087417267,12723836.279007455
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L1_W3,0.12029362070365912,105377.21173640538,15200069.386210125,10804868.599836113
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L2_W0,0.15584449459893132,136519.77726866383,19692209.09226942,13998076.34269754
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L2_W1,0.1347002583574857,117997.42632115747,17020464.27231642,12098884.241767094
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L2_W2,0.10820423787007044,94786.9123741817,13672478.339967588,9718990.627205877
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L2_W3,0.09718569912559477,85134.67243402102,12280197.082898565,8729296.721578497
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L3_W0,0.08632616387274612,75621.7195525256,10908007.199679982,7753884.635917096
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L3_W1,0.06944634882376087,60835.00156961452,8775106.398539118,6237726.235106122
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L3_W2,0.05942451940248784,52055.87899657935,7508767.404924653,5337557.552898247
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P1_flatten,L3_W3,0.05893962576964983,51631.11217421325,7447497.182771924,5294004.021488477
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L0_W0,0.5111456650553061,447763.60258844815,64587378.19889097,45911509.80403093
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L0_W1,0.4857923920031368,425554.13539474783,61383787.623544835,43634258.672158375
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L0_W2,0.42880737804064084,375635.2631636014,54183271.4104873,38515819.43637049
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L0_W3,0.32596358486322774,285544.1003401875,41188128.50021848,29278308.210998677
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L1_W0,0.20843987233804764,182593.32816812972,26338059.35724678,18722234.964789882
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L1_W1,0.1862597728996378,163163.5610600827,23535424.86603461,16730000.808386046
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L1_W2,0.15338498977876244,134365.25104619592,19381430.817381665,13777161.665367693
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L1_W3,0.12994430940630539,113831.21503992353,16419511.756028788,11671701.127779502
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L2_W0,0.1751056235374484,153392.5262188048,22126008.113444727,15728126.249316134
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L2_W1,0.15378463444915766,134715.3397774621,19431929.145425186,13813058.06722995
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L2_W2,0.12467018738029888,109211.08414514181,15753083.891627498,11197975.296458103
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L2_W3,0.10973423896365539,96127.19333216212,13865806.32068204,9856416.541207716
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L3_W0,0.08773654987099484,76857.21768699148,11086220.848162074,7880566.627006776
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L3_W1,0.07112260983791317,62303.406218011936,8986915.500098059,6388289.331395006
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L3_W2,0.060991601086223236,53428.64255153155,7706780.817334247,5478314.074972537
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_sharpen,L3_W3,0.06033971721307583,52857.59227865443,7624410.031205848,5419761.347483676
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L0_W0,0.5106250735691719,447307.56444659457,64521597.26499919,45864749.86307172
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L0_W1,0.48540107542508276,425211.34207237244,61334341.61715145,43599110.3061679
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L0_W2,0.4287310014967911,375568.357311189,54173620.61804125,38508959.234511256
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L0_W3,0.32424278055886707,284036.67576956755,40970690.99461037,29123744.200988095
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L1_W0,0.19829813197292412,173709.16360828152,25056568.64855356,17811295.786321208
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L1_W1,0.1760475570207991,154217.65995022003,22245029.007656537,15812731.463273924
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L1_W2,0.1441532991869368,126278.29008775664,18214932.238928746,12947963.88068429
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L1_W3,0.12221790139494715,107062.8816219737,15443217.77475333,10977709.02060779
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L2_W0,0.16091099938372055,140958.0354601392,20332402.843391743,14453153.828435095
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L2_W1,0.13967897221150422,122358.77965727769,17649564.931125212,12546076.27634202
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L2_W2,0.11245220873937266,98508.13485569044,14209243.727743708,10100546.746227454
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L2_W3,0.10043702539535497,87982.83424633095,12691028.385576775,9021333.430711202
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L3_W0,0.08622516889961844,75533.24795606575,10895245.670097455,7744813.187177709
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L3_W1,0.06945351592605432,60841.27995122359,8776012.019731011,6238369.989929273
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L3_W2,0.05950476788267144,52126.17666522018,7518907.44776145,5344765.53515573
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P2_emp,L3_W3,0.0589824555433843,51668.63105600464,7452909.070191651,5297851.025798885
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L0_W0,0.5016508980267405,439446.18667142466,63387637.79041469,45058682.28475262
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L0_W1,0.47652954244285983,417439.87917994516,60213351.85806825,42802262.164169006
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L0_W2,0.42111912113241395,368900.3501119946,53211798.12885796,37825254.09159783
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L0_W3,0.32072849529990216,280958.1618827143,40526632.702352345,28808088.306491427
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L1_W0,0.21025970030586352,184187.49746793645,26568009.301557716,18885693.358938623
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L1_W1,0.18823136635219673,164890.67692452433,23784551.60363709,16907090.89897095
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L1_W2,0.15607377532668987,136720.62718618033,19721180.561832514,14018670.51985685
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L1_W3,0.13269646395909973,116242.10242817138,16767268.685443213,11918901.836640358
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L2_W0,0.17618128529242966,154334.80591616838,22261926.65356487,15824743.04289551
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L2_W1,0.15514290948558873,135905.18870937574,19603558.153501768,13935059.410320533
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L2_W2,0.12731183266318052,111525.16541294615,16086877.083308648,11435249.974882053
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L2_W3,0.11263364876857762,98667.076321274,14232170.139112981,10116843.8338273
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L3_W0,0.10577697786198537,92660.63260709918,13365774.457205966,9500972.204519903
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L3_W1,0.08857774337926651,77594.10320023747,11192512.43385187,7956123.2963525355
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L3_W2,0.07568828703712217,66302.93944451903,9563825.64559926,6798382.085425982
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P3_burst,L3_W3,0.07254352208508615,63548.12534653546,9166459.225047125,6515916.7985274745
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P_mix,L0_W0,0.5102368454425432,446967.47660766786,64472541.50935799,45829878.904242426
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P_mix,L0_W1,0.4849117895793256,424782.7276714893,61272516.40346436,43555162.26270358
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P_mix,L0_W2,0.42808337679594505,375001.0380732479,54091788.01269193,38450789.069262944
2025,0.2,0.13,0.07,AF,Asia-Pacific,Asia,P_mix,L0_W3,0.3246152444283842,284362.95411926456,41017754.80919505,29157199.201716967
