country,power_scope,workload_scenario,scenario,year,np_pv_mw,np_wind_mw,gen_busbar_mwh,tx_p95_mwkm,tx_np_mwkm,tx_p95_mw,tx_np_mw,foreign_energy_share,mean_import_km,max_import_km,n_corridors,uncovered_share,unmet_mwh_ob1,emax_mwh_ob1,ppeak_mw_ob1,ob_star,unmet_mwh_ob,emax_mwh_ob,ppeak_mw_ob,unmet_mwh_15,emax_mwh_15,ppeak_mw_15,unmet_mwh_20,emax_mwh_20,ppeak_mw_20,perturbation,region,continent
AE,L2,W2,L2_W2,2025,122.8179289844155,338.0259822002043,967620.5533304733,805011.4065883501,1207311.3093859602,294.1914133769576,437.4467724600363,0.9544725984881853,2103.890914184314,2963.0849084215897,16,0.09854598566929769,86326.28344630478,452.2662110828369,40.34753295741963,1.1,41341.92799750076,244.8900037496166,37.90555118846366,7077.071831720997,157.14426907916715,39.72839975524558,1309.1995495494496,101.80448442393349,36.43782207338715,P_mix,Asia-Pacific,Asia
AE,L2,W3,L2_W3,2025,127.74146126127226,336.44860054955495,967803.5890628478,814390.0274951016,1217934.5629915032,298.016446949852,442.1446456999258,0.957102852507282,2101.910268791348,2963.0849084215897,16,0.08947134909948679,78376.90181115043,352.26434378384715,23.233502214159543,1.1,30650.704687703044,116.21800974435784,13.48075721149466,189.74062943787249,45.352663053867055,14.60540852609781,17.017789240351092,10.289452325444104,6.837746519237255,P_mix,Asia-Pacific,Asia
AE,L3,W0,L3_W0,2025,506.31458637841445,199.43343405098042,1415614.4569548198,6074681.254129865,8478761.794321626,498.6524197846139,705.7480204293948,1.0000000000000013,8084.868818530689,14588.176999625717,66,0.05396966358973757,47277.425304610115,266.6296969212105,23.401676825451652,1.1,13893.093169050857,106.01355392919012,17.776539662942017,84.30806733199049,22.620201878057834,9.319451386760733,0.0,0.0,0.0,P_mix,Asia-Pacific,Asia
AE,L3,W1,L3_W1,2025,474.3780090118725,229.51555065525602,1407846.989432178,5925402.255251078,8276470.064908765,489.98589655702733,703.8935596671286,1.0000000000000018,8015.372212902217,14588.176999625717,65,0.04095865209398959,35879.779234334885,197.00258214343583,16.633995424162954,1.1,6253.804025216685,83.54071995603078,15.599470529344764,54.1533687053812,19.606938616034334,7.756182501188579,0.0,0.0,0.0,P_mix,Asia-Pacific,Asia
AE,L3,W2,L3_W2,2025,460.27652854046653,242.73357079347687,1402071.694931139,5865308.153563102,8111856.3184216395,486.86618542771686,703.0100993339432,1.0000000000000013,7946.145893193809,14588.176999625717,63,0.03759918492594487,32936.88599512771,185.65007453984538,10.489726529450028,1.1,992.3619330264105,28.029611906777777,3.620374313400857,2.1904695524165447,2.1904695524165447,2.1904695524165447,0.0,0.0,0.0,P_mix,Asia-Pacific,Asia
AE,L3,W3,L3_W3,2025,459.5036886789475,243.01462527412204,1401848.3474185327,5863787.09295987,8104533.550302288,486.7729646377297,702.5183139530698,1.000000000000001,7942.468994374378,14588.176999625717,63,0.037558121515367235,32900.91444746169,186.38348935972584,10.460070000504913,1.1,902.1594371556075,22.871277620828643,3.2724357061208167,0.0,0.0,0.0,0.0,0.0,0.0,P_mix,Asia-Pacific,Asia
AF,L0,W0,L0_W0,2025,0.0,862.176383076033,876000.0000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5102368454425432,446967.4766076678,1566.1700995289066,170.59708362355664,1.1,440924.85251111124,1540.4934746871295,170.85758299919286,425632.588455356,1474.5777739450602,171.38023801001233,413990.76673322095,1425.2332807826199,171.6015147218431,P_mix,Asia-Pacific,Asia
AF,L0,W1,L0_W1,2025,0.0,862.1763830760327,876000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4849117895793256,424782.7276714893,1491.9008279261411,162.59793233849368,1.1,418632.97914559895,1462.4230032416672,163.19610178784671,404764.40402689786,1401.4061655104647,163.69103815583887,393846.6246721143,1356.5273252182453,163.9139821948996,P_mix,Asia-Pacific,Asia
AF,L0,W2,L0_W2,2025,0.0,862.176383076033,876000.0000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.42808337679594505,375001.03807324794,1314.7375643350997,143.06062367808977,1.1,367143.0825896817,1281.779535282043,143.06649293856324,352283.0354731227,1215.068092615834,144.4116252453052,343200.1088026565,1182.2558362982268,144.41246067527567,P_mix,Asia-Pacific,Asia
AF,L0,W3,L0_W3,2025,0.0,862.1763830760327,876000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3246152444283842,284362.95411926456,1016.8451829872729,99.93502688327513,1.1,271766.7744780216,965.7677624504295,99.99562279190937,240224.91725518653,827.2952207110169,101.64108458736914,235314.4053183224,805.2852716064112,101.29751338964913,P_mix,Asia-Pacific,Asia
AF,L1,W0,L1_W0,2025,135.0572557336851,342.61232111648775,921391.206628781,374412.5361049936,530779.0754131895,264.8764973273844,376.61741298468473,0.8626916972965964,1038.3348581959422,1368.053266589763,5,0.20444908581502033,179097.39917395782,1076.1763592837046,100.06510776753191,1.1,148824.96132545333,900.6967451745521,98.01922131903879,78945.73314141596,724.4864074224841,94.82630776344187,44378.16847432997,641.0384693161603,90.58731260494665,P_mix,Asia-Pacific,Asia
AF,L1,W1,L1_W1,2025,136.64505656465573,341.01967024697984,921610.6656903946,376696.91952046077,533529.5431778989,265.9296594240546,377.8507485404734,0.8656399476384573,1040.276235680703,1368.053266589763,5,0.1822670349290541,159665.9225978514,1143.682455381452,92.0216692145167,1.1,128359.61305019008,798.9951738323887,93.05701749734666,68386.14157978178,678.4022747153622,89.40321060613766,38557.733286342496,595.7274451637478,84.78288724575947,P_mix,Asia-Pacific,Asia
AF,L1,W2,L1_W2,2025,141.86098477454067,336.20391826314386,921429.2420546982,378195.14479166054,530991.687700467,265.569943048785,374.3370985144152,0.8591276526023087,1045.1891632848046,1368.053266589763,5,0.14978628927142693,131212.78940177002,1170.6536343844416,70.51296493707815,1.1,90228.45308681644,612.3799411881156,67.74844379348555,43235.019093124545,529.1635318677423,75.66087161998948,24506.556154023776,459.4872002195043,72.3769203805373,P_mix,Asia-Pacific,Asia
AF,L1,W3,L1_W3,2025,150.68184038333857,330.0646261478821,921070.9328913046,377604.24496730225,526970.1830007801,263.21290322235507,369.98404365114976,0.8480566611170168,1052.232269388413,1368.053266589763,5,0.12691486887340556,111177.4251331033,723.3482334829318,37.8447741867642,1.1,65478.90861093547,407.81888663629115,28.338649769597865,10627.80269002884,246.4133034905779,44.10529685162965,5798.757529861533,194.70519315874856,41.134675076514576,P_mix,Asia-Pacific,Asia
AF,L2,W0,L2_W0,2025,120.1870219986046,373.692881569589,962782.8921288868,753414.135734133,1276322.6119263691,290.59611745226937,455.9527256313762,0.956009954945064,1977.621845086143,2934.350535813012,16,0.1698638456679184,148800.7288050965,871.0735540218346,85.2437176107605,1.1,114658.7797217078,735.087011947632,80.84734284906891,40569.68230888422,408.58514157997877,70.64012996685386,12496.387859995986,265.8701442260679,63.10429141817422,P_mix,Asia-Pacific,Asia
AF,L2,W1,L2_W1,2025,122.04426875620032,373.5449371253903,962760.5953031984,754206.1793268593,1281887.894993236,290.719023105804,457.3997003996002,0.9557056929050421,1977.7112430076138,2934.350535813012,16,0.14855125506172642,130130.89943407234,767.1433797208143,76.67040838247857,1.1,95046.52494415549,585.899103447798,75.81215131682805,32482.942365237635,361.79904908655845,66.3077918495348,9762.313995276236,245.83406987745894,58.5107361405491,P_mix,Asia-Pacific,Asia
AF,L2,W2,L2_W2,2025,130.58786266160115,370.73358346237904,962831.2730196987,764061.8796059082,1300319.50674786,292.74525414830015,461.2569355337923,0.9535309579610068,1984.3011525395234,2934.350535813012,15,0.1200534016606347,105166.77985471599,549.7963806905032,53.59190959665472,1.1,59404.41320826392,355.9748532218533,50.151935019164156,15195.288022036084,248.53467902348538,54.03617914751318,4206.855476105596,210.30920434252732,48.327923313624666,P_mix,Asia-Pacific,Asia
AF,L2,W3,L2_W3,2025,140.72596469319163,364.5308464216148,962940.982132014,774896.3351528562,1307622.720985637,294.4548367186481,461.18363189674415,0.9488814816977249,1997.6979105504795,2934.350535813012,15,0.10619477955154039,93026.62688714937,466.9202874737023,29.819212802258964,1.1,43949.4884259989,177.92179492192736,19.299401729045734,1067.7672286378017,119.79164646920165,31.648635088820175,327.002659261238,102.74023396242657,38.147009884593395,P_mix,Asia-Pacific,Asia
AF,L3,W0,L3_W0,2025,512.9966439867937,324.50070178909397,1360150.7680764904,5895893.049108647,10383987.805870809,499.3618593832979,827.8836653824848,0.9786914731906305,7621.4776066826735,15718.508428504716,57,0.08724972280868425,76430.75718040741,489.90466285826477,42.427141164445686,1.1,38549.61944611553,269.8847217464886,34.54860323045156,1245.27612469196,36.216036706303946,26.360274855050733,233.5216772816524,14.012567171371558,28.74849843239754,P_mix,Asia-Pacific,Asia
AF,L3,W1,L3_W1,2025,508.41343078500654,323.3940407614328,1361174.7301793077,5894771.600273194,10264964.060758397,496.3293494838283,820.9576284920489,0.9759515438270047,7664.737228499475,15718.508428504716,57,0.07057330522528348,61822.21537734833,410.7723673355885,34.122389209821726,1.1,23764.12593434126,180.98821149925809,30.507200686107613,772.1750220364029,26.890192255121693,21.67841146023425,102.65116150931114,29.91008018008705,28.742157893712992,P_mix,Asia-Pacific,Asia
AF,L3,W2,L3_W2,2025,496.22135704253003,315.07291261194996,1360249.4442729047,5859854.949560047,9853286.860665219,495.9738985268745,803.0140377381429,0.981647034584367,7603.800230700201,15718.508428504716,56,0.06050953605051015,53006.35358024688,314.3900399448517,17.931749848084465,1.1,7994.7374086751015,82.8465623007035,8.303005311597383,140.39042978888176,23.097380322673985,22.498380256100432,25.698675243270387,25.698675243270387,19.620014244585498,P_mix,Asia-Pacific,Asia
AF,L3,W3,L3_W3,2025,498.1049276358476,314.00592918605355,1361441.3638038263,5884823.191962181,9867361.21590677,497.69422838378597,804.1286317142764,0.9823075606069698,7603.941565040992,15718.508428504716,55,0.0599108192835439,52481.877692384456,312.22574533526677,17.51658216665669,1.1,7191.794253368264,83.32535821630529,7.022450356444686,1.1214236555689752,1.1214236555689752,1.1214236555689752,0.0,0.0,0.0,P_mix,Asia-Pacific,Asia
AR,L0,W0,L0_W0,2025,0.0,205.7021745426423,876000.0000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.28088133104556734,246052.04599591703,1814.294892801343,129.69275894519842,1.2,202885.4613984957,1364.8811190611973,129.4648322333846,159996.93973291092,1153.6382911698108,131.22003594513572,120536.64370165783,979.3978880596655,133.2658358362672,P_mix,Latin America,Americas
AR,L0,W1,L0_W1,2025,0.0,205.70217454264224,876000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.25738185985944806,225466.50923687656,1752.1956147894432,121.69426252218331,1.1,201096.3396208135,1331.2769618626041,123.33756880259664,144753.92098051598,1047.6547984631586,125.40052857262896,109742.190641328,931.3239628056714,126.85275761016842,P_mix,Latin America,Americas
AR,L0,W2,L0_W2,2025,0.0,205.70217454264224,876000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.21672643770229874,189852.35942721373,1581.8054092969874,101.40947471719792,1.1,157851.0927174012,1227.2215727883013,101.09711538622881,107455.2734557094,835.9510194688106,108.918413624131,82541.0390193141,767.0108021271695,110.1198180862325,P_mix,Latin America,Americas
AR,L0,W3,L0_W3,2025,0.0,205.7021745426422,875999.9999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.17557535325608806,153804.00945233315,1144.9596784647465,58.90041194842715,1.2,82357.64173861581,608.8446047796078,58.81294391597458,45774.53632655206,451.56647996057006,71.06301932750416,36050.28393495054,408.1194628413708,71.79400208911892,P_mix,Latin America,Americas
AR,L1,W0,L1_W0,2025,108.4865792368731,257.9820176291747,921695.9429559708,345655.54489448876,445155.39349628566,257.3752546060028,337.73496940278477,0.8603144204617694,1049.7794153562165,1494.992888434628,5,0.17833078292488427,156217.76584219866,1233.0349926386516,87.1876928817641,1.1,124849.09468557268,937.6271816842625,84.56353070443974,53813.46679639491,520.7283836892657,76.88595679639414,22041.955091824348,405.23133651604513,72.63051080235537,P_mix,Latin America,Americas
AR,L1,W1,L1_W1,2025,110.02631470765613,258.03518834937177,921592.7188210113,345065.38138071494,445876.4288018497,257.8156915622386,339.411281400362,0.8607198892264171,1045.9905687568396,1494.992888434628,5,0.15608022907022004,136726.28066551278,1051.7420675335266,78.22140420990208,1.1,104754.85568983854,778.6273759224888,78.92348182827793,44185.78632393958,461.87946746500296,73.64582735277949,17931.59951384119,366.2523336617008,68.59785548300945,P_mix,Latin America,Americas
AR,L1,W2,L1_W2,2025,115.41235834755881,257.53737067617163,921160.5207639749,345054.6636607871,447277.7224757731,261.01571161650514,344.3390796663588,0.860912265896145,1032.5405975500073,1494.992888434628,5,0.12512780987217845,109611.96144802832,831.0655452950668,55.75492700843742,1.1,67557.63513309175,506.3057690850197,53.44663064947657,23017.50916537948,333.83391232900027,59.77039108461418,9162.100238499912,260.66345419505086,56.57525247822655,P_mix,Latin America,Americas
AR,L1,W3,L1_W3,2025,120.73734461176329,257.18651161937873,920649.677468955,345121.72020278487,448175.82813018747,264.60673991170796,349.2457126052197,0.8605841494399101,1017.5059355622185,1494.992888434628,5,0.10727941158117026,93976.76454510514,689.0574135913623,29.51953892284136,1.1,47926.49852423632,260.8247462605084,19.064410908117182,2892.0125297780382,134.03099640064312,36.27874103946532,1176.7756847422538,184.20235485475797,46.68732586086006,P_mix,Latin America,Americas
AR,L2,W0,L2_W0,2025,108.4865792368731,257.9820176291747,921695.9429559708,345655.54489448876,445155.39349628566,257.3752546060028,337.73496940278477,0.8603144204617694,1049.7794153562165,1494.992888434628,5,0.17833078292488427,156217.76584219866,1233.0349926386516,87.1876928817641,1.1,124849.09468557268,937.6271816842625,84.56353070443974,53813.46679639491,520.7283836892657,76.88595679639414,22041.955091824348,405.23133651604513,72.63051080235537,P_mix,Latin America,Americas
AR,L2,W1,L2_W1,2025,110.02631470765613,258.03518834937177,921592.7188210113,345065.38138071494,445876.4288018497,257.8156915622386,339.411281400362,0.8607198892264171,1045.9905687568396,1494.992888434628,5,0.15608022907022004,136726.28066551278,1051.7420675335266,78.22140420990208,1.1,104754.85568983854,778.6273759224888,78.92348182827793,44185.78632393958,461.87946746500296,73.64582735277949,17931.59951384119,366.2523336617008,68.59785548300945,P_mix,Latin America,Americas
AR,L2,W2,L2_W2,2025,115.41235834755881,257.53737067617163,921160.5207639749,345054.6636607871,447277.7224757731,261.01571161650514,344.3390796663588,0.860912265896145,1032.5405975500073,1494.992888434628,5,0.12512780987217845,109611.96144802832,831.0655452950668,55.75492700843742,1.1,67557.63513309175,506.3057690850197,53.44663064947657,23017.50916537948,333.83391232900027,59.77039108461418,9162.100238499912,260.66345419505086,56.57525247822655,P_mix,Latin America,Americas
AR,L2,W3,L2_W3,2025,120.73734461176329,257.18651161937873,920649.677468955,345121.72020278487,448175.82813018747,264.60673991170796,349.2457126052197,0.8605841494399101,1017.5059355622185,1494.992888434628,5,0.10727941158117026,93976.76454510514,689.0574135913623,29.51953892284136,1.1,47926.49852423632,260.8247462605084,19.064410908117182,2892.0125297780382,134.03099640064312,36.27874103946532,1176.7756847422538,184.20235485475797,46.68732586086006,P_mix,Latin America,Americas
AR,L3,W0,L3_W0,2025,593.5331211147536,239.5032141168677,1461198.5223717836,7130338.8019088,10872600.870093592,548.4582260477049,833.036335231621,0.9999999999999998,8979.29554707586,18917.121911047372,49,0.06610504990370099,57908.02371564206,302.6705345169677,35.309841027838004,1.1,25557.683147138363,140.37351628603392,30.95725546888317,861.9776991819263,88.15467002963126,35.14956604009665,69.08609343436437,49.20615070857287,49.20615070857287,P_mix,Latin America,Americas
AR,L3,W1,L3_W1,2025,588.0347870861035,240.25139477936608,1463787.78189144,7097644.946835546,10782993.110137051,546.5531281052043,828.2861818654696,0.9999999999999997,9010.764369415603,18917.121911047372,49,0.048558830091563754,42537.53516020985,229.38631129959788,25.33638003681347,1.1,12820.13615327958,91.71665426002247,29.41342569348704,485.3262196478741,74.52045072099712,30.635019069964084,51.477327381902924,43.098954065748984,43.098954065748984,P_mix,Latin America,Americas
AR,L3,W2,L3_W2,2025,588.4405166114162,238.91299807080063,1464162.6489273054,7079723.392780703,10780903.365105107,544.3329793908811,825.5651522636914,0.9947977607429039,9037.53622618095,18917.121911047372,49,0.039572783134981866,34665.75802624412,150.4347696633733,10.171377423717104,1.1,1544.8453118699297,19.892119625545856,11.818968218129916,86.33569796795408,37.88342277989955,35.613897939421754,19.023051377617705,19.023051377617705,19.023051377617705,P_mix,Latin America,Americas
AR,L3,W3,L3_W3,2025,589.3189909181276,236.00517004125928,1463248.1308597056,7070302.821628922,10762049.959780807,543.1070290107612,822.6144047082837,0.9921166842278887,9049.893994691072,18917.121911047372,49,0.039047634074069006,34205.72744888444,148.8622174665362,10.381616343367533,1.1,878.2322817018461,10.698656705459484,3.640205691269758,0.0,0.0,0.0,0.0,0.0,0.0,P_mix,Latin America,Americas
AT,L0,W0,L0_W0,2025,0.0,319.483388921182,876000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3377948670347099,295908.3035224059,1732.2100569745817,140.6820398170681,1.1,275312.4448003662,1584.0369390332198,140.22857912268773,218430.99694394338,1480.455956255504,140.08174434947836,175067.74567409282,1321.2369400350483,140.123457371788,P_mix,Europe,EurAfrMENA
AT,L0,W1,L0_W1,2025,0.0,319.4833889211819,875999.9999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3140857744015517,275139.1383757593,1623.6803157006623,133.09106806558455,1.1,253764.32204108775,1525.813741263399,133.56969274861208,201262.21548313033,1402.1641218190528,133.73747403269002,161071.4680794737,1227.652205794521,134.12836502762212,P_mix,Europe,EurAfrMENA
AT,L0,W2,L0_W2,2025,0.0,319.483388921182,876000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.26974592257726304,236297.42817768242,1471.916876925171,113.01994475302943,1.1,208735.79966097852,1197.110209475759,112.33572906300697,157236.62266183353,1082.357926407575,116.75254444995969,125371.15292386069,1031.8792890583038,117.06782973016135,P_mix,Europe,EurAfrMENA
AT,L0,W3,L0_W3,2025,0.0,319.4833889211819,875999.9999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.21364457665340703,187152.64914838452,1329.8345242996202,69.78370343139734,1.1,153630.89478499652,948.5355668867351,69.2697022404318,75082.8212939852,670.2718041349193,77.89376292923144,60429.44568882137,614.5119148219728,78.1165421863645,P_mix,Europe,EurAfrMENA
AT,L1,W0,L1_W0,2025,143.79540692796328,219.21936110391795,929027.224684935,351916.094870373,523751.9954288748,237.06457825484517,347.0163102122622,0.9499239760989099,1122.5607199859653,1474.1052447609668,15,0.17843800526635376,156311.69261332584,892.0666830643695,82.94284277481222,1.1,120806.35268682617,738.4879161451045,79.54452878021338,41359.122353382554,375.50903226886203,71.33899160152738,11650.259066981846,270.1333169967559,63.96179039061071,P_mix,Europe,EurAfrMENA
AT,L1,W1,L1_W1,2025,148.89302453636677,217.12209478754016,929026.3209158136,352108.6862520576,527889.4604048593,237.27561953784044,349.8554540850366,0.9494193883023557,1123.311206482813,1474.1052447609668,16,0.15733509384743316,137825.54221035147,794.2002362778221,74.78992652182122,1.1,101403.83226328186,616.4852964868114,74.76470203347213,33347.806001246165,345.3935244620325,67.68579791259715,9164.474313982095,244.020178019632,59.44508868947477,P_mix,Europe,EurAfrMENA
AT,L1,W2,L1_W2,2025,159.48351525544066,211.12736139730575,929205.8687347837,349054.7284036716,535095.7003000879,235.24927835168288,354.8314309837533,0.950609495779183,1126.4294394464432,1474.1052447609668,16,0.12859314759001764,112647.59728885545,557.0887832399108,53.07101540531736,1.1,66849.85404000297,352.97865617571915,49.66717379009519,15037.391733768301,255.25821685084045,55.505442790904084,3900.6297544580807,164.05103946100712,48.139340395461815,P_mix,Europe,EurAfrMENA
AT,L1,W3,L1_W3,2025,164.62217883173355,206.80931713899832,929238.2487774666,346749.4288910479,536116.3928739444,234.45653640409773,356.7050165215643,0.9539053360523848,1122.296560156046,1474.1052447609668,15,0.11513106253641105,100854.81078189607,417.20710956989154,30.918897523950502,1.1,51917.618212026406,216.54552544260605,20.577119638072727,778.6483704089308,87.5603911568301,25.71479646518203,136.40674979438057,43.20634502944862,20.19059385592215,P_mix,Europe,EurAfrMENA
AT,L2,W0,L2_W0,2025,112.67315316364791,287.5525483653655,960568.6645540297,693852.4067087881,1026885.2681063999,277.9962529752702,396.39236277251615,0.9880014458046136,1850.4445989170756,2761.0247015706536,25,0.16003621519491232,140191.7245107432,726.7313246176491,77.06695834200862,1.1,104227.92842786547,543.322930078377,72.06968950801682,27949.745827049046,230.0901111873609,53.8877993701933,3863.8224853323836,120.11543778449911,36.877754613915194,P_mix,Europe,EurAfrMENA
AT,L2,W1,L2_W1,2025,117.1550926764082,285.8810006158777,960999.70772569,702432.030983283,1038509.6011280627,280.14335315087897,399.73034525412584,0.9896528328144946,1857.2820787635642,2761.0247015706536,25,0.13913072796911397,121878.51770094385,632.6701361789803,68.71224454257393,1.1,85458.40575819497,429.81997691608467,67.20612726949086,21403.030837981823,195.93633197415312,50.70313592836868,2637.6393258522735,99.65788218031733,31.836641418934747,P_mix,Europe,EurAfrMENA
AT,L2,W2,L2_W2,2025,130.1682747256457,276.5118255111037,962045.695868023,735144.8475364032,1058755.2500514905,288.8352358247443,404.31136451071694,0.9925857311892476,1876.083811609176,2761.0247015706536,25,0.11156361939704366,97729.73059181025,446.09335705267586,47.20833013797326,1.1,52774.53483089481,233.8818608673301,44.25506982498173,7478.9509907461215,135.9093508552943,36.098122436966136,523.7875388081179,45.24258003826408,23.1425704888833,P_mix,Europe,EurAfrMENA
AT,L2,W3,L2_W3,2025,138.71699200105235,270.7216382014467,962486.5688401297,750161.875118161,1069002.8881466987,293.3788921148305,408.01429976548735,0.9955417699748942,1880.1581271864547,2761.0247015706536,25,0.10101399431697378,88488.25902166903,316.03083586633585,27.14140021427562,1.1,41179.37440958251,121.08392896865807,17.75925974010351,13.831462261606262,9.669081268411087,9.669081268411087,0.0,0.0,0.0,P_mix,Europe,EurAfrMENA
AT,L3,W0,L3_W0,2025,461.6812335493967,235.59989942577886,1335898.7639794312,5280629.12270928,7412785.968390181,475.80132110641796,696.3511505089608,0.9970891054168585,7650.543527010943,18123.215381700804,59,0.05712384286605389,50040.48635066321,302.1895036883609,24.63138544723909,1.1,15584.921455192776,89.49823558266256,19.23133273868569,189.02617839699417,24.248590186077774,9.950530916567992,1.5715998743378634,1.5715998743378634,1.5715998743378634,P_mix,Europe,EurAfrMENA
AT,L3,W1,L3_W1,2025,453.47813604574793,262.2485485241434,1339151.5972208711,5323696.7696127985,7566465.760849397,477.5645873392636,714.753723843818,0.9969545811775754,7703.8217294586975,18123.215381700804,57,0.0437416708531596,38317.7036673678,257.13871683374174,17.561376818234294,1.1,7046.039205653044,65.24143861345232,16.27808053194491,97.87026170930886,21.724046260756552,11.981660922827773,0.0,0.0,0.0,P_mix,Europe,EurAfrMENA
