year,storage_scenario,country,country_bill_musd,tech
2025,Conservative,AE,513.1568817496343,LDES
2025,Conservative,AF,564.5838109129248,LDES
2025,Conservative,AR,547.0585851742389,LDES
2025,Conservative,AT,548.8523103780833,LDES
2025,Conservative,AU,413.65804363700204,LDES
2025,Conservative,BD,550.5923396800779,LDES
2025,Conservative,BE,470.14981855310197,LDES
2025,Conservative,BF,581.5920277706764,LDES
2025,Conservative,BG,537.8441984139865,LDES
2025,Conservative,BH,570.2116510587132,LDES
2025,Conservative,BI,534.3970196153587,LDES
2025,Conservative,BO,525.0225520719488,LDES
2025,Conservative,BR,386.1795549391684,LDES
2025,Conservative,BY,586.3217851444239,LDES
2025,Conservative,CA,537.8007933506312,LDES
2025,Conservative,CH,900.2343570615034,LDES
2025,Conservative,CL,491.6158808060104,LDES
2025,Conservative,CN,341.93877630432115,LDES
2025,Conservative,CO,491.12559231255267,LDES
2025,Conservative,CR,534.097633331647,LDES
2025,Conservative,CU,481.72679709610753,LDES
2025,Conservative,CV,645.1280328079052,LDES
2025,Conservative,CZ,882.032473069003,LDES
2025,Conservative,DE,538.5394800183451,LDES
2025,Conservative,DK,606.6081658092228,LDES
2025,Conservative,DO,474.1788129667195,LDES
2025,Conservative,DZ,582.2668849674235,LDES
2025,Conservative,EC,539.6309418757022,LDES
2025,Conservative,EE,770.0093886989489,LDES
2025,Conservative,EG,495.15707199323026,LDES
2025,Conservative,ES,434.5018666265775,LDES
2025,Conservative,ET,597.9726446010501,LDES
2025,Conservative,FI,1112.8256991317398,LDES
2025,Conservative,FJ,520.1047235471212,LDES
2025,Conservative,FR,412.0988350275395,LDES
2025,Conservative,GB,645.4251998454582,LDES
2025,Conservative,GF,572.509915453775,LDES
2025,Conservative,GH,516.3306908848546,LDES
2025,Conservative,GR,544.3139211282473,LDES
2025,Conservative,GT,483.7504368109847,LDES
2025,Conservative,HN,500.6905199025328,LDES
2025,Conservative,HU,975.4793852887306,LDES
2025,Conservative,ID,513.1424366578738,LDES
2025,Conservative,IE,759.5122406778859,LDES
2025,Conservative,IL,544.4158108595262,LDES
2025,Conservative,IN,427.68815674980056,LDES
2025,Conservative,IR,1149.0209380635672,LDES
2025,Conservative,IT,543.009235903643,LDES
2025,Conservative,JM,518.8301210879168,LDES
2025,Conservative,JO,527.9328028314842,LDES
2025,Conservative,JP,533.2087151573324,LDES
2025,Conservative,KE,552.1446654518857,LDES
2025,Conservative,KH,512.6057868365789,LDES
2025,Conservative,KR,536.9457872069873,LDES
2025,Conservative,KW,499.6837254630301,LDES
2025,Conservative,KZ,657.1836589445741,LDES
2025,Conservative,LC,505.19307144762655,LDES
2025,Conservative,LK,467.5549418687043,LDES
2025,Conservative,LY,426.02232686985377,LDES
2025,Conservative,MA,1337.3253034767022,LDES
2025,Conservative,MG,496.564617479368,LDES
2025,Conservative,MM,605.7926772460978,LDES
2025,Conservative,MN,615.0383733206843,LDES
2025,Conservative,MR,500.0408619536253,LDES
2025,Conservative,MU,487.14438630298247,LDES
2025,Conservative,MX,462.49022001909475,LDES
2025,Conservative,MY,617.5181074925595,LDES
2025,Conservative,NE,671.8090889446019,LDES
2025,Conservative,NG,535.1622583267687,LDES
2025,Conservative,NI,604.2035788062839,LDES
2025,Conservative,NL,636.2582738476445,LDES
2025,Conservative,NO,1122.4596180620106,LDES
2025,Conservative,NP,575.5560979304745,LDES
2025,Conservative,NZ,762.7397738652129,LDES
2025,Conservative,OM,526.8555790101526,LDES
2025,Conservative,PA,497.5784915397825,LDES
2025,Conservative,PE,396.0613026098162,LDES
2025,Conservative,PH,483.2718076287417,LDES
2025,Conservative,PK,470.4899157438502,LDES
2025,Conservative,PL,686.7691506690187,LDES
2025,Conservative,PS,573.8754835686792,LDES
2025,Conservative,PT,515.4646021745818,LDES
2025,Conservative,PY,449.8495002834737,LDES
2025,Conservative,RO,614.0380301949114,LDES
2025,Conservative,RU,657.2153110798901,LDES
2025,Conservative,RW,519.2456524019705,LDES
2025,Conservative,SA,531.9053384246617,LDES
2025,Conservative,SE,1072.8355584185024,LDES
2025,Conservative,SK,1031.2397611758108,LDES
2025,Conservative,SN,515.6082122630938,LDES
2025,Conservative,SR,601.9949094246721,LDES
2025,Conservative,SV,477.9735248152091,LDES
2025,Conservative,TH,483.37748198552714,LDES
2025,Conservative,TN,500.6267568622739,LDES
2025,Conservative,TR,538.0584173100899,LDES
2025,Conservative,TW,520.8345903901901,LDES
2025,Conservative,UA,786.9512884902933,LDES
2025,Conservative,UG,567.9431470264255,LDES
2025,Conservative,US,274.2383108185379,LDES
2025,Conservative,UY,700.9884368847387,LDES
2025,Conservative,UZ,591.094429237474,LDES
2025,Conservative,VN,500.68172323907817,LDES
2025,Conservative,ZA,405.2589603277652,LDES
2025,Conservative,ZM,518.7716067619574,LDES
2025,Central,AE,419.3074961462519,LDES
2025,Central,AF,465.93479436513115,LDES
2025,Central,AR,432.7808276328462,LDES
2025,Central,AT,439.74486500791454,LDES
2025,Central,AU,339.0414285359166,LDES
2025,Central,BD,448.262652089941,LDES
2025,Central,BE,378.2183684568792,LDES
2025,Central,BF,476.11315244221754,LDES
2025,Central,BG,433.49795167063195,LDES
2025,Central,BH,461.14841284014227,LDES
2025,Central,BI,432.95676356717917,LDES
2025,Central,BO,427.81557439440104,LDES
2025,Central,BR,316.77508970409485,LDES
2025,Central,BY,473.59597659450355,LDES
2025,Central,CA,408.15215376632756,LDES
2025,Central,CH,679.8318247332909,LDES
2025,Central,CL,402.4946014124836,LDES
2025,Central,CN,274.5803016416108,LDES
2025,Central,CO,405.4034119058521,LDES
2025,Central,CR,429.57614034309955,LDES
2025,Central,CU,387.789428224596,LDES
2025,Central,CV,497.4238421206708,LDES
2025,Central,CZ,670.5335528468547,LDES
2025,Central,DE,420.6452315609563,LDES
2025,Central,DK,466.63136497881345,LDES
2025,Central,DO,388.33377278504787,LDES
2025,Central,DZ,476.16412649901883,LDES
2025,Central,EC,445.50882609583823,LDES
2025,Central,EE,583.5057168603764,LDES
2025,Central,EG,400.21324582577313,LDES
2025,Central,ES,352.9621076106075,LDES
2025,Central,ET,482.3373160799625,LDES
2025,Central,FI,816.2350488199733,LDES
2025,Central,FJ,414.6732847837559,LDES
2025,Central,FR,335.3023477954822,LDES
2025,Central,GB,489.4655988150725,LDES
2025,Central,GF,465.49965630080914,LDES
2025,Central,GH,424.4360059413408,LDES
2025,Central,GR,443.18361160150715,LDES
2025,Central,GT,397.5871612031778,LDES
2025,Central,HN,409.7193818810438,LDES
2025,Central,HU,734.7821787163174,LDES
2025,Central,ID,417.62616756218983,LDES
2025,Central,IE,585.9740631319655,LDES
2025,Central,IL,442.801652954925,LDES
2025,Central,IN,350.65429850085525,LDES
2025,Central,IR,882.6704548780071,LDES
2025,Central,IT,441.2279048978232,LDES
2025,Central,JM,421.6111469317977,LDES
2025,Central,JO,427.99288733953097,LDES
2025,Central,JP,434.9264721400455,LDES
2025,Central,KE,450.7629927523729,LDES
2025,Central,KH,413.6833745002481,LDES
2025,Central,KR,434.3093104916298,LDES
2025,Central,KW,404.6245050881785,LDES
2025,Central,KZ,520.8466933653858,LDES
2025,Central,LC,415.72303774782995,LDES
2025,Central,LK,383.01460772732537,LDES
2025,Central,LY,346.7457948716126,LDES
2025,Central,MA,971.0618467169525,LDES
2025,Central,MG,406.40341005400614,LDES
2025,Central,MM,497.6238180594634,LDES
2025,Central,MN,480.8814211285584,LDES
2025,Central,MR,405.3415933248979,LDES
2025,Central,MU,400.62949658823624,LDES
2025,Central,MX,377.68632356015354,LDES
2025,Central,MY,503.38089013130633,LDES
2025,Central,NE,544.9221281138836,LDES
2025,Central,NG,440.50713907720586,LDES
2025,Central,NI,478.41018588106976,LDES
2025,Central,NL,488.3255392275115,LDES
2025,Central,NO,823.506229591638,LDES
2025,Central,NP,471.96175021658144,LDES
2025,Central,NZ,576.0406678430148,LDES
2025,Central,OM,432.78653336517306,LDES
2025,Central,PA,404.7476245576295,LDES
2025,Central,PE,322.8073624825647,LDES
2025,Central,PH,395.41320658271565,LDES
2025,Central,PK,381.2983685351775,LDES
2025,Central,PL,530.6902030531588,LDES
2025,Central,PS,466.83290632648016,LDES
2025,Central,PT,421.3697512751616,LDES
2025,Central,PY,368.3107535889856,LDES
2025,Central,RO,483.1360289722234,LDES
2025,Central,RU,523.2593588183009,LDES
2025,Central,RW,427.1972283872629,LDES
2025,Central,SA,429.2886389481575,LDES
2025,Central,SE,790.3691139184332,LDES
2025,Central,SK,775.1108256207659,LDES
2025,Central,SN,419.78534422360156,LDES
2025,Central,SR,493.1247196433742,LDES
2025,Central,SV,395.0554508752095,LDES
2025,Central,TH,396.31187141739866,LDES
2025,Central,TN,410.6438275014504,LDES
2025,Central,TR,439.15718132974746,LDES
2025,Central,TW,424.58876398772736,LDES
2025,Central,UA,612.2431920477563,LDES
2025,Central,UG,470.64817992039053,LDES
2025,Central,US,223.03407825865256,LDES
2025,Central,UY,531.719806314759,LDES
2025,Central,UZ,480.38159629048954,LDES
2025,Central,VN,408.7390801402451,LDES
2025,Central,ZA,335.2375626672019,LDES
2025,Central,ZM,427.5252081969901,LDES
2025,Optimistic,AE,372.38280334456067,LDES
2025,Optimistic,AF,416.6102860912344,LDES
2025,Optimistic,AR,375.64194886214995,LDES
2025,Optimistic,AT,385.1911423228302,LDES
2025,Optimistic,AU,301.73312098537406,LDES
2025,Optimistic,BD,397.09780829487266,LDES
2025,Optimistic,BE,332.25264340876794,LDES
2025,Optimistic,BF,423.37371477798814,LDES
2025,Optimistic,BG,381.3248282989547,LDES
2025,Optimistic,BH,406.6167937308568,LDES
2025,Optimistic,BI,382.23663554308945,LDES
2025,Optimistic,BO,379.21208555562714,LDES
2025,Optimistic,BR,282.07285708655803,LDES
2025,Optimistic,BY,417.2330723195433,LDES
2025,Optimistic,CA,343.32783397417575,LDES
2025,Optimistic,CH,569.6305585691846,LDES
2025,Optimistic,CL,357.9339617157202,LDES
2025,Optimistic,CN,240.90106431025563,LDES
2025,Optimistic,CO,362.54232170250185,LDES
2025,Optimistic,CR,377.3153938488258,LDES
2025,Optimistic,CU,340.8207437888402,LDES
2025,Optimistic,CV,423.5717467770536,LDES
2025,Optimistic,CZ,564.7840927357807,LDES
2025,Optimistic,DE,361.6981073322618,LDES
2025,Optimistic,DK,396.6429645636087,LDES
2025,Optimistic,DO,345.4112526942121,LDES
2025,Optimistic,DZ,423.1127472648166,LDES
2025,Optimistic,EC,398.44776820590613,LDES
2025,Optimistic,EE,490.2538809410903,LDES
2025,Optimistic,EG,352.74133274204445,LDES
2025,Optimistic,ES,312.19222810262255,LDES
2025,Optimistic,ET,424.51965181941875,LDES
2025,Optimistic,FI,667.9397236640901,LDES
2025,Optimistic,FJ,361.9575654020731,LDES
2025,Optimistic,FR,296.9041041794536,LDES
2025,Optimistic,GB,411.4857982998795,LDES
2025,Optimistic,GF,411.99452672432625,LDES
2025,Optimistic,GH,378.488663469584,LDES
2025,Optimistic,GR,392.61845683813704,LDES
2025,Optimistic,GT,354.50552339927435,LDES
2025,Optimistic,HN,364.23381287029923,LDES
2025,Optimistic,HU,614.4335754301105,LDES
2025,Optimistic,ID,369.86803301434776,LDES
2025,Optimistic,IE,499.2049743590056,LDES
2025,Optimistic,IL,391.99457400262446,LDES
2025,Optimistic,IN,312.1373693763827,LDES
2025,Optimistic,IR,749.4952132852271,LDES
2025,Optimistic,IT,390.3372393949133,LDES
2025,Optimistic,JM,373.00165985373803,LDES
2025,Optimistic,JO,378.0229295935543,LDES
2025,Optimistic,JP,385.7853506314021,LDES
2025,Optimistic,KE,400.07215640261654,LDES
2025,Optimistic,KH,364.2221683320827,LDES
2025,Optimistic,KR,382.99107213395104,LDES
2025,Optimistic,KW,357.09489490075265,LDES
2025,Optimistic,KZ,452.6782105757915,LDES
2025,Optimistic,LC,370.9880208979317,LDES
2025,Optimistic,LK,340.74444065663585,LDES
2025,Optimistic,LY,307.1075288724921,LDES
2025,Optimistic,MA,787.9301183370775,LDES
2025,Optimistic,MG,361.32280634132525,LDES
2025,Optimistic,MM,443.53938846614614,LDES
2025,Optimistic,MN,413.8029450324955,LDES
2025,Optimistic,MR,357.9919590105342,LDES
2025,Optimistic,MU,357.3720517308631,LDES
2025,Optimistic,MX,335.2843753306829,LDES
2025,Optimistic,MY,446.31228145067985,LDES
2025,Optimistic,NE,481.4786476985243,LDES
2025,Optimistic,NG,393.1795794524243,LDES
2025,Optimistic,NI,415.5134894184627,LDES
2025,Optimistic,NL,414.35917191744494,LDES
2025,Optimistic,NO,674.0295353564518,LDES
2025,Optimistic,NP,420.16457635963485,LDES
2025,Optimistic,NZ,482.6911148319159,LDES
2025,Optimistic,OM,385.75201054268325,LDES
2025,Optimistic,PA,358.3321910665529,LDES
2025,Optimistic,PE,286.180392418939,LDES
2025,Optimistic,PH,351.48390605970263,LDES
2025,Optimistic,PK,336.7025949308411,LDES
2025,Optimistic,PL,452.6507292452288,LDES
2025,Optimistic,PS,413.3116177053806,LDES
2025,Optimistic,PT,374.3223258254515,LDES
2025,Optimistic,PY,327.5413802417416,LDES
2025,Optimistic,RO,417.6850283608795,LDES
2025,Optimistic,RU,456.28138268750644,LDES
2025,Optimistic,RW,381.17301637990903,LDES
2025,Optimistic,SA,377.9802892099053,LDES
2025,Optimistic,SE,649.1358916683985,LDES
2025,Optimistic,SK,647.0463578432435,LDES
2025,Optimistic,SN,371.87391020385536,LDES
2025,Optimistic,SR,438.6896247527253,LDES
2025,Optimistic,SV,353.5964139052097,LDES
2025,Optimistic,TH,352.7790661333344,LDES
2025,Optimistic,TN,365.6523628210385,LDES
2025,Optimistic,TR,389.70656333957623,LDES
2025,Optimistic,TW,376.4658507864957,LDES
2025,Optimistic,UA,524.8891438264877,LDES
2025,Optimistic,UG,422.00069636737317,LDES
2025,Optimistic,US,197.43196197870995,LDES
2025,Optimistic,UY,447.0854910297692,LDES
2025,Optimistic,UZ,425.0251798169974,LDES
2025,Optimistic,VN,362.7677585908284,LDES
2025,Optimistic,ZA,300.2268638369203,LDES
2025,Optimistic,ZM,381.9020089145065,LDES
2026,Conservative,AE,666.5312030339068,LDES
2026,Conservative,AF,729.1279132214275,LDES
2026,Conservative,AR,707.1349710786155,LDES
2026,Conservative,AT,715.7622438313554,LDES
2026,Conservative,AU,539.7072113089415,LDES
2026,Conservative,BD,709.2776377290849,LDES
2026,Conservative,BE,612.7041142161656,LDES
2026,Conservative,BF,748.7489863390037,LDES
2026,Conservative,BG,692.2054493570903,LDES
2026,Conservative,BH,733.8849201798458,LDES
2026,Conservative,BI,691.5467339544203,LDES
2026,Conservative,BO,680.1313089977846,LDES
2026,Conservative,BR,503.45164224334894,LDES
2026,Conservative,BY,771.4628165458504,LDES
2026,Conservative,CA,687.9518914989044,LDES
2026,Conservative,CH,1162.4523041966363,LDES
2026,Conservative,CL,639.9721660398968,LDES
2026,Conservative,CN,441.67389849568247,LDES
2026,Conservative,CO,640.6286343226718,LDES
2026,Conservative,CR,703.5155598697502,LDES
2026,Conservative,CU,624.4446412770241,LDES
2026,Conservative,CV,826.5871369048558,LDES
2026,Conservative,CZ,1135.27571617395,LDES
2026,Conservative,DE,679.6183213757163,LDES
2026,Conservative,DK,783.2038562518117,LDES
2026,Conservative,DO,619.8650472525342,LDES
2026,Conservative,DZ,750.0322864772079,LDES
2026,Conservative,EC,700.2996954373972,LDES
2026,Conservative,EE,990.8506648947078,LDES
2026,Conservative,EG,640.4114181138154,LDES
2026,Conservative,ES,564.008651688536,LDES
2026,Conservative,ET,769.8025030532868,LDES
2026,Conservative,FI,1431.2328380553315,LDES
2026,Conservative,FJ,664.3320608337355,LDES
2026,Conservative,FR,537.3895550249317,LDES
2026,Conservative,GB,800.1623727847527,LDES
2026,Conservative,GF,739.012060624944,LDES
2026,Conservative,GH,672.2349268781633,LDES
2026,Conservative,GR,705.403460170204,LDES
2026,Conservative,GT,633.068399376806,LDES
2026,Conservative,HN,652.3148665640983,LDES
2026,Conservative,HU,1250.270875224757,LDES
2026,Conservative,ID,662.6785108608091,LDES
2026,Conservative,IE,988.9040311845101,LDES
2026,Conservative,IL,708.1860474510992,LDES
2026,Conservative,IN,558.3486234283564,LDES
2026,Conservative,IR,1355.6016098071436,LDES
2026,Conservative,IT,705.5438702642098,LDES
2026,Conservative,JM,671.7807867362667,LDES
2026,Conservative,JO,678.0210773402656,LDES
2026,Conservative,JP,690.3909081996752,LDES
2026,Conservative,KE,714.3708014630796,LDES
2026,Conservative,KH,667.0434265158071,LDES
2026,Conservative,KR,694.9970926441708,LDES
2026,Conservative,KW,648.1734874179541,LDES
2026,Conservative,KZ,838.9359663957198,LDES
2026,Conservative,LC,658.2805002248691,LDES
2026,Conservative,LK,612.7151199643522,LDES
2026,Conservative,LY,550.4254140711035,LDES
2026,Conservative,MA,1725.5276052920829,LDES
2026,Conservative,MG,649.244501179557,LDES
2026,Conservative,MM,780.7267416504347,LDES
2026,Conservative,MN,794.923601768893,LDES
2026,Conservative,MR,643.905306146318,LDES
2026,Conservative,MU,632.6951764354359,LDES
2026,Conservative,MX,605.67430389661,LDES
2026,Conservative,MY,791.9426916880094,LDES
2026,Conservative,NE,854.7193030268176,LDES
2026,Conservative,NG,695.8861015190197,LDES
2026,Conservative,NI,819.1205727494786,LDES
2026,Conservative,NL,866.4549239305679,LDES
2026,Conservative,NO,1436.9752580754862,LDES
2026,Conservative,NP,742.864662855628,LDES
2026,Conservative,NZ,984.3616374817619,LDES
2026,Conservative,OM,681.8201330642734,LDES
2026,Conservative,PA,646.8646774808079,LDES
2026,Conservative,PE,520.5226498840444,LDES
2026,Conservative,PH,628.6958912056318,LDES
2026,Conservative,PK,609.7921183289077,LDES
2026,Conservative,PL,884.5741078328675,LDES
2026,Conservative,PS,738.9899539071105,LDES
2026,Conservative,PT,672.240189726842,LDES
2026,Conservative,PY,586.450417914762,LDES
2026,Conservative,RO,794.1582448364874,LDES
2026,Conservative,RU,833.8872944426425,LDES
2026,Conservative,RW,673.8658775492681,LDES
2026,Conservative,SA,686.0135656463916,LDES
2026,Conservative,SE,1398.3687064550606,LDES
2026,Conservative,SK,1302.6515272570505,LDES
2026,Conservative,SN,657.4519296171696,LDES
2026,Conservative,SR,775.7008800632975,LDES
2026,Conservative,SV,626.1139185135562,LDES
2026,Conservative,TH,627.5150878475163,LDES
2026,Conservative,TN,646.1611992649333,LDES
2026,Conservative,TR,699.3899256868873,LDES
2026,Conservative,TW,674.6725228855682,LDES
2026,Conservative,UA,1030.3104751118526,LDES
2026,Conservative,UG,732.9963609547187,LDES
2026,Conservative,US,359.75035553739303,LDES
2026,Conservative,UY,905.0588539716283,LDES
2026,Conservative,UZ,763.8654621810887,LDES
2026,Conservative,VN,649.3468073064172,LDES
2026,Conservative,ZA,530.9920944100887,LDES
2026,Conservative,ZM,671.7862711412401,LDES
2026,Central,AE,538.9008999488035,LDES
2026,Central,AF,595.4136967797068,LDES
2026,Central,AR,551.8656221098713,LDES
2026,Central,AT,565.8867897297336,LDES
2026,Central,AU,437.75236547876585,LDES
2026,Central,BD,570.3558783242709,LDES
2026,Central,BE,486.72066009972275,LDES
2026,Central,BF,606.2610896026769,LDES
2026,Central,BG,551.9473767191618,LDES
2026,Central,BH,586.6639572731591,LDES
2026,Central,BI,554.3445941964013,LDES
2026,Central,BO,547.7957975408797,LDES
2026,Central,BR,408.65425140742155,LDES
2026,Central,BY,612.4741146557933,LDES
2026,Central,CA,513.1087929472642,LDES
2026,Central,CH,860.1904607157187,LDES
2026,Central,CL,518.3624917864059,LDES
2026,Central,CN,351.06546010633,LDES
2026,Central,CO,523.464948489323,LDES
2026,Central,CR,557.8839966957449,LDES
2026,Central,CU,496.49716411408787,LDES
2026,Central,CV,627.3278291935303,LDES
2026,Central,CZ,846.263476432274,LDES
2026,Central,DE,524.7477831032321,LDES
2026,Central,DK,592.1581426359865,LDES
2026,Central,DO,501.94679624456387,LDES
2026,Central,DZ,606.4783338078109,LDES
2026,Central,EC,572.1723893580288,LDES
2026,Central,EE,735.8794258218937,LDES
2026,Central,EG,511.39542805567703,LDES
2026,Central,ES,453.0080227016142,LDES
2026,Central,ET,613.0660855588628,LDES
2026,Central,FI,1023.6337336059074,LDES
2026,Central,FJ,524.529087631766,LDES
2026,Central,FR,431.98353900006987,LDES
2026,Central,GB,598.5031294853251,LDES
2026,Central,GF,594.3259861153283,LDES
2026,Central,GH,546.9933206525052,LDES
2026,Central,GR,567.5220904713509,LDES
2026,Central,GT,514.57998087032,LDES
2026,Central,HN,527.9854396943593,LDES
2026,Central,HU,922.7773659343018,LDES
2026,Central,ID,533.262394859174,LDES
2026,Central,IE,747.3969670681631,LDES
2026,Central,IL,569.4992308197002,LDES
2026,Central,IN,452.3660421421791,LDES
2026,Central,IR,1032.1290327116697,LDES
2026,Central,IT,566.7833581237219,LDES
2026,Central,JM,539.7912131921421,LDES
2026,Central,JO,542.9164984200083,LDES
2026,Central,JP,556.3223106434365,LDES
2026,Central,KE,577.3026100533394,LDES
2026,Central,KH,532.1234010813179,LDES
2026,Central,KR,555.3598044830503,LDES
2026,Central,KW,518.6412325242962,LDES
2026,Central,KZ,655.4977199386158,LDES
2026,Central,LC,535.9959773225677,LDES
2026,Central,LK,496.1970297684606,LDES
2026,Central,LY,442.4542656765236,LDES
2026,Central,MA,1218.836274162231,LDES
2026,Central,MG,525.7456453918351,LDES
2026,Central,MM,634.0389663163969,LDES
2026,Central,MN,611.9228317798677,LDES
2026,Central,MR,515.3916223134294,LDES
2026,Central,MU,514.5675977261628,LDES
2026,Central,MX,488.90205924725313,LDES
2026,Central,MY,638.8204595553041,LDES
2026,Central,NE,685.3900372536226,LDES
2026,Central,NG,566.8657564494672,LDES
2026,Central,NI,634.3275397605997,LDES
2026,Central,NL,647.1999025168474,LDES
2026,Central,NO,1028.9177320682707,LDES
2026,Central,NP,602.1631917264807,LDES
2026,Central,NZ,728.6989044982461,LDES
2026,Central,OM,554.2764184027623,LDES
2026,Central,PA,520.2707501601707,LDES
2026,Central,PE,418.83892969310267,LDES
2026,Central,PH,508.88667228917956,LDES
2026,Central,PK,488.40856583385914,LDES
2026,Central,PL,671.9216734492538,LDES
2026,Central,PS,593.7745367257963,LDES
2026,Central,PT,543.3455465392383,LDES
2026,Central,PY,475.0389206723058,LDES
2026,Central,RO,615.377869035866,LDES
2026,Central,RU,655.7922820163981,LDES
2026,Central,RW,548.6390475264393,LDES
2026,Central,SA,547.4433385015694,LDES
2026,Central,SE,1004.3636019687474,LDES
2026,Central,SK,960.6279020528602,LDES
2026,Central,SN,529.7775140956594,LDES
2026,Central,SR,628.4985810650211,LDES
2026,Central,SV,511.9295014082013,LDES
2026,Central,TH,509.0876315899904,LDES
2026,Central,TN,523.8936462198338,LDES
2026,Central,TR,563.6695530679547,LDES
2026,Central,TW,543.0521823605451,LDES
2026,Central,UA,786.0028372877783,LDES
2026,Central,UG,601.2998959959277,LDES
2026,Central,US,290.30975879873785,LDES
2026,Central,UY,673.5959328470896,LDES
2026,Central,UZ,613.247555892893,LDES
2026,Central,VN,523.9366560680231,LDES
2026,Central,ZA,434.51941523445436,LDES
2026,Central,ZM,547.7803336394708,LDES
2026,Optimistic,AE,479.7551497386336,LDES
2026,Optimistic,AF,533.4485720872021,LDES
2026,Optimistic,AR,479.9115335633799,LDES
2026,Optimistic,AT,496.4323109997136,LDES
2026,Optimistic,AU,390.50499789892837,LDES
2026,Optimistic,BD,505.97750201472303,LDES
2026,Optimistic,BE,428.3380838018589,LDES
2026,Optimistic,BF,540.2301130663302,LDES
2026,Optimistic,BG,486.949733301585,LDES
2026,Optimistic,BH,518.4396086090849,LDES
2026,Optimistic,BI,490.7631147963438,LDES
2026,Optimistic,BO,486.46958491450914,LDES
2026,Optimistic,BR,364.72375321516256,LDES
2026,Optimistic,BY,538.7964235360108,LDES
2026,Optimistic,CA,432.0839423989431,LDES
2026,Optimistic,CH,720.1178991026105,LDES
2026,Optimistic,CL,462.0067890835687,LDES
2026,Optimistic,CN,309.07618377955697,LDES
2026,Optimistic,CO,469.1695818836247,LDES
2026,Optimistic,CR,490.3961991273036,LDES
2026,Optimistic,CU,437.20443079467844,LDES
2026,Optimistic,CV,534.9881500102331,LDES
2026,Optimistic,CZ,712.3309750885709,LDES
2026,Optimistic,DE,452.978509269642,LDES
2026,Optimistic,DK,503.62476315548196,LDES
2026,Optimistic,DO,447.3017530945288,LDES
2026,Optimistic,DZ,539.9533313512611,LDES
2026,Optimistic,EC,512.7963206871019,LDES
2026,Optimistic,EE,617.7220223491262,LDES
2026,Optimistic,EG,451.6075302238569,LDES
2026,Optimistic,ES,401.568706829626,LDES
2026,Optimistic,ET,540.4321359882758,LDES
2026,Optimistic,FI,834.7463437391009,LDES
2026,Optimistic,FJ,459.7423439528046,LDES
2026,Optimistic,FR,383.136848647085,LDES
2026,Optimistic,GB,505.05128502949276,LDES
2026,Optimistic,GF,527.2763418303845,LDES
2026,Optimistic,GH,488.95452752354186,LDES
2026,Optimistic,GR,503.62584597676056,LDES
2026,Optimistic,GT,459.6707137575582,LDES
2026,Optimistic,HN,470.36936382789486,LDES
2026,Optimistic,HU,771.0120811411638,LDES
2026,Optimistic,ID,473.28907280963585,LDES
2026,Optimistic,IE,635.4790593069291,LDES
2026,Optimistic,IL,505.22973042953987,LDES
2026,Optimistic,IN,403.2521630095602,LDES
2026,Optimistic,IR,882.2271067405965,LDES
2026,Optimistic,IT,502.4797061561788,LDES
2026,Optimistic,JM,478.62531325705993,LDES
2026,Optimistic,JO,480.30705940818194,LDES
2026,Optimistic,JP,494.1929605563989,LDES
2026,Optimistic,KE,513.783204278094,LDES
2026,Optimistic,KH,469.5994868555788,LDES
2026,Optimistic,KR,490.64984167667734,LDES
2026,Optimistic,KW,458.61409001260114,LDES
2026,Optimistic,KZ,570.4897520682505,LDES
2026,Optimistic,LC,479.32753988003765,LDES
2026,Optimistic,LK,442.20084162890095,LDES
2026,Optimistic,LY,392.41885544488906,LDES
2026,Optimistic,MA,984.0280963215674,LDES
2026,Optimistic,MG,468.51446831947584,LDES
2026,Optimistic,MM,566.0617045762332,LDES
2026,Optimistic,MN,527.1175969069046,LDES
2026,Optimistic,MR,455.8365005372127,LDES
2026,Optimistic,MU,459.8255490560119,LDES
2026,Optimistic,MX,434.7880922146242,LDES
2026,Optimistic,MY,567.8613763718554,LDES
2026,Optimistic,NE,606.9203775050687,LDES
2026,Optimistic,NG,507.07584044162587,LDES
2026,Optimistic,NI,548.6917439852656,LDES
2026,Optimistic,NL,545.5939169836598,LDES
2026,Optimistic,NO,839.8179029429756,LDES
2026,Optimistic,NP,536.960070959315,LDES
2026,Optimistic,NZ,610.2210526278362,LDES
2026,Optimistic,OM,495.17079453523263,LDES
2026,Optimistic,PA,461.6052716457289,LDES
2026,Optimistic,PE,371.7172057021784,LDES
2026,Optimistic,PH,453.3653269376527,LDES
2026,Optimistic,PK,432.1576512629831,LDES
2026,Optimistic,PL,573.3754233690427,LDES
2026,Optimistic,PS,526.4795873003093,LDES
2026,Optimistic,PT,483.6138826230317,LDES
2026,Optimistic,PY,423.40920243799667,LDES
2026,Optimistic,RO,532.5284265916753,LDES
2026,Optimistic,RU,573.2604469896016,LDES
2026,Optimistic,RW,490.6071019061041,LDES
2026,Optimistic,SA,483.22786738567606,LDES
2026,Optimistic,SE,821.7758706214319,LDES
2026,Optimistic,SK,802.1291489094551,LDES
2026,Optimistic,SN,470.6113215369108,LDES
2026,Optimistic,SR,560.2828815292343,LDES
2026,Optimistic,SV,459.01477153011007,LDES
2026,Optimistic,TH,454.2066152755271,LDES
2026,Optimistic,TN,467.2330728574706,LDES
2026,Optimistic,TR,500.7747462445469,LDES
2026,Optimistic,TW,482.0573904099245,LDES
